lead_id,created_at,campaign_id,source,channel,project_interest,unit_type_interest,budget_min,budget_max,preferred_location,nationality,residency_country,customer_segment,purchase_purpose,financing_preference,lead_score,sales_agent_id,broker_id,first_response_at,first_contact_at,last_activity_at,current_stage,loss_reason,qualification_status,appointment_date,site_visit_date,sale_id,estimated_deal_value,marketing_consent,duplicate_flag
LEA-002769,2025-08-10 00:00:00,CMP-0028,Meta,Meta,CST,Villa,17069000.0,23093000.0,North Coast,Egyptian,Egypt,Investor,Second Home,Cash,44,AGT-014,,2025-08-10 00:23:32,2025-08-10 04:09:24,2025-08-21 08:23:23,dormant,,Qualified,2025-08-19,2025-08-21,,20081000.0,True,False
LEA-002770,2024-07-01 00:00:00,CMP-0026,TikTok,TikTok,CST,Cabin,24504000.0,33153000.0,North Coast,Emirati,UAE,Mass Affluent,Investment / Resale,Undecided,78,AGT-013,,2024-07-01 00:19:12,2024-07-01 02:29:58,2024-07-01 02:29:58,lost,Budget Mismatch,Unqualified,,,,28828000.0,True,False
LEA-002771,2025-05-10 00:00:00,CMP-0034,Referrals,Referrals,CST,Cabin,26651000.0,36057000.0,North Coast,Egyptian,Egypt,Mass Affluent,Second Home,Undecided,47,AGT-013,BRK-07,2025-05-10 00:11:01,2025-05-10 01:27:52,2025-05-10 01:27:52,lost,Price Objection,Unqualified,,,,31354000.0,True,False
LEA-002772,2024-08-06 00:00:00,CMP-0028,Meta,Meta,CST,Villa,18955000.0,25644000.0,North Coast,Egyptian,Egypt,High Net Worth,Rental Income,Developer Payment Plan,15,AGT-012,,2024-08-06 00:14:47,2024-08-06 03:31:49,2024-08-21 14:53:06,dormant,,Qualified,2024-08-13,2024-08-16,,22300000.0,True,False
LEA-002773,2024-07-01 00:00:00,CMP-0030,TikTok,TikTok,CST,Cabin,16850000.0,22797000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Undecided,31,AGT-011,,2024-07-01 00:23:10,2024-07-01 03:24:19,2024-07-01 03:24:19,lost,Financing Declined,Unqualified,,,,19824000.0,False,False
LEA-002774,2024-10-18 00:00:00,CMP-0040,Google Search,Google Search,CST,Chalet,18922000.0,25600000.0,North Coast,Saudi,Egypt,High Net Worth,Investment / Resale,Undecided,64,AGT-014,,2024-10-18 00:35:16,2024-10-18 02:29:32,2024-11-07 00:04:24,dormant,,Qualified,2024-10-23,2024-10-25,,22261000.0,True,False
LEA-002775,2024-08-27 00:00:00,CMP-0042,Organic Website,Organic Website,CST,Cabin,20242000.0,27386000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Bank Mortgage,48,AGT-014,,2024-08-27 00:28:37,2024-08-27 02:43:38,2024-08-27 02:43:38,lost,Chose Competitor Project,Unqualified,,,,23814000.0,True,False
LEA-002776,2025-08-22 00:00:00,CMP-0024,Organic Website,Organic Website,CST,Cabin,26874000.0,36359000.0,North Coast,Egyptian,Egypt,Investor,Investment / Resale,Developer Payment Plan,82,AGT-014,,2025-08-22 00:48:31,2025-08-22 06:21:34,2025-08-22 06:21:34,lost,Chose Competitor Project,Unqualified,,,,31617000.0,True,True
LEA-002777,2025-08-14 00:00:00,CMP-0027,Referrals,Referrals,CST,Chalet,23738000.0,32117000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Undecided,31,AGT-011,,2025-08-14 00:10:24,2025-08-14 00:28:13,2025-08-14 00:28:13,lost,Financing Declined,Unqualified,,,,27927000.0,True,False
LEA-002778,2025-06-14 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Villa,15315000.0,20721000.0,North Coast,Jordanian,Jordan,High Net Worth,Rental Income,Undecided,48,AGT-013,,2025-06-14 00:31:56,2025-06-14 04:58:01,2025-06-14 04:58:01,lost,Chose Competitor Project,Unqualified,,,,18018000.0,True,False
LEA-002779,2026-06-30 00:00:00,CMP-0033,TikTok,TikTok,CST,Villa,21689000.0,29343000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Rental Income,Bank Mortgage,62,AGT-011,,2026-06-30 00:35:17,2026-06-30 01:45:10,2026-06-30 01:45:10,contacted,,Unqualified,,,,25516000.0,True,False
LEA-002780,2025-07-11 00:00:00,CMP-0034,Referrals,Referrals,CST,Villa,16471000.0,22285000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Developer Payment Plan,45,AGT-011,,2025-07-11 00:23:36,2025-07-11 01:19:04,2025-07-11 01:19:04,lost,Budget Mismatch,Unqualified,,,,19378000.0,True,False
LEA-002781,2024-07-01 00:00:00,CMP-0034,Referrals,Referrals,CST,Villa,15552000.0,21041000.0,North Coast,Egyptian,Egypt,Investor,Investment / Resale,Undecided,44,AGT-014,,,,2024-07-01 00:00:00,lost,Location Preference Changed,Unqualified,,,,18297000.0,True,False
LEA-002782,2026-06-30 00:00:00,CMP-0034,Referrals,Referrals,CST,Cabin,25774000.0,34871000.0,North Coast,Egyptian,Egypt,Investor,Second Home,Bank Mortgage,90,AGT-012,,2026-06-30 00:27:33,2026-06-30 05:37:31,2026-06-30 05:37:31,contacted,,Unqualified,,,,30323000.0,True,False
LEA-002783,2025-07-18 00:00:00,CMP-0024,Organic Website,Organic Website,CST,Chalet,25233000.0,34138000.0,North Coast,Egyptian,Egypt,Investor,Second Home,Bank Mortgage,74,AGT-012,,2025-07-18 00:21:41,2025-07-18 01:05:44,2025-07-18 01:05:44,lost,Unresponsive,Unqualified,,,,29685000.0,True,False
LEA-002784,2024-07-01 00:00:00,CMP-0024,Organic Website,Organic Website,CST,Chalet,20100000.0,27194000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Bank Mortgage,28,AGT-011,,,,2024-07-01 00:00:00,lost,Chose Competitor Project,Unqualified,,,,23647000.0,True,False
LEA-002785,2024-07-01 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Chalet,21072000.0,28510000.0,North Coast,Egyptian,Egypt,High Net Worth,Rental Income,Bank Mortgage,84,AGT-014,,2024-07-01 00:34:41,2024-07-01 04:12:31,2024-07-14 14:04:22,dormant,,Qualified,2024-07-14,,,24791000.0,True,False
LEA-002786,2024-07-01 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Cabin,22801000.0,30848000.0,North Coast,Egyptian,Egypt,Mass Affluent,Rental Income,Bank Mortgage,72,AGT-011,BRK-01,2024-07-01 00:38:13,2024-07-01 01:41:19,2024-07-01 01:41:19,lost,Price Objection,Unqualified,,,,26824000.0,True,False
LEA-002787,2025-05-17 00:00:00,CMP-0026,TikTok,TikTok,CST,Cabin,26514000.0,35872000.0,North Coast,Kuwaiti,Kuwait,First-Time Buyer,Primary Residence,Bank Mortgage,71,AGT-011,,2025-05-17 00:15:51,2025-05-17 02:30:21,2025-05-17 02:30:21,lost,Timeline Mismatch,Unqualified,,,,31193000.0,True,False
LEA-002788,2024-07-01 00:00:00,CMP-0034,Referrals,Referrals,CST,Chalet,23440000.0,31713000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Cash,47,AGT-011,,2024-07-01 00:10:36,2024-07-01 03:48:21,2024-07-07 10:55:02,dormant,,Qualified,2024-07-04,2024-07-04,,27576000.0,True,False
LEA-002789,2026-06-30 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Villa,24601000.0,33284000.0,North Coast,Jordanian,Egypt,Investor,Investment / Resale,Bank Mortgage,63,AGT-014,,2026-06-30 00:56:47,2026-06-30 04:32:39,2026-07-03 00:15:02,qualified,,Qualified,,,,28942000.0,True,False
LEA-002790,2026-05-15 00:00:00,CMP-0037,Outdoor,Outdoor,CST,Villa,23177000.0,31357000.0,North Coast,Emirati,UAE,First-Time Buyer,Primary Residence,Bank Mortgage,47,AGT-013,,2026-05-15 00:24:02,2026-05-15 05:58:28,2026-05-15 05:58:28,lost,Chose Competitor Project,Unqualified,,,,27267000.0,True,False
LEA-002791,2024-11-08 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Villa,23765000.0,32152000.0,North Coast,Egyptian,Egypt,High Net Worth,Rental Income,Developer Payment Plan,19,AGT-014,,2024-11-08 00:22:29,2024-11-08 02:34:14,2024-11-27 06:44:23,dormant,,Qualified,2024-11-13,2024-11-15,,27959000.0,False,False
LEA-002792,2024-07-01 00:00:00,CMP-0029,Google Display,Google Display,CST,Cabin,19642000.0,26574000.0,North Coast,Emirati,UAE,High Net Worth,Primary Residence,Undecided,51,AGT-011,BRK-03,,,2024-07-01 00:00:00,lost,Location Preference Changed,Unqualified,,,,23108000.0,True,False
LEA-002793,2025-05-27 00:00:00,CMP-0037,Outdoor,Outdoor,CST,Villa,18672000.0,25262000.0,North Coast,Saudi,Saudi Arabia,First-Time Buyer,Second Home,Developer Payment Plan,44,AGT-012,BRK-13,2025-05-27 00:28:46,2025-05-27 05:48:14,2025-05-27 05:48:14,lost,Chose Competitor Project,Unqualified,,,,21967000.0,True,False
LEA-002794,2025-07-24 00:00:00,CMP-0035,Referrals,Referrals,CST,Cabin,19342000.0,26169000.0,North Coast,Jordanian,Jordan,Investor,Investment / Resale,Developer Payment Plan,56,AGT-014,,2025-07-24 00:23:24,2025-07-24 00:54:47,2025-08-14 10:01:52,dormant,,Qualified,2025-08-02,2025-08-05,,22756000.0,True,False
LEA-002795,2025-09-16 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Cabin,17036000.0,23048000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Bank Mortgage,50,AGT-013,,2025-09-16 00:34:37,2025-09-16 04:22:21,2025-09-18 00:14:05,dormant,,Qualified,,,,20042000.0,True,False
LEA-002796,2026-06-30 00:00:00,CMP-0036,Organic Website,Organic Website,CST,Cabin,16619000.0,22484000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Cash,38,AGT-014,,2026-06-30 00:45:10,2026-06-30 04:56:59,2026-06-30 04:56:59,contacted,,Unqualified,,,,19551000.0,True,False
LEA-002797,2025-12-09 00:00:00,CMP-0035,Referrals,Referrals,CST,Villa,24911000.0,33704000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Cash,38,AGT-011,,2025-12-09 00:12:48,2025-12-09 04:29:15,2025-12-09 04:29:15,lost,Location Preference Changed,Unqualified,,,,29308000.0,True,False
LEA-002798,2024-07-07 00:00:00,CMP-0034,Referrals,Referrals,CST,Villa,23487000.0,31777000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Primary Residence,Cash,51,AGT-014,,2024-07-07 00:36:44,2024-07-07 02:47:26,2024-07-07 02:47:26,lost,Chose Competitor Project,Unqualified,,,,27632000.0,True,False
LEA-002799,2025-06-04 00:00:00,CMP-0036,Organic Website,Organic Website,CST,Villa,20686000.0,27987000.0,North Coast,Egyptian,Egypt,Mass Affluent,Second Home,Bank Mortgage,40,AGT-011,,2025-06-04 00:11:40,2025-06-04 01:43:49,2025-06-12 14:04:55,dormant,,Qualified,2025-06-12,2025-06-12,,24337000.0,True,False
LEA-002800,2025-07-09 00:00:00,CMP-0023,Outdoor,Outdoor,CST,Cabin,21363000.0,28903000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Cash,52,AGT-012,,2025-07-09 00:30:20,2025-07-09 02:03:47,2025-07-09 02:03:47,lost,Chose Competitor Project,Unqualified,,,,25133000.0,True,True
LEA-002801,2026-06-30 00:00:00,CMP-0028,Meta,Meta,CST,Chalet,15858000.0,21454000.0,North Coast,Saudi,Egypt,High Net Worth,Primary Residence,Developer Payment Plan,67,AGT-011,,2026-06-30 00:42:04,2026-06-30 06:17:21,2026-07-01 21:46:14,qualified,,Qualified,,,,18656000.0,False,False
LEA-002802,2026-06-10 00:00:00,CMP-0035,Referrals,Referrals,CST,Villa,16510000.0,22337000.0,North Coast,Saudi,Saudi Arabia,High Net Worth,Second Home,Bank Mortgage,30,AGT-011,,2026-06-10 00:25:56,2026-06-10 02:11:02,2026-06-10 02:11:02,contacted,,Unqualified,,,,19423000.0,True,False
LEA-002803,2025-07-06 00:00:00,CMP-0027,Referrals,Referrals,CST,Villa,23598000.0,31926000.0,North Coast,Saudi,Saudi Arabia,High Net Worth,Second Home,Undecided,72,AGT-013,,,,2025-07-06 00:00:00,lost,Unresponsive,Unqualified,,,,27762000.0,True,False
LEA-002804,2025-09-05 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Chalet,17583000.0,23789000.0,North Coast,Jordanian,Jordan,Mass Affluent,Investment / Resale,Developer Payment Plan,50,AGT-013,,2025-09-05 00:40:44,2025-09-05 03:23:47,2025-09-20 14:31:07,dormant,,Qualified,2025-09-10,2025-09-12,,20686000.0,True,False
LEA-002805,2026-03-06 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Chalet,25771000.0,34867000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Undecided,67,AGT-014,,2026-03-06 00:14:05,2026-03-06 01:54:58,2026-03-06 01:54:58,lost,Unresponsive,Unqualified,,,,30319000.0,True,False
LEA-002806,2026-02-23 00:00:00,CMP-0040,Google Search,Google Search,CST,Villa,17494000.0,23668000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Cash,36,AGT-014,,2026-02-23 00:21:57,2026-02-23 05:03:01,2026-02-23 05:03:01,lost,Chose Competitor Project,Unqualified,,,,20581000.0,True,False
LEA-002807,2025-08-07 00:00:00,CMP-0039,WhatsApp,WhatsApp,CST,Chalet,20226000.0,27364000.0,North Coast,Jordanian,Egypt,High Net Worth,Primary Residence,Bank Mortgage,66,AGT-013,,2025-08-07 01:05:08,2025-08-07 04:28:56,2025-08-07 04:28:56,lost,Financing Declined,Unqualified,,,,23795000.0,True,False
LEA-002808,2025-06-13 00:00:00,CMP-0027,Referrals,Referrals,CST,Chalet,19450000.0,26315000.0,North Coast,Egyptian,Egypt,High Net Worth,Primary Residence,Undecided,15,AGT-013,,2025-06-13 00:09:22,2025-06-13 02:16:38,2025-06-18 19:46:43,dormant,,Qualified,2025-06-17,2025-06-18,,22882000.0,True,False
LEA-002809,2025-09-10 00:00:00,CMP-0040,Google Search,Google Search,CST,Villa,19687000.0,26636000.0,North Coast,Egyptian,Egypt,Investor,Primary Residence,Undecided,53,AGT-011,,2025-09-10 00:26:58,2025-09-10 02:02:58,2025-09-13 01:09:15,dormant,,Qualified,,,,23162000.0,True,False
LEA-002810,2024-07-01 00:00:00,CMP-0034,Referrals,Referrals,CST,Villa,19782000.0,26764000.0,North Coast,Saudi,Saudi Arabia,High Net Worth,Second Home,Bank Mortgage,42,AGT-012,,2024-07-01 00:03:00,2024-07-01 04:14:25,2024-07-01 04:14:25,lost,Location Preference Changed,Unqualified,,,,23273000.0,True,False
LEA-002811,2026-06-30 00:00:00,CMP-0028,Meta,Meta,CST,Cabin,15062000.0,20378000.0,North Coast,Kuwaiti,Kuwait,High Net Worth,Primary Residence,Undecided,82,AGT-014,,2026-06-30 00:36:20,2026-06-30 01:47:23,2026-06-30 01:47:23,contacted,,Unqualified,,,,17720000.0,True,False
LEA-002812,2024-07-01 00:00:00,CMP-0034,Referrals,Referrals,CST,Villa,15311000.0,20715000.0,North Coast,Egyptian,Egypt,Investor,Second Home,Bank Mortgage,69,AGT-013,,2024-07-01 00:43:37,2024-07-01 04:02:34,2024-07-01 04:02:34,lost,Chose Competitor Project,Unqualified,,,,18013000.0,True,False
LEA-002813,2026-02-13 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Villa,24449000.0,33078000.0,North Coast,British,United Kingdom,Investor,Rental Income,Cash,69,AGT-014,,2026-02-13 00:33:41,2026-02-13 04:53:21,2026-02-15 04:25:53,dormant,,Qualified,,,,28763000.0,True,False
LEA-002814,2026-06-30 00:00:00,CMP-0030,TikTok,TikTok,CST,Cabin,16164000.0,21869000.0,North Coast,Jordanian,Egypt,Investor,Primary Residence,Developer Payment Plan,73,AGT-011,,2026-06-30 00:44:09,2026-06-30 05:46:19,2026-07-23 05:18:19,contract,,Qualified,2026-07-07,2026-07-09,SAL-000291,19016000.0,True,False
LEA-002815,2024-08-24 00:00:00,CMP-0040,Google Search,Google Search,CST,Chalet,26282000.0,35558000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Developer Payment Plan,47,AGT-012,,2024-08-24 00:23:29,2024-08-24 04:16:03,2024-09-13 02:15:25,dormant,,Qualified,2024-09-03,2024-09-05,,30920000.0,True,False
LEA-002816,2024-07-05 00:00:00,CMP-0037,Outdoor,Outdoor,CST,Cabin,17104000.0,23141000.0,North Coast,Kuwaiti,Kuwait,Mass Affluent,Second Home,Bank Mortgage,90,AGT-012,,,,2024-07-05 00:00:00,lost,Unresponsive,Unqualified,,,,20123000.0,True,False
LEA-002817,2025-04-08 00:00:00,CMP-0026,TikTok,TikTok,CST,Cabin,24529000.0,33186000.0,North Coast,Emirati,UAE,Investor,Investment / Resale,Developer Payment Plan,51,AGT-014,,2025-04-08 00:24:11,2025-04-08 05:26:01,2025-04-08 05:26:01,lost,Price Objection,Unqualified,,,,28858000.0,True,False
LEA-002818,2026-06-07 00:00:00,CMP-0037,Outdoor,Outdoor,CST,Chalet,18791000.0,25423000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Bank Mortgage,5,AGT-013,,2026-06-07 00:45:29,2026-06-07 03:17:20,2026-06-07 20:57:20,qualified,,Qualified,,,,22107000.0,True,False
LEA-002819,2026-06-10 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Cabin,17938000.0,24268000.0,North Coast,Egyptian,Egypt,Investor,Investment / Resale,Developer Payment Plan,72,AGT-014,,2026-06-10 00:35:14,2026-06-10 01:29:12,2026-06-27 17:28:08,contract,,Qualified,2026-06-18,2026-06-20,SAL-000294,21103000.0,True,False
LEA-002820,2024-07-23 00:00:00,CMP-0037,Outdoor,Outdoor,CST,Chalet,16628000.0,22497000.0,North Coast,Emirati,UAE,High Net Worth,Rental Income,Undecided,48,AGT-014,,,,2024-07-23 00:00:00,lost,Chose Competitor Project,Unqualified,,,,19562000.0,True,False
LEA-002821,2025-10-19 00:00:00,CMP-0042,Organic Website,Organic Website,CST,Villa,22808000.0,30858000.0,North Coast,Egyptian,Egypt,Investor,Rental Income,Bank Mortgage,23,AGT-013,,2025-10-19 01:00:40,2025-10-19 03:00:22,2025-10-30 00:45:17,dormant,,Qualified,2025-10-29,2025-10-30,,26833000.0,True,False
LEA-002822,2025-05-07 00:00:00,CMP-0039,WhatsApp,WhatsApp,CST,Villa,26405000.0,35725000.0,North Coast,Jordanian,Jordan,Investor,Investment / Resale,Cash,51,AGT-012,BRK-01,2025-05-07 00:18:38,2025-05-07 03:19:01,2025-05-22 15:04:21,dormant,,Qualified,2025-05-10,2025-05-12,,31065000.0,True,False
LEA-002823,2024-07-11 00:00:00,CMP-0037,Outdoor,Outdoor,CST,Cabin,20169000.0,27287000.0,North Coast,Saudi,Saudi Arabia,Mass Affluent,Rental Income,Bank Mortgage,54,AGT-012,,2024-07-11 01:07:59,2024-07-11 04:59:44,2024-07-11 04:59:44,lost,Unresponsive,Unqualified,,,,23728000.0,True,False
LEA-002824,2026-03-02 00:00:00,CMP-0042,Organic Website,Organic Website,CST,Villa,20156000.0,27270000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Cash,38,AGT-014,,2026-03-02 00:10:03,2026-03-02 02:13:51,2026-03-22 12:51:03,dormant,,Qualified,2026-03-07,2026-03-09,,23713000.0,True,False
LEA-002825,2026-06-30 00:00:00,CMP-0040,Google Search,Google Search,CST,Villa,17048000.0,23064000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Bank Mortgage,62,AGT-011,,2026-06-30 00:18:30,2026-06-30 03:40:42,2026-07-01 21:10:30,qualified,,Qualified,,,,20056000.0,True,False
LEA-002826,2024-07-02 00:00:00,CMP-0026,TikTok,TikTok,CST,Chalet,17919000.0,24243000.0,North Coast,Egyptian,Egypt,Mass Affluent,Rental Income,Bank Mortgage,66,AGT-013,BRK-06,2024-07-02 00:41:29,2024-07-02 04:30:49,2024-07-04 09:07:10,dormant,,Qualified,,,,21081000.0,True,False
LEA-002827,2025-09-03 00:00:00,CMP-0028,Meta,Meta,CST,Cabin,26292000.0,35572000.0,North Coast,Jordanian,Egypt,High Net Worth,Investment / Resale,Bank Mortgage,64,AGT-011,,2025-09-03 00:50:29,2025-09-03 04:36:51,2025-09-18 06:29:11,dormant,,Qualified,2025-09-06,2025-09-07,,30932000.0,True,False
LEA-002828,2025-06-13 00:00:00,CMP-0027,Referrals,Referrals,CST,Chalet,17746000.0,24009000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Cash,73,AGT-013,,,,2025-06-13 00:00:00,lost,Location Preference Changed,Unqualified,,,,20877000.0,True,False
LEA-002829,2024-09-08 00:00:00,CMP-0035,Referrals,Referrals,CST,Chalet,25668000.0,34728000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Cash,43,AGT-014,,2024-09-08 00:27:56,2024-09-08 05:12:09,2024-09-08 05:12:09,lost,Unresponsive,Unqualified,,,,30198000.0,True,False
LEA-002830,2025-03-03 00:00:00,CMP-0034,Referrals,Referrals,CST,Villa,26440000.0,35771000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Cash,41,AGT-014,,2025-03-03 00:09:55,2025-03-03 03:05:08,2025-03-04 10:45:09,dormant,,Qualified,,,,31105000.0,True,False
LEA-002831,2024-07-01 00:00:00,CMP-0026,TikTok,TikTok,CST,Chalet,16416000.0,22210000.0,North Coast,Egyptian,Egypt,High Net Worth,Primary Residence,Cash,30,AGT-014,,,,2024-07-01 00:00:00,lost,Price Objection,Unqualified,,,,19313000.0,True,False
LEA-002832,2025-06-24 00:00:00,CMP-0031,Outdoor,Outdoor,CST,Cabin,26774000.0,36224000.0,North Coast,Kuwaiti,Kuwait,Mass Affluent,Investment / Resale,Cash,51,AGT-014,,,,2025-06-24 00:00:00,lost,Budget Mismatch,Unqualified,,,,31499000.0,True,False
LEA-002833,2025-01-23 00:00:00,CMP-0030,TikTok,TikTok,CST,Cabin,19799000.0,26786000.0,North Coast,Egyptian,Egypt,Mass Affluent,Primary Residence,Developer Payment Plan,25,AGT-013,,,,2025-01-23 00:00:00,lost,Financing Declined,Unqualified,,,,23292000.0,True,False
LEA-002834,2024-07-14 00:00:00,CMP-0032,WhatsApp,WhatsApp,CST,Cabin,20060000.0,27141000.0,North Coast,Saudi,Egypt,Investor,Investment / Resale,Bank Mortgage,99,AGT-014,,2024-07-14 00:03:00,2024-07-14 03:40:32,2024-07-17 16:07:51,dormant,,Qualified,,,,23601000.0,True,False
LEA-002835,2025-02-11 00:00:00,CMP-0030,TikTok,TikTok,CST,Villa,18396000.0,24889000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Primary Residence,Cash,40,AGT-011,,,,2025-02-11 00:00:00,lost,Unresponsive,Unqualified,,,,21642000.0,True,False
LEA-002836,2026-01-02 00:00:00,CMP-0040,Google Search,Google Search,CST,Villa,22355000.0,30245000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Undecided,39,AGT-011,,2026-01-02 00:36:38,2026-01-02 04:15:53,2026-01-02 04:15:53,lost,Price Objection,Unqualified,,,,26300000.0,True,False
LEA-002837,2024-09-28 00:00:00,CMP-0036,Organic Website,Organic Website,CST,Cabin,17708000.0,23958000.0,North Coast,Egyptian,Egypt,High Net Worth,Rental Income,Undecided,50,AGT-012,,2024-09-28 00:26:53,2024-09-28 03:28:58,2024-10-08 17:00:07,dormant,,Qualified,2024-10-07,2024-10-08,,20833000.0,True,False
LEA-002838,2026-06-30 00:00:00,CMP-0030,TikTok,TikTok,CST,Chalet,16150000.0,21851000.0,North Coast,Jordanian,Jordan,Mass Affluent,Rental Income,Developer Payment Plan,53,AGT-013,,2026-06-30 00:03:00,2026-06-30 03:08:46,2026-07-01 01:07:35,qualified,,Qualified,,,,19001000.0,True,False
LEA-002839,2024-07-01 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Villa,23888000.0,32319000.0,North Coast,Jordanian,Egypt,First-Time Buyer,Second Home,Developer Payment Plan,66,AGT-012,BRK-02,,,2024-07-01 00:00:00,lost,Timeline Mismatch,Unqualified,,,,28103000.0,True,False
LEA-002840,2026-06-30 00:00:00,CMP-0024,Organic Website,Organic Website,CST,Chalet,23047000.0,31181000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Cash,84,AGT-011,,2026-06-30 00:56:28,2026-06-30 04:00:34,2026-06-30 04:00:34,contacted,,Unqualified,,,,27114000.0,True,False
LEA-002841,2026-06-30 00:00:00,CMP-0028,Meta,Meta,CST,Cabin,23781000.0,32175000.0,North Coast,Egyptian,Egypt,Investor,Investment / Resale,Undecided,32,AGT-014,,2026-06-30 00:06:17,2026-06-30 04:55:56,2026-06-30 21:51:45,qualified,,Qualified,,,,27978000.0,True,False
LEA-002842,2025-07-21 00:00:00,CMP-0040,Google Search,Google Search,CST,Cabin,16702000.0,22597000.0,North Coast,Saudi,Saudi Arabia,High Net Worth,Primary Residence,Developer Payment Plan,48,AGT-011,,2025-07-21 00:08:31,2025-07-21 03:55:24,2025-07-26 00:57:10,dormant,,Qualified,2025-07-24,2025-07-26,,19650000.0,True,False
LEA-002843,2026-06-02 00:00:00,CMP-0025,Organic Website,Organic Website,CST,Chalet,15518000.0,20994000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Rental Income,Developer Payment Plan,66,AGT-013,,2026-06-02 00:03:00,2026-06-02 04:54:22,2026-06-04 10:22:08,qualified,,Qualified,,,,18256000.0,True,False
LEA-002844,2026-06-30 00:00:00,CMP-0034,Referrals,Referrals,CST,Cabin,26166000.0,35402000.0,North Coast,Jordanian,Egypt,Mass Affluent,Second Home,Cash,59,AGT-012,BRK-01,2026-06-30 00:34:06,2026-06-30 04:48:41,2026-06-30 04:48:41,contacted,,Unqualified,,,,30784000.0,True,False
LEA-002845,2025-09-12 00:00:00,CMP-0040,Google Search,Google Search,CST,Cabin,22065000.0,29853000.0,North Coast,Egyptian,Egypt,Mass Affluent,Rental Income,Bank Mortgage,33,AGT-013,,2025-09-12 00:38:27,2025-09-12 05:18:58,2025-09-12 05:18:58,lost,Location Preference Changed,Unqualified,,,,25959000.0,True,False
LEA-002846,2026-05-01 00:00:00,CMP-0038,Google Display,Google Display,CST,Chalet,22118000.0,29924000.0,North Coast,Egyptian,Egypt,High Net Worth,Second Home,Developer Payment Plan,50,AGT-013,,2026-05-01 00:25:13,2026-05-01 02:40:06,2026-05-01 02:40:06,lost,Budget Mismatch,Unqualified,,,,26021000.0,True,False
LEA-002847,2026-06-12 00:00:00,CMP-0035,Referrals,Referrals,CST,Villa,23401000.0,31660000.0,North Coast,Emirati,UAE,Mass Affluent,Rental Income,Undecided,28,AGT-013,,2026-06-12 00:18:38,2026-06-12 01:19:42,2026-06-12 01:19:42,contacted,,Unqualified,,,,27530000.0,True,False
LEA-002848,2024-07-06 00:00:00,CMP-0034,Referrals,Referrals,CST,Cabin,19713000.0,26671000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Investment / Resale,Undecided,43,AGT-013,,2024-07-06 00:26:34,2024-07-06 06:13:02,2024-07-06 06:13:02,lost,Price Objection,Unqualified,,,,23192000.0,True,False
LEA-002849,2026-06-30 00:00:00,CMP-0039,WhatsApp,WhatsApp,CST,Chalet,20342000.0,27522000.0,North Coast,Egyptian,Egypt,First-Time Buyer,Second Home,Cash,36,AGT-011,,2026-06-30 00:38:28,2026-06-30 01:22:13,2026-06-30 01:22:13,contacted,,Unqualified,,,,23932000.0,False,False
