sale_id,unit_id,project_id,customer_id,reservation_date,contract_date,sales_agent_id,team_id,broker_id,lead_id,lead_source,campaign_id,gross_price,discount_value,discount_pct,net_sales_value,commission_value,payment_plan_years,down_payment_value,reservation_deposit,sales_channel,buyer_type,contract_status,cancellation_flag,cancellation_date,cancellation_reason,days_lead_to_reservation,days_reservation_to_contract,down_payment_pct,expected_handover_date,forecast_handover_date
SAL-000314,CST-P1-B2-00499,CST,CUS-000314,2026-06-30,2026-06-30,AGT-013,Team Tide,,LEA-003044,Google Display,CMP-0029,7726807.6,448154.84,5.8,7278652.76,0.0,3,1586746.3,150000.0,Direct,Investor,Contracted,False,,,0.0,0.0,21.8,2026-11-30,2026-11-30
SAL-000315,CST-P2-B4-00769,CST,CUS-000315,2026-03-14,,AGT-014,Team Tide,,,Direct / Walk-In,,11773113.6,553336.34,4.7,11219777.26,0.0,3,2479570.77,150000.0,Direct,End-User,Reserved,False,,,,,22.1,2026-11-30,2026-11-30
SAL-000316,CST-P1-B2-00494,CST,CUS-000316,2026-06-22,2026-06-30,AGT-014,Team Tide,,LEA-003477,Google Display,CMP-0038,8699043.6,226175.13,2.6,8472868.47,0.0,6,1550534.93,150000.0,Direct,End-User,Contracted,False,,,8.0,7.0,18.3,2026-11-30,2026-11-30
SAL-000317,CST-P2-B3-00715,CST,CUS-000317,2026-06-30,,AGT-013,Team Tide,,LEA-002755,Google Display,CMP-0029,9978946.5,469010.49,4.7,9509936.01,0.0,4,1607179.19,150000.0,Direct,End-User,Reserved,False,,,4.0,,16.9,2026-11-30,2026-11-30
SAL-000318,CST-P2-B3-00749,CST,CUS-000318,2025-11-23,2025-11-28,AGT-013,Team Tide,,,Direct / Walk-In,,6923584.8,630046.22,9.1,6293538.58,0.0,6,1057314.48,138471.7,Direct,End-User,Contracted,False,,,,5.0,16.8,2026-11-30,2026-11-30
SAL-000319,CST-P1-B2-00501,CST,CUS-000319,2025-10-23,2025-11-06,AGT-013,Team Tide,,,Direct / Walk-In,,7030630.2,639787.35,9.1,6390842.85,0.0,5,1457112.17,140612.6,Direct,End-User,Contracted,False,,,,13.0,22.8,2026-11-30,2026-11-30
SAL-000320,CST-P2-B4-00762,CST,CUS-000320,2026-06-30,2026-06-30,AGT-014,Team Tide,,LEA-004151,Outdoor,CMP-0041,5919998.7,165759.96,2.8,5754238.74,0.0,5,1294703.72,118399.97,Direct,Investor,Cancelled,True,2026-06-30,Unit Defect Concern,0.0,0.0,22.5,2026-11-30,2026-11-30
SAL-000321,CST-P1-B4-00596,CST,CUS-000321,2024-09-01,2024-09-13,AGT-014,Team Tide,,,Direct / Walk-In,,18366392.0,2222333.43,12.1,16144058.57,0.0,4,3196523.6,150000.0,Direct,End-User,Cancelled,True,2024-10-17,Failed Credit Check,,12.0,19.8,2026-11-30,2026-11-30
SAL-000322,CST-P1-B2-00478,CST,CUS-000322,2026-06-30,,AGT-014,Team Tide,,LEA-003355,Meta,CMP-0028,7767412.8,341766.16,4.4,7425646.64,0.0,3,1693047.43,150000.0,Direct,End-User,Reserved,False,,,0.0,,22.8,2026-11-30,2026-11-30
SAL-000323,CST-P1-B4-00562,CST,CUS-000323,2026-06-23,2026-06-30,AGT-012,Team Tide,,LEA-003263,Outdoor,CMP-0031,13010921.0,702589.73,5.4,12308331.27,0.0,4,2227807.96,150000.0,Direct,End-User,Contracted,False,,,9.0,6.0,18.1,2026-11-30,2026-11-30
SAL-000324,CST-P2-B3-00726,CST,CUS-000324,2026-06-30,2026-06-30,AGT-013,Team Tide,,LEA-004269,Google Display,CMP-0038,4570239.0,182809.56,4.0,4387429.44,0.0,6,741475.58,91404.78,Direct,End-User,Contracted,False,,,0.0,0.0,16.9,2026-11-30,2026-11-30
SAL-000325,CST-P1-B1-00453,CST,CUS-000325,2025-10-11,2025-10-20,AGT-014,Team Tide,,,Direct / Walk-In,,6370656.5,681660.25,10.7,5688996.25,0.0,6,944373.38,127413.13,Direct,End-User,Cancelled,True,2025-12-07,Personal / Financial Hardship,,9.0,16.6,2026-11-30,2026-11-30
SAL-000326,CST-P2-B2-00656,CST,CUS-000326,2026-06-30,2026-06-30,AGT-014,Team Tide,,LEA-004317,Outdoor,CMP-0023,11832370.0,698109.83,5.9,11134260.17,0.0,5,2616551.14,150000.0,Direct,End-User,Contracted,False,,,0.0,0.0,23.5,2026-11-30,2026-11-30
SAL-000327,CST-P2-B4-00775,CST,CUS-000327,2026-05-13,2026-06-03,AGT-014,Team Tide,,LEA-003618,Outdoor,CMP-0023,16719436.0,535021.95,3.2,16184414.05,0.0,5,2945563.36,150000.0,Direct,End-User,Contracted,False,,,5.0,21.0,18.2,2026-11-30,2026-11-30
SAL-000328,CST-P2-B2-00687,CST,CUS-000328,2026-06-30,2026-06-30,AGT-013,Team Tide,,LEA-004461,WhatsApp,CMP-0039,15703090.8,879373.08,5.6,14823717.72,0.0,3,2608974.32,150000.0,Direct,End-User,Contracted,False,,,0.0,0.0,17.6,2026-11-30,2026-11-30
SAL-000329,CST-P2-B2-00658,CST,CUS-000329,2026-06-30,2026-06-30,AGT-013,Team Tide,,LEA-003959,Organic Website,CMP-0036,11259725.6,529207.1,4.7,10730518.5,0.0,6,1738344.0,150000.0,Direct,End-User,Contracted,False,,,0.0,0.0,16.2,2026-11-30,2026-11-30
SAL-000330,CST-P1-B4-00600,CST,CUS-000330,2026-06-28,2026-06-30,AGT-014,Team Tide,,LEA-003242,Outdoor,CMP-0037,9947199.5,566990.37,5.7,9380209.13,0.0,6,1604015.76,150000.0,Direct,Investor,Contracted,False,,,11.0,1.0,17.1,2026-11-30,2026-11-30
SAL-000331,CST-P1-B3-00531,CST,CUS-000331,2026-01-27,,AGT-014,Team Tide,,,Direct / Walk-In,,8666582.4,935990.9,10.8,7730591.5,0.0,5,1430159.43,150000.0,Direct,End-User,Cancelled,True,2026-03-16,Failed Credit Check,,,18.5,2026-11-30,2026-11-30
SAL-000332,CST-P1-B4-00594,CST,CUS-000332,2026-05-21,2026-06-08,AGT-012,Team Tide,,LEA-003270,TikTok,CMP-0026,10634634.4,606174.16,5.7,10028460.24,0.0,5,2005692.05,150000.0,Direct,End-User,Cancelled,True,2026-06-30,Financing Fell Through,4.0,18.0,20.0,2026-11-30,2026-11-30
SAL-000333,CST-P1-B4-00577,CST,CUS-000333,2026-06-30,2026-06-30,AGT-013,Team Tide,,LEA-003320,Organic Website,CMP-0025,8259600.0,322124.4,3.9,7937475.6,0.0,4,1579557.64,150000.0,Direct,Investor,Contracted,False,,,0.0,0.0,19.9,2026-11-30,2026-11-30
SAL-000334,CST-P1-B1-00447,CST,CUS-000334,2026-06-30,2026-06-30,AGT-013,Team Tide,,LEA-003656,Google Display,CMP-0029,11197484.8,582269.21,5.2,10615215.59,0.0,4,2133658.33,150000.0,Direct,Investor,Contracted,False,,,0.0,0.0,20.1,2026-11-30,2026-11-30
SAL-000335,CST-P2-B2-00685,CST,CUS-000335,2026-06-30,,AGT-011,Team Tide,,LEA-003838,WhatsApp,CMP-0032,25350986.5,887284.53,3.5,24463701.97,0.0,6,4379002.65,150000.0,Direct,End-User,Reserved,False,,,0.0,,17.9,2026-11-30,2026-11-30
SAL-000336,CST-P2-B1-00647,CST,CUS-000336,2026-02-20,2026-03-18,AGT-011,Team Tide,,,Direct / Walk-In,,13600730.9,1564084.05,11.5,12036646.85,0.0,3,2636025.66,150000.0,Direct,End-User,Contracted,False,,,,26.0,21.9,2026-11-30,2026-11-30
SAL-000337,CST-P2-B2-00667,CST,CUS-000337,2026-06-30,2026-06-30,AGT-011,Team Tide,BRK-03,LEA-002665,Google Search,CMP-0040,4575057.5,256203.22,5.6,4318854.28,98469.88,4,798988.04,91501.15,Broker,End-User,Contracted,False,,,0.0,0.0,18.5,2026-11-30,2026-11-30
SAL-000338,CST-P1-B1-00452,CST,CUS-000338,2026-06-27,,AGT-011,Team Tide,,LEA-003249,WhatsApp,CMP-0032,11324034.3,339721.03,3.0,10984313.27,0.0,6,2251784.22,150000.0,Direct,End-User,Reserved,False,,,1.0,,20.5,2026-11-30,2026-11-30
SAL-000339,CST-P1-B2-00480,CST,CUS-000339,2026-06-30,2026-06-30,AGT-012,Team Tide,,,Direct / Walk-In,,4251752.0,123300.81,2.9,4128451.19,0.0,4,957800.68,85035.04,Direct,End-User,Contracted,False,,,,0.0,23.2,2026-11-30,2026-11-30
SAL-000340,CST-P1-B3-00515,CST,CUS-000340,2025-12-13,2025-12-30,AGT-012,Team Tide,,,Direct / Walk-In,,8796738.6,263902.16,3.0,8532836.44,0.0,4,1689501.62,150000.0,Direct,End-User,Contracted,False,,,,17.0,19.8,2026-11-30,2026-11-30
SAL-000341,CST-P2-B1-00648,CST,CUS-000341,2026-02-09,2026-03-04,AGT-011,Team Tide,,,Direct / Walk-In,,6016838.1,583633.3,9.7,5433204.8,0.0,5,1005142.89,120336.76,Direct,End-User,Contracted,False,,,,23.0,18.5,2026-11-30,2026-11-30
SAL-000342,CST-P2-B4-00760,CST,CUS-000342,2026-05-08,2026-05-18,AGT-012,Team Tide,,LEA-003581,Organic Website,CMP-0024,6705585.6,187756.4,2.8,6517829.2,0.0,6,1440440.25,134111.71,Direct,Investor,Contracted,False,,,4.0,10.0,22.1,2026-11-30,2026-11-30
SAL-000343,CST-P1-B4-00566,CST,CUS-000343,2026-05-18,2026-05-25,AGT-013,Team Tide,,LEA-003902,Outdoor,CMP-0023,17755256.4,461636.67,2.6,17293619.73,0.0,6,2645923.82,150000.0,Direct,End-User,Contracted,False,,,2.0,7.0,15.3,2026-11-30,2026-11-30
SAL-000344,CST-P1-B4-00582,CST,CUS-000344,2026-06-30,2026-06-30,AGT-014,Team Tide,,LEA-003912,Google Search,CMP-0040,18207837.9,910391.9,5.0,17297446.0,0.0,6,4151387.04,150000.0,Direct,End-User,Contracted,False,,,0.0,0.0,24.0,2026-11-30,2026-11-30
SAL-000345,CST-P2-B1-00626,CST,CUS-000345,2026-05-15,2026-05-31,AGT-014,Team Tide,,LEA-004700,Organic Website,CMP-0025,18934467.5,738444.23,3.9,18196023.27,0.0,3,3657400.68,150000.0,Direct,Investor,Contracted,False,,,0.0,16.0,20.1,2026-11-30,2026-11-30
SAL-000346,CST-P1-B4-00565,CST,CUS-000346,2026-06-30,2026-06-30,AGT-014,Team Tide,,LEA-002731,Outdoor,CMP-0031,7885455.2,433700.04,5.5,7451755.16,0.0,5,1773517.73,150000.0,Direct,End-User,Contracted,False,,,0.0,0.0,23.8,2026-11-30,2026-11-30
SAL-000347,CST-P2-B4-00784,CST,CUS-000347,2025-12-22,,AGT-012,Team Tide,BRK-14,,Broker Referral,,7700302.4,161706.35,2.1,7538596.05,174895.43,4,1251406.94,150000.0,Broker,End-User,Reserved,False,,,,,16.6,2026-11-30,2026-11-30
SAL-000348,CST-P2-B4-00787,CST,CUS-000348,2026-05-26,2026-06-05,AGT-013,Team Tide,,LEA-003258,Google Search,CMP-0040,9448395.0,491316.54,5.2,8957078.46,0.0,4,1549574.57,150000.0,Direct,End-User,Cancelled,True,2026-06-30,Financing Fell Through,5.0,10.0,17.3,2026-11-30,2026-11-30
SAL-000349,CST-P2-B2-00673,CST,CUS-000349,2026-06-30,2026-06-30,AGT-014,Team Tide,,LEA-002852,TikTok,CMP-0030,8286330.0,240303.57,2.9,8046026.43,0.0,5,1971276.48,150000.0,Direct,Investor,Contracted,False,,,2.0,0.0,24.5,2026-11-30,2026-11-30
SAL-000350,CST-P1-B1-00429,CST,CUS-000350,2026-06-30,2026-06-30,AGT-013,Team Tide,,LEA-003549,WhatsApp,CMP-0032,10260896.0,492523.01,4.8,9768372.99,0.0,4,2139273.68,150000.0,Direct,End-User,Contracted,False,,,0.0,0.0,21.9,2026-11-30,2026-11-30
SAL-000351,CST-P2-B2-00697,CST,CUS-000351,2026-06-30,2026-06-30,AGT-011,Team Tide,,LEA-003758,Meta,CMP-0028,10820102.0,227222.14,2.1,10592879.86,0.0,4,2012647.17,150000.0,Direct,End-User,Contracted,False,,,0.0,0.0,19.0,2026-11-30,2026-11-30
SAL-000352,CST-P1-B1-00459,CST,CUS-000352,2026-01-25,,AGT-013,Team Tide,,,Direct / Walk-In,,5293532.4,550527.37,10.4,4743005.03,0.0,5,981802.04,105870.65,Direct,End-User,Reserved,False,,,,,20.7,2026-11-30,2026-11-30
SAL-000353,CST-P1-B2-00490,CST,CUS-000353,2026-06-30,,AGT-012,Team Tide,,LEA-004664,Referrals,CMP-0035,7852185.6,188452.45,2.4,7663733.15,0.0,3,1210869.84,150000.0,Direct,End-User,Reserved,False,,,0.0,,15.8,2026-11-30,2026-11-30
SAL-000354,CST-P1-B2-00498,CST,CUS-000354,2026-06-08,2026-06-30,AGT-012,Team Tide,BRK-06,LEA-002953,Referrals,CMP-0027,10355381.9,331372.22,3.2,10024009.68,227545.02,3,2155162.08,150000.0,Broker,End-User,Contracted,False,,,11.0,21.0,21.5,2026-11-30,2026-11-30
SAL-000355,CST-P2-B4-00751,CST,CUS-000355,2026-06-30,2026-06-30,AGT-011,Team Tide,,LEA-003382,TikTok,CMP-0030,4775007.3,95500.15,2.0,4679507.15,0.0,5,1123081.72,95500.15,Direct,End-User,Contracted,False,,,0.0,0.0,24.0,2026-11-30,2026-11-30
SAL-000356,CST-P1-B2-00483,CST,CUS-000356,2025-09-10,2025-10-07,AGT-013,Team Tide,,,Direct / Walk-In,,4707072.0,593091.07,12.6,4113980.93,0.0,6,970899.5,94141.44,Direct,End-User,Contracted,False,,,,26.0,23.6,2026-11-30,2026-11-30
SAL-000357,CST-P1-B1-00460,CST,CUS-000357,2026-06-30,2026-06-30,AGT-012,Team Tide,,LEA-003697,Google Display,CMP-0038,4876566.4,195062.66,4.0,4681503.74,0.0,4,767766.61,97531.33,Direct,End-User,Contracted,False,,,0.0,0.0,16.4,2026-11-30,2026-11-30
SAL-000358,CST-P1-B2-00469,CST,CUS-000358,2026-05-05,2026-05-25,AGT-013,Team Tide,,,Direct / Walk-In,,7148195.2,421743.52,5.9,6726451.68,0.0,5,1244393.56,142963.9,Direct,End-User,Contracted,False,,,,20.0,18.5,2026-11-30,2026-11-30
SAL-000359,CST-P1-B1-00425,CST,CUS-000359,2026-06-30,2026-06-30,AGT-014,Team Tide,,LEA-004544,Google Display,CMP-0029,4358516.8,87170.34,2.0,4271346.46,0.0,3,679144.09,87170.34,Direct,End-User,Contracted,False,,,0.0,0.0,15.9,2026-11-30,2026-11-30
SAL-000360,CST-P1-B1-00448,CST,CUS-000360,2026-06-30,2026-06-30,AGT-013,Team Tide,,LEA-004493,Organic Website,CMP-0024,7880100.8,173362.22,2.2,7706738.58,0.0,6,1340972.51,150000.0,Direct,End-User,Contracted,False,,,0.0,0.0,17.4,2026-11-30,2026-11-30
SAL-000361,CST-P1-B1-00467,CST,CUS-000361,2026-06-30,,AGT-014,Team Tide,,LEA-004176,WhatsApp,CMP-0032,7925343.3,435893.88,5.5,7489449.42,0.0,6,1565294.93,150000.0,Direct,End-User,Reserved,False,,,3.0,,20.9,2026-11-30,2026-11-30
SAL-000362,CST-P2-B3-00735,CST,CUS-000362,2026-05-24,2026-06-17,AGT-014,Team Tide,,LEA-004474,Meta,CMP-0028,9095015.6,181900.31,2.0,8913115.29,0.0,5,1595447.64,150000.0,Direct,End-User,Contracted,False,,,0.0,23.0,17.9,2026-11-30,2026-11-30
SAL-000363,CST-P1-B1-00428,CST,CUS-000363,2026-05-25,2026-06-05,AGT-011,Team Tide,,LEA-004331,Outdoor,CMP-0037,13142251.2,525690.05,4.0,12616561.15,0.0,6,2371913.5,150000.0,Direct,Investor,Contracted,False,,,4.0,10.0,18.8,2026-11-30,2026-11-30
SAL-000364,CST-P1-B2-00512,CST,CUS-000364,2026-06-26,2026-06-30,AGT-011,Team Tide,,LEA-004588,TikTok,CMP-0030,8223505.0,328940.2,4.0,7894564.8,0.0,4,1610491.22,150000.0,Direct,End-User,Contracted,False,,,8.0,3.0,20.4,2026-11-30,2026-11-30
SAL-000365,CST-P2-B3-00704,CST,CUS-000365,2024-08-26,2024-09-26,AGT-011,Team Tide,,,Direct / Walk-In,,4252365.0,221122.98,5.2,4031242.02,0.0,5,725623.56,85047.3,Direct,End-User,Contracted,False,,,,30.0,18.0,2026-11-30,2026-11-30
SAL-000366,CST-P1-B1-00465,CST,CUS-000366,2024-09-23,,AGT-012,Team Tide,BRK-12,,Broker Referral,,8688668.8,1077394.93,12.4,7611273.87,159836.75,3,1194970.0,150000.0,Broker,End-User,Reserved,False,,,,,15.7,2026-11-30,2026-11-30
SAL-000367,CST-P2-B4-00771,CST,CUS-000367,2025-03-09,,AGT-014,Team Tide,,,Direct / Walk-In,,8273216.0,479846.53,5.8,7793369.47,0.0,5,1340459.55,150000.0,Direct,End-User,Reserved,False,,,,,17.2,2026-11-30,2026-11-30
SAL-000368,CST-P2-B2-00662,CST,CUS-000368,2025-05-11,2025-05-27,AGT-013,Team Tide,,,Direct / Walk-In,,7901604.1,276556.14,3.5,7625047.96,0.0,6,1517384.54,150000.0,Direct,End-User,Contracted,False,,,,15.0,19.9,2026-11-30,2026-11-30
SAL-000369,CST-P2-B2-00696,CST,CUS-000369,2025-12-13,2026-01-04,AGT-012,Team Tide,,,Direct / Walk-In,,17357724.6,659593.53,3.8,16698131.07,0.0,4,3606796.31,150000.0,Direct,End-User,Contracted,False,,,,22.0,21.6,2026-11-30,2026-11-30
SAL-000370,CST-P1-B4-00574,CST,CUS-000370,2025-07-14,,AGT-011,Team Tide,,,Direct / Walk-In,,26865892.2,617915.52,2.3,26247976.68,0.0,6,5144603.43,150000.0,Direct,End-User,Reserved,False,,,,,19.6,2026-11-30,2026-11-30
SAL-000371,CST-P1-B4-00569,CST,CUS-000371,2025-03-18,2025-04-20,AGT-014,Team Tide,,,Direct / Walk-In,,6991248.0,321597.41,4.6,6669650.59,0.0,4,1567367.89,139824.96,Direct,End-User,Contracted,False,,,,32.0,23.5,2026-11-30,2026-11-30
SAL-000372,CST-P1-B1-00424,CST,CUS-000372,2025-04-05,2025-04-06,AGT-011,Team Tide,,,Direct / Walk-In,,11170766.9,435659.91,3.9,10735106.99,0.0,3,2501279.93,150000.0,Direct,End-User,Contracted,False,,,,1.0,23.3,2026-11-30,2026-11-30
SAL-000373,CST-P1-B2-00485,CST,CUS-000373,2024-08-04,2024-08-08,AGT-012,Team Tide,,,Direct / Walk-In,,5585752.9,301630.66,5.4,5284122.24,0.0,3,903584.9,111715.06,Direct,End-User,Contracted,False,,,,4.0,17.1,2026-11-30,2026-11-30
SAL-000374,CST-P2-B1-00652,CST,CUS-000374,2025-03-31,,AGT-013,Team Tide,,,Direct / Walk-In,,8498493.6,475915.64,5.6,8022577.96,0.0,6,1235477.01,150000.0,Direct,End-User,Reserved,False,,,,,15.4,2026-11-30,2026-11-30
SAL-000375,CST-P1-B2-00511,CST,CUS-000375,2025-05-04,2025-05-19,AGT-011,Team Tide,,,Direct / Walk-In,,23605267.5,684552.76,2.9,22920714.74,0.0,3,4332015.09,150000.0,Direct,End-User,Contracted,False,,,,15.0,18.9,2026-11-30,2026-11-30
SAL-000376,CST-P2-B4-00754,CST,CUS-000376,2024-07-28,2024-07-29,AGT-013,Team Tide,,,Direct / Walk-In,,7205122.6,187333.19,2.6,7017789.41,0.0,5,1094775.15,144102.45,Direct,End-User,Contracted,False,,,,1.0,15.6,2026-11-30,2026-11-30
SAL-000377,CST-P1-B2-00493,CST,CUS-000377,2025-12-13,2025-12-28,AGT-013,Team Tide,,,Direct / Walk-In,,8545716.8,461468.71,5.4,8084248.09,0.0,6,1519838.64,150000.0,Direct,End-User,Contracted,False,,,,14.0,18.8,2026-11-30,2026-11-30
SAL-000378,CST-P1-B3-00537,CST,CUS-000378,2025-08-12,2025-08-22,AGT-014,Team Tide,,,Direct / Walk-In,,8561099.8,316760.69,3.7,8244339.11,0.0,6,1632379.14,150000.0,Direct,End-User,Contracted,False,,,,9.0,19.8,2026-11-30,2026-11-30
SAL-000379,CST-P2-B1-00637,CST,CUS-000379,2024-08-10,2024-08-23,AGT-011,Team Tide,,,Direct / Walk-In,,4156870.6,245255.37,5.9,3911615.23,0.0,3,872290.2,83137.41,Direct,End-User,Contracted,False,,,,13.0,22.3,2026-11-30,2026-11-30
SAL-000380,CST-P1-B3-00550,CST,CUS-000380,2026-03-13,2026-03-29,AGT-011,Team Tide,,,Direct / Walk-In,,7203075.6,244904.57,3.4,6958171.03,0.0,3,1649086.53,144061.51,Direct,End-User,Contracted,False,,,,16.0,23.7,2026-11-30,2026-11-30
SAL-000381,CST-P1-B4-00602,CST,CUS-000381,2025-12-24,2026-01-24,AGT-012,Team Tide,,,Direct / Walk-In,,19594402.1,764181.68,3.9,18830220.42,0.0,3,4067327.61,150000.0,Direct,End-User,Contracted,False,,,,30.0,21.6,2026-11-30,2026-11-30
SAL-000382,CST-P2-B3-00718,CST,CUS-000382,2025-10-13,2025-10-27,AGT-013,Team Tide,,,Direct / Walk-In,,5414277.4,676784.68,12.5,4737492.72,0.0,3,999610.96,108285.55,Direct,End-User,Contracted,False,,,,14.0,21.1,2026-11-30,2026-11-30
SAL-000383,CST-P1-B2-00505,CST,CUS-000383,2025-11-29,2025-12-29,AGT-013,Team Tide,,,Direct / Walk-In,,4785136.2,535935.25,11.2,4249200.95,0.0,6,862587.79,95702.72,Direct,End-User,Contracted,False,,,,29.0,20.3,2026-11-30,2026-11-30
SAL-000384,CST-P1-B2-00514,CST,CUS-000384,2026-04-05,2026-05-02,AGT-013,Team Tide,,,Direct / Walk-In,,11166072.0,513639.31,4.6,10652432.69,0.0,4,2098529.24,150000.0,Direct,End-User,Contracted,False,,,,26.0,19.7,2026-11-30,2026-11-30
SAL-000385,CST-P2-B3-00730,CST,CUS-000385,2026-05-22,2026-05-23,AGT-012,Team Tide,,,Direct / Walk-In,,6469356.6,336406.54,5.2,6132950.06,0.0,6,1435110.31,129387.13,Direct,End-User,Contracted,False,,,,1.0,23.4,2026-11-30,2026-11-30
SAL-000386,CST-P1-B1-00446,CST,CUS-000386,2026-06-16,2026-06-30,AGT-014,Team Tide,,,Direct / Walk-In,,11483650.6,321542.22,2.8,11162108.38,0.0,5,2154286.92,150000.0,Direct,End-User,Contracted,False,,,,13.0,19.3,2026-11-30,2026-11-30
SAL-000387,CST-P1-B3-00548,CST,CUS-000387,2025-12-15,2025-12-23,AGT-011,Team Tide,,,Direct / Walk-In,,24720786.0,741623.58,3.0,23979162.42,0.0,6,5563165.68,150000.0,Direct,End-User,Contracted,False,,,,7.0,23.2,2026-11-30,2026-11-30
SAL-000388,CST-P2-B2-00688,CST,CUS-000388,2025-12-22,,AGT-011,Team Tide,,,Direct / Walk-In,,13282701.0,398481.03,3.0,12884219.97,0.0,5,2125896.3,150000.0,Direct,End-User,Reserved,False,,,,,16.5,2026-11-30,2026-11-30
SAL-000389,CST-P2-B2-00680,CST,CUS-000389,2025-12-31,2026-01-18,AGT-013,Team Tide,BRK-05,,Broker Referral,,4486236.3,157018.27,3.5,4329218.03,117321.81,5,770600.81,89724.73,Broker,End-User,Contracted,False,,,,18.0,17.8,2026-11-30,2026-11-30
SAL-000390,CST-P1-B3-00555,CST,CUS-000390,2025-11-08,2025-11-21,AGT-014,Team Tide,BRK-14,,Broker Referral,,8339067.1,917297.38,11.0,7421769.72,172185.06,4,1603102.26,150000.0,Broker,End-User,Contracted,False,,,,13.0,21.6,2026-11-30,2026-11-30
SAL-000391,CST-P2-B1-00632,CST,CUS-000391,2025-02-20,2025-03-06,AGT-012,Team Tide,,,Direct / Walk-In,,17799668.4,2011362.53,11.3,15788305.87,0.0,4,2478764.02,150000.0,Direct,End-User,Contracted,False,,,,14.0,15.7,2026-11-30,2026-11-30
SAL-000392,CST-P1-B3-00542,CST,CUS-000392,2025-09-03,2025-10-02,AGT-011,Team Tide,,,Direct / Walk-In,,5629456.8,664275.9,11.8,4965180.9,0.0,5,898697.74,112589.14,Direct,End-User,Contracted,False,,,,29.0,18.1,2026-11-30,2026-11-30
SAL-000393,CST-P2-B2-00692,CST,CUS-000393,2025-11-25,2025-12-10,AGT-014,Team Tide,,,Direct / Walk-In,,25755016.5,2498236.6,9.7,23256779.9,0.0,5,4674612.76,150000.0,Direct,End-User,Contracted,False,,,,14.0,20.1,2026-11-30,2026-11-30
SAL-000394,CST-P2-B3-00705,CST,CUS-000394,2025-07-07,2025-07-20,AGT-014,Team Tide,,,Direct / Walk-In,,10325294.4,505939.43,4.9,9819354.97,0.0,3,1522000.02,150000.0,Direct,End-User,Contracted,False,,,,12.0,15.5,2026-11-30,2026-11-30
SAL-000395,CST-P1-B4-00589,CST,CUS-000395,2025-07-14,2025-08-01,AGT-013,Team Tide,,,Direct / Walk-In,,16950650.5,796680.57,4.7,16153969.93,0.0,5,3279255.9,150000.0,Direct,End-User,Contracted,False,,,,17.0,20.3,2026-11-30,2026-11-30
SAL-000396,CST-P2-B3-00734,CST,CUS-000396,2025-02-16,2025-03-05,AGT-013,Team Tide,,,Direct / Walk-In,,11272329.6,1251228.59,11.1,10021101.01,0.0,4,2194621.12,150000.0,Direct,End-User,Contracted,False,,,,17.0,21.9,2026-11-30,2026-11-30
SAL-000397,CST-P2-B4-00770,CST,CUS-000397,2026-02-13,,AGT-014,Team Tide,,,Direct / Walk-In,,6964245.0,745174.21,10.7,6219070.79,0.0,3,1337100.22,139284.9,Direct,End-User,Reserved,False,,,,,21.5,2026-11-30,2026-11-30
SAL-000398,CST-P2-B1-00622,CST,CUS-000398,2024-08-27,2024-09-16,AGT-014,Team Tide,,,Direct / Walk-In,,6786250.2,190015.01,2.8,6596235.19,0.0,3,1451171.74,135725.0,Direct,End-User,Contracted,False,,,,20.0,22.0,2026-11-30,2026-11-30
SAL-000399,CST-P2-B4-00761,CST,CUS-000399,2026-02-06,2026-03-16,AGT-013,Team Tide,,,Direct / Walk-In,,10877168.8,1033331.04,9.5,9843837.76,0.0,6,1496263.34,150000.0,Direct,End-User,Cancelled,True,2026-04-15,Personal / Financial Hardship,,38.0,15.2,2026-11-30,2026-11-30
SAL-000400,CST-P1-B2-00479,CST,CUS-000400,2026-05-30,2026-06-08,AGT-012,Team Tide,BRK-02,,Broker Referral,,11967362.9,658204.96,5.5,11309157.94,196779.35,5,2589797.17,150000.0,Broker,End-User,Contracted,False,,,,9.0,22.9,2026-11-30,2026-11-30
SAL-000401,CST-P2-B4-00774,CST,CUS-000401,2025-06-17,,AGT-011,Team Tide,,,Direct / Walk-In,,4925150.0,251182.65,5.1,4673967.35,0.0,5,976859.18,98503.0,Direct,End-User,Reserved,False,,,,,20.9,2026-11-30,2026-11-30
SAL-000402,CST-P2-B1-00624,CST,CUS-000402,2024-08-08,,AGT-011,Team Tide,,,Direct / Walk-In,,9120110.4,200642.43,2.2,8919467.97,0.0,6,1908766.15,150000.0,Direct,End-User,Reserved,False,,,,,21.4,2026-11-30,2026-11-30
SAL-000403,CST-P1-B3-00527,CST,CUS-000403,2026-03-24,2026-04-23,AGT-013,Team Tide,,,Direct / Walk-In,,5975214.7,167306.01,2.8,5807908.69,0.0,4,1190621.28,119504.29,Direct,End-User,Contracted,False,,,,29.0,20.5,2026-11-30,2026-11-30
SAL-000404,CST-P2-B2-00678,CST,CUS-000404,2026-02-02,,AGT-013,Team Tide,,,Direct / Walk-In,,7034025.6,703402.56,10.0,6330623.04,0.0,5,981246.57,140680.51,Direct,End-User,Reserved,False,,,,,15.5,2026-11-30,2026-11-30
SAL-000405,CST-P1-B1-00439,CST,CUS-000405,2025-06-25,2025-07-13,AGT-013,Team Tide,,,Direct / Walk-In,,22100923.4,817734.17,3.7,21283189.23,0.0,5,3235044.76,150000.0,Direct,End-User,Contracted,False,,,,17.0,15.2,2026-11-30,2026-11-30
