installment_id,sale_id,customer_id,project_id,due_date,amount_due,installment_type,payment_status,days_overdue,amount_paid,outstanding_amount,payment_date,bounced_payment_flag,rescheduled_flag,grace_period_days
INS-0001098,SAL-000174,CUS-000174,AUR,2026-12-24,371550.23,Regular Installment,Not Yet Due,0,0.0,371550.23,,False,False,10
INS-0001099,SAL-000174,CUS-000174,AUR,2027-03-24,371550.23,Regular Installment,Not Yet Due,0,0.0,371550.23,,False,False,10
INS-0001100,SAL-000174,CUS-000174,AUR,2027-06-24,371550.23,Regular Installment,Not Yet Due,0,0.0,371550.23,,False,False,10
INS-0001101,SAL-000176,CUS-000176,AUR,2025-10-21,1179889.92,Down Payment,Paid,0,1179889.92,0.0,2025-10-21,False,False,10
INS-0001102,SAL-000176,CUS-000176,AUR,2026-01-21,241997.83,Regular Installment,Voided (Cancelled),0,0.0,241997.83,,False,False,10
INS-0001103,SAL-000176,CUS-000176,AUR,2026-04-21,241997.83,Regular Installment,Voided (Cancelled),0,0.0,241997.83,,False,False,10
INS-0001104,SAL-000176,CUS-000176,AUR,2026-07-21,241997.83,Regular Installment,Voided (Cancelled),0,0.0,241997.83,,False,False,10
INS-0001105,SAL-000176,CUS-000176,AUR,2026-10-21,241997.83,Regular Installment,Voided (Cancelled),0,0.0,241997.83,,False,False,10
INS-0001106,SAL-000176,CUS-000176,AUR,2027-01-21,241997.83,Regular Installment,Voided (Cancelled),0,0.0,241997.83,,False,False,10
INS-0001107,SAL-000176,CUS-000176,AUR,2027-04-21,241997.83,Regular Installment,Voided (Cancelled),0,0.0,241997.83,,False,False,10
INS-0001108,SAL-000177,CUS-000177,AUR,2025-04-06,1136929.1,Down Payment,Paid,0,1136929.1,0.0,2025-04-06,False,False,10
INS-0001109,SAL-000177,CUS-000177,AUR,2025-07-06,367422.21,Regular Installment,Paid,0,367422.21,0.0,2025-07-05,False,False,10
INS-0001110,SAL-000177,CUS-000177,AUR,2025-10-06,367422.21,Regular Installment,Paid,0,367422.21,0.0,2025-10-03,False,False,10
INS-0001111,SAL-000177,CUS-000177,AUR,2026-01-06,367422.21,Regular Installment,Paid,0,367422.21,0.0,2026-01-06,False,False,10
INS-0001112,SAL-000177,CUS-000177,AUR,2026-04-06,367422.21,Regular Installment,Paid,0,367422.21,0.0,2026-04-06,False,False,10
INS-0001113,SAL-000177,CUS-000177,AUR,2026-07-06,367422.21,Regular Installment,Not Yet Due,0,0.0,367422.21,,False,False,10
INS-0001114,SAL-000177,CUS-000177,AUR,2026-10-06,367422.21,Regular Installment,Not Yet Due,0,0.0,367422.21,,False,False,10
INS-0001115,SAL-000177,CUS-000177,AUR,2027-01-06,367422.21,Regular Installment,Not Yet Due,0,0.0,367422.21,,False,False,10
INS-0001116,SAL-000177,CUS-000177,AUR,2027-04-06,367422.21,Regular Installment,Not Yet Due,0,0.0,367422.21,,False,False,10
INS-0001117,SAL-000178,CUS-000178,AUR,2025-11-24,1219984.62,Down Payment,Paid,0,1219984.62,0.0,2025-11-22,False,False,10
INS-0001118,SAL-000178,CUS-000178,AUR,2026-02-24,286841.62,Regular Installment,Paid,0,286841.62,0.0,2026-02-20,False,False,10
INS-0001119,SAL-000178,CUS-000178,AUR,2026-05-24,286841.62,Regular Installment,Paid,0,286841.62,0.0,2026-05-23,False,False,10
INS-0001120,SAL-000178,CUS-000178,AUR,2026-08-24,286841.62,Regular Installment,Not Yet Due,0,0.0,286841.62,,False,False,10
INS-0001121,SAL-000178,CUS-000178,AUR,2026-11-24,286841.62,Regular Installment,Not Yet Due,0,0.0,286841.62,,False,False,10
INS-0001122,SAL-000178,CUS-000178,AUR,2027-02-24,286841.62,Regular Installment,Not Yet Due,0,0.0,286841.62,,False,False,10
INS-0001123,SAL-000178,CUS-000178,AUR,2027-05-24,286841.62,Regular Installment,Not Yet Due,0,0.0,286841.62,,False,False,10
INS-0001124,SAL-000179,CUS-000179,AUR,2024-08-19,1304771.58,Down Payment,Paid,0,1304771.58,0.0,2024-08-18,False,False,10
INS-0001125,SAL-000179,CUS-000179,AUR,2024-11-19,205756.44,Regular Installment,Paid,0,205756.44,0.0,2024-11-15,False,False,10
INS-0001126,SAL-000179,CUS-000179,AUR,2025-02-19,205756.44,Regular Installment,Paid,0,205756.44,0.0,2025-02-18,False,False,10
INS-0001127,SAL-000179,CUS-000179,AUR,2025-05-19,205756.44,Regular Installment,Paid,0,205756.44,0.0,2025-05-15,False,False,10
INS-0001128,SAL-000179,CUS-000179,AUR,2025-08-19,205756.44,Regular Installment,Paid,0,205756.44,0.0,2025-08-15,False,False,10
INS-0001129,SAL-000179,CUS-000179,AUR,2025-11-19,205756.44,Regular Installment,Paid,0,205756.44,0.0,2025-11-16,False,False,10
INS-0001130,SAL-000179,CUS-000179,AUR,2026-02-19,205756.44,Regular Installment,Paid,0,205756.44,0.0,2026-02-17,False,False,10
INS-0001131,SAL-000179,CUS-000179,AUR,2026-05-19,205756.44,Regular Installment,Paid,0,205756.44,0.0,2026-05-17,False,False,10
INS-0001132,SAL-000179,CUS-000179,AUR,2026-08-19,205756.44,Regular Installment,Not Yet Due,0,0.0,205756.44,,False,False,10
INS-0001133,SAL-000179,CUS-000179,AUR,2026-11-19,205756.44,Regular Installment,Not Yet Due,0,0.0,205756.44,,False,False,10
INS-0001134,SAL-000179,CUS-000179,AUR,2027-02-19,205756.44,Regular Installment,Not Yet Due,0,0.0,205756.44,,False,False,10
INS-0001135,SAL-000179,CUS-000179,AUR,2027-05-19,205756.44,Regular Installment,Not Yet Due,0,0.0,205756.44,,False,False,10
INS-0001136,SAL-000180,CUS-000180,AUR,2024-08-12,1506132.37,Down Payment,Paid,0,1506132.37,0.0,2024-08-08,False,False,10
INS-0001137,SAL-000180,CUS-000180,AUR,2024-11-12,333745.24,Regular Installment,Paid,0,333745.24,0.0,2024-11-08,False,False,10
INS-0001138,SAL-000180,CUS-000180,AUR,2025-02-12,333745.24,Regular Installment,Paid,0,333745.24,0.0,2025-02-09,False,False,10
INS-0001139,SAL-000180,CUS-000180,AUR,2025-05-12,333745.24,Regular Installment,Paid,0,333745.24,0.0,2025-05-12,False,False,10
INS-0001140,SAL-000180,CUS-000180,AUR,2025-08-12,333745.24,Regular Installment,Paid,0,333745.24,0.0,2025-08-11,False,False,10
INS-0001141,SAL-000180,CUS-000180,AUR,2025-11-12,333745.24,Regular Installment,Paid,0,333745.24,0.0,2025-11-08,False,False,10
INS-0001142,SAL-000180,CUS-000180,AUR,2026-02-12,333745.24,Regular Installment,Paid,0,333745.24,0.0,2026-02-09,False,False,10
INS-0001143,SAL-000180,CUS-000180,AUR,2026-05-12,333745.24,Regular Installment,Paid,0,333745.24,0.0,2026-05-12,False,False,10
INS-0001144,SAL-000180,CUS-000180,AUR,2026-08-12,333745.24,Regular Installment,Not Yet Due,0,0.0,333745.24,,False,False,10
INS-0001145,SAL-000180,CUS-000180,AUR,2026-11-12,333745.24,Regular Installment,Not Yet Due,0,0.0,333745.24,,False,False,10
INS-0001146,SAL-000180,CUS-000180,AUR,2027-02-12,333745.24,Regular Installment,Not Yet Due,0,0.0,333745.24,,False,False,10
INS-0001147,SAL-000180,CUS-000180,AUR,2027-05-12,333745.24,Regular Installment,Not Yet Due,0,0.0,333745.24,,False,False,10
INS-0001148,SAL-000181,CUS-000181,AUR,2025-01-30,1751437.3,Down Payment,Paid,0,1751437.3,0.0,2025-01-27,False,False,10
INS-0001149,SAL-000181,CUS-000181,AUR,2025-04-30,749464.74,Regular Installment,Paid,0,749464.74,0.0,2025-04-27,False,False,10
INS-0001150,SAL-000181,CUS-000181,AUR,2025-07-30,749464.74,Regular Installment,Paid,0,749464.74,0.0,2025-07-29,False,False,10
INS-0001151,SAL-000181,CUS-000181,AUR,2025-10-30,749464.74,Regular Installment,Paid,0,749464.74,0.0,2025-10-26,False,False,10
INS-0001152,SAL-000181,CUS-000181,AUR,2026-01-30,749464.74,Regular Installment,Paid,0,749464.74,0.0,2026-01-26,False,False,10
INS-0001153,SAL-000181,CUS-000181,AUR,2026-04-30,749464.74,Regular Installment,Paid,0,749464.74,0.0,2026-04-28,False,False,10
INS-0001154,SAL-000181,CUS-000181,AUR,2026-07-30,749464.74,Regular Installment,Not Yet Due,0,0.0,749464.74,,False,False,10
INS-0001155,SAL-000181,CUS-000181,AUR,2026-10-30,749464.74,Regular Installment,Not Yet Due,0,0.0,749464.74,,False,False,10
INS-0001156,SAL-000181,CUS-000181,AUR,2027-01-30,749464.74,Regular Installment,Not Yet Due,0,0.0,749464.74,,False,False,10
INS-0001157,SAL-000181,CUS-000181,AUR,2027-04-30,749464.74,Regular Installment,Not Yet Due,0,0.0,749464.74,,False,False,10
INS-0001158,SAL-000182,CUS-000182,AUR,2024-12-02,2064028.99,Down Payment,Paid,0,2064028.99,0.0,2024-11-29,False,False,10
INS-0001159,SAL-000182,CUS-000182,AUR,2025-03-02,392959.36,Regular Installment,Paid,0,392959.36,0.0,2025-02-28,False,False,10
INS-0001160,SAL-000182,CUS-000182,AUR,2025-06-02,392959.36,Regular Installment,Paid,0,392959.36,0.0,2025-06-02,False,False,10
INS-0001161,SAL-000182,CUS-000182,AUR,2025-09-02,392959.36,Regular Installment,Paid,0,392959.36,0.0,2025-08-30,False,False,10
INS-0001162,SAL-000182,CUS-000182,AUR,2025-12-02,392959.36,Regular Installment,Paid,0,392959.36,0.0,2025-11-30,False,False,10
INS-0001163,SAL-000182,CUS-000182,AUR,2026-03-02,392959.36,Regular Installment,Paid,0,392959.36,0.0,2026-03-02,False,False,10
INS-0001164,SAL-000182,CUS-000182,AUR,2026-06-02,392959.36,Regular Installment,Paid,0,392959.36,0.0,2026-05-29,False,False,10
INS-0001165,SAL-000182,CUS-000182,AUR,2026-09-02,392959.36,Regular Installment,Not Yet Due,0,0.0,392959.36,,False,False,10
INS-0001166,SAL-000182,CUS-000182,AUR,2026-12-02,392959.36,Regular Installment,Not Yet Due,0,0.0,392959.36,,False,False,10
INS-0001167,SAL-000182,CUS-000182,AUR,2027-03-02,392959.36,Regular Installment,Not Yet Due,0,0.0,392959.36,,False,False,10
INS-0001168,SAL-000182,CUS-000182,AUR,2027-06-02,392959.36,Regular Installment,Not Yet Due,0,0.0,392959.36,,False,False,10
INS-0001169,SAL-000183,CUS-000183,AUR,2025-07-23,1373382.85,Down Payment,Paid,0,1373382.85,0.0,2025-07-22,False,False,10
INS-0001170,SAL-000183,CUS-000183,AUR,2025-10-23,189432.12,Regular Installment,Paid,0,189432.12,0.0,2025-10-20,False,False,10
INS-0001171,SAL-000183,CUS-000183,AUR,2026-01-23,189432.12,Regular Installment,Paid,0,189432.12,0.0,2026-01-22,False,False,10
INS-0001172,SAL-000183,CUS-000183,AUR,2026-04-23,189432.12,Regular Installment,Paid,0,189432.12,0.0,2026-04-19,False,False,10
INS-0001173,SAL-000183,CUS-000183,AUR,2026-07-23,189432.12,Regular Installment,Not Yet Due,0,0.0,189432.12,,False,False,10
INS-0001174,SAL-000183,CUS-000183,AUR,2026-10-23,189432.12,Regular Installment,Not Yet Due,0,0.0,189432.12,,False,False,10
INS-0001175,SAL-000183,CUS-000183,AUR,2027-01-23,189432.12,Regular Installment,Not Yet Due,0,0.0,189432.12,,False,False,10
INS-0001176,SAL-000183,CUS-000183,AUR,2027-04-23,189432.12,Regular Installment,Not Yet Due,0,0.0,189432.12,,False,False,10
INS-0001177,SAL-000184,CUS-000184,AUR,2026-05-24,1170042.12,Down Payment,Paid,0,1170042.12,0.0,2026-05-20,False,False,10
INS-0001178,SAL-000184,CUS-000184,AUR,2026-08-24,191506.89,Regular Installment,Not Yet Due,0,0.0,191506.89,,False,False,10
INS-0001179,SAL-000184,CUS-000184,AUR,2026-11-24,191506.89,Regular Installment,Not Yet Due,0,0.0,191506.89,,False,False,10
INS-0001180,SAL-000184,CUS-000184,AUR,2027-02-24,191506.89,Regular Installment,Not Yet Due,0,0.0,191506.89,,False,False,10
INS-0001181,SAL-000184,CUS-000184,AUR,2027-05-24,191506.89,Regular Installment,Not Yet Due,0,0.0,191506.89,,False,False,10
INS-0001182,SAL-000185,CUS-000185,AUR,2025-12-01,5963271.07,Down Payment,Paid,0,5963271.07,0.0,2025-11-27,False,False,10
INS-0001183,SAL-000185,CUS-000185,AUR,2026-03-01,769848.52,Regular Installment,Paid,0,769848.52,0.0,2026-02-26,False,False,10
INS-0001184,SAL-000185,CUS-000185,AUR,2026-06-01,769848.52,Regular Installment,Paid,0,769848.52,0.0,2026-05-29,False,False,10
INS-0001185,SAL-000185,CUS-000185,AUR,2026-09-01,769848.52,Regular Installment,Not Yet Due,0,0.0,769848.52,,False,False,10
INS-0001186,SAL-000185,CUS-000185,AUR,2026-12-01,769848.52,Regular Installment,Not Yet Due,0,0.0,769848.52,,False,False,10
INS-0001187,SAL-000185,CUS-000185,AUR,2027-03-01,769848.52,Regular Installment,Not Yet Due,0,0.0,769848.52,,False,False,10
INS-0001188,SAL-000185,CUS-000185,AUR,2027-06-01,769848.52,Regular Installment,Not Yet Due,0,0.0,769848.52,,False,False,10
INS-0001189,SAL-000188,CUS-000188,AUR,2024-10-06,4223807.68,Down Payment,Paid,0,4223807.68,0.0,2024-10-05,False,False,10
INS-0001190,SAL-000188,CUS-000188,AUR,2025-01-06,894518.43,Regular Installment,Overdue,47,531679.85,362838.58,,False,False,10
INS-0001191,SAL-000188,CUS-000188,AUR,2025-04-06,894518.43,Regular Installment,Paid,0,894518.43,0.0,2025-04-02,False,False,10
INS-0001192,SAL-000188,CUS-000188,AUR,2025-07-06,894518.43,Regular Installment,Paid,0,894518.43,0.0,2025-07-04,False,False,10
INS-0001193,SAL-000188,CUS-000188,AUR,2025-10-06,894518.43,Regular Installment,Paid,0,894518.43,0.0,2025-10-04,False,False,10
INS-0001194,SAL-000188,CUS-000188,AUR,2026-01-06,894518.43,Regular Installment,Paid,0,894518.43,0.0,2026-01-03,False,False,10
INS-0001195,SAL-000188,CUS-000188,AUR,2026-04-06,894518.43,Regular Installment,Paid,0,894518.43,0.0,2026-04-04,False,False,10
INS-0001196,SAL-000188,CUS-000188,AUR,2026-07-06,894518.43,Regular Installment,Not Yet Due,0,0.0,894518.43,,False,False,10
INS-0001197,SAL-000188,CUS-000188,AUR,2026-10-06,894518.43,Regular Installment,Not Yet Due,0,0.0,894518.43,,False,False,10
INS-0001198,SAL-000188,CUS-000188,AUR,2027-01-06,894518.43,Regular Installment,Not Yet Due,0,0.0,894518.43,,False,False,10
INS-0001199,SAL-000188,CUS-000188,AUR,2027-04-06,894518.43,Regular Installment,Not Yet Due,0,0.0,894518.43,,False,False,10
INS-0001200,SAL-000189,CUS-000189,AUR,2025-01-15,1187165.25,Down Payment,Paid,0,1187165.25,0.0,2025-01-12,False,False,10
INS-0001201,SAL-000189,CUS-000189,AUR,2025-04-15,321143.42,Regular Installment,Paid,0,321143.42,0.0,2025-04-14,False,False,10
INS-0001202,SAL-000189,CUS-000189,AUR,2025-07-15,321143.42,Regular Installment,Paid,0,321143.42,0.0,2025-07-14,False,False,10
INS-0001203,SAL-000189,CUS-000189,AUR,2025-10-15,321143.42,Regular Installment,Paid,0,321143.42,0.0,2025-10-12,False,False,10
INS-0001204,SAL-000189,CUS-000189,AUR,2026-01-15,321143.42,Regular Installment,Paid,0,321143.42,0.0,2026-01-14,False,False,10
INS-0001205,SAL-000189,CUS-000189,AUR,2026-04-15,321143.42,Regular Installment,Paid,0,321143.42,0.0,2026-04-14,False,False,10
INS-0001206,SAL-000189,CUS-000189,AUR,2026-07-15,321143.42,Regular Installment,Not Yet Due,0,0.0,321143.42,,False,False,10
INS-0001207,SAL-000189,CUS-000189,AUR,2026-10-15,321143.42,Regular Installment,Not Yet Due,0,0.0,321143.42,,False,False,10
INS-0001208,SAL-000189,CUS-000189,AUR,2027-01-15,321143.42,Regular Installment,Not Yet Due,0,0.0,321143.42,,False,False,10
INS-0001209,SAL-000189,CUS-000189,AUR,2027-04-15,321143.42,Regular Installment,Not Yet Due,0,0.0,321143.42,,False,False,10
INS-0001210,SAL-000190,CUS-000190,AUR,2024-12-03,1766031.37,Down Payment,Paid,0,1766031.37,0.0,2024-12-02,False,False,10
INS-0001211,SAL-000190,CUS-000190,AUR,2025-03-03,772638.73,Regular Installment,Paid,0,772638.73,0.0,2025-03-02,False,False,10
INS-0001212,SAL-000190,CUS-000190,AUR,2025-06-03,772638.73,Regular Installment,Paid,0,772638.73,0.0,2025-06-01,False,False,10
INS-0001213,SAL-000190,CUS-000190,AUR,2025-09-03,772638.73,Regular Installment,Paid,0,772638.73,0.0,2025-08-30,False,False,10
INS-0001214,SAL-000190,CUS-000190,AUR,2025-12-03,772638.73,Regular Installment,Paid,0,772638.73,0.0,2025-12-03,False,False,10
INS-0001215,SAL-000190,CUS-000190,AUR,2026-03-03,772638.73,Regular Installment,Paid,0,772638.73,0.0,2026-02-28,False,False,10
INS-0001216,SAL-000190,CUS-000190,AUR,2026-06-03,772638.73,Regular Installment,Paid,0,772638.73,0.0,2026-06-03,False,False,10
INS-0001217,SAL-000190,CUS-000190,AUR,2026-09-03,772638.73,Regular Installment,Not Yet Due,0,0.0,772638.73,,False,False,10
INS-0001218,SAL-000190,CUS-000190,AUR,2026-12-03,772638.73,Regular Installment,Not Yet Due,0,0.0,772638.73,,False,False,10
INS-0001219,SAL-000190,CUS-000190,AUR,2027-03-03,772638.73,Regular Installment,Not Yet Due,0,0.0,772638.73,,False,False,10
INS-0001220,SAL-000190,CUS-000190,AUR,2027-06-03,772638.73,Regular Installment,Not Yet Due,0,0.0,772638.73,,False,False,10
INS-0001221,SAL-000191,CUS-000191,AUR,2026-04-09,1611297.43,Down Payment,Paid,0,1611297.43,0.0,2026-04-05,False,False,10
INS-0001222,SAL-000191,CUS-000191,AUR,2026-07-09,540472.88,Regular Installment,Not Yet Due,0,0.0,540472.88,,False,False,10
INS-0001223,SAL-000191,CUS-000191,AUR,2026-10-09,540472.88,Regular Installment,Not Yet Due,0,0.0,540472.88,,False,False,10
INS-0001224,SAL-000191,CUS-000191,AUR,2027-01-09,540472.88,Regular Installment,Not Yet Due,0,0.0,540472.88,,False,False,10
INS-0001225,SAL-000191,CUS-000191,AUR,2027-04-09,540472.88,Regular Installment,Not Yet Due,0,0.0,540472.88,,False,False,10
INS-0001226,SAL-000192,CUS-000192,AUR,2026-02-08,6259010.39,Down Payment,Paid,0,6259010.39,0.0,2026-02-04,False,False,10
INS-0001227,SAL-000192,CUS-000192,AUR,2026-05-08,996465.88,Regular Installment,Paid,0,996465.88,0.0,2026-05-08,False,False,10
INS-0001228,SAL-000192,CUS-000192,AUR,2026-08-08,996465.88,Regular Installment,Not Yet Due,0,0.0,996465.88,,False,False,10
INS-0001229,SAL-000192,CUS-000192,AUR,2026-11-08,996465.88,Regular Installment,Not Yet Due,0,0.0,996465.88,,False,False,10
INS-0001230,SAL-000192,CUS-000192,AUR,2027-02-08,996465.88,Regular Installment,Not Yet Due,0,0.0,996465.88,,False,False,10
INS-0001231,SAL-000192,CUS-000192,AUR,2027-05-08,996465.88,Regular Installment,Not Yet Due,0,0.0,996465.88,,False,False,10
INS-0001232,SAL-000193,CUS-000193,AUR,2025-04-18,1558130.28,Down Payment,Paid,0,1558130.28,0.0,2025-04-15,False,False,10
INS-0001233,SAL-000193,CUS-000193,AUR,2025-07-18,599617.55,Regular Installment,Paid,0,599617.55,0.0,2025-07-16,False,False,10
INS-0001234,SAL-000193,CUS-000193,AUR,2025-10-18,599617.55,Regular Installment,Paid,0,599617.55,0.0,2025-10-18,False,False,10
INS-0001235,SAL-000193,CUS-000193,AUR,2026-01-18,599617.55,Regular Installment,Paid,0,599617.55,0.0,2026-01-14,False,False,10
INS-0001236,SAL-000193,CUS-000193,AUR,2026-04-18,599617.55,Regular Installment,Paid,0,599617.55,0.0,2026-04-16,False,False,10
INS-0001237,SAL-000193,CUS-000193,AUR,2026-07-18,599617.55,Regular Installment,Not Yet Due,0,0.0,599617.55,,False,False,10
INS-0001238,SAL-000193,CUS-000193,AUR,2026-10-18,599617.55,Regular Installment,Not Yet Due,0,0.0,599617.55,,False,False,10
INS-0001239,SAL-000193,CUS-000193,AUR,2027-01-18,599617.55,Regular Installment,Not Yet Due,0,0.0,599617.55,,False,False,10
INS-0001240,SAL-000193,CUS-000193,AUR,2027-04-18,599617.55,Regular Installment,Not Yet Due,0,0.0,599617.55,,False,False,10
INS-0001241,SAL-000194,CUS-000194,AUR,2024-11-16,2974024.15,Down Payment,Paid,0,2974024.15,0.0,2024-11-13,False,False,10
INS-0001242,SAL-000194,CUS-000194,AUR,2025-02-16,864273.26,Regular Installment,Paid,0,864273.26,0.0,2025-02-14,False,False,10
INS-0001243,SAL-000194,CUS-000194,AUR,2025-05-16,864273.26,Regular Installment,Paid,0,864273.26,0.0,2025-05-16,False,False,10
INS-0001244,SAL-000194,CUS-000194,AUR,2025-08-16,864273.26,Regular Installment,Paid,0,864273.26,0.0,2025-08-15,False,False,10
INS-0001245,SAL-000194,CUS-000194,AUR,2025-11-16,864273.26,Regular Installment,Paid,0,864273.26,0.0,2025-11-14,False,False,10
INS-0001246,SAL-000194,CUS-000194,AUR,2026-02-16,864273.26,Regular Installment,Paid,0,864273.26,0.0,2026-02-16,False,False,10
INS-0001247,SAL-000194,CUS-000194,AUR,2026-05-16,864273.26,Regular Installment,Paid,0,864273.26,0.0,2026-05-16,False,False,10
INS-0001248,SAL-000194,CUS-000194,AUR,2026-08-16,864273.26,Regular Installment,Not Yet Due,0,0.0,864273.26,,False,False,10
INS-0001249,SAL-000194,CUS-000194,AUR,2026-11-16,864273.26,Regular Installment,Not Yet Due,0,0.0,864273.26,,False,False,10
INS-0001250,SAL-000194,CUS-000194,AUR,2027-02-16,864273.26,Regular Installment,Not Yet Due,0,0.0,864273.26,,False,False,10
INS-0001251,SAL-000194,CUS-000194,AUR,2027-05-16,864273.26,Regular Installment,Not Yet Due,0,0.0,864273.26,,False,False,10
INS-0001252,SAL-000195,CUS-000195,AUR,2024-08-22,4741360.84,Down Payment,Paid,0,4741360.84,0.0,2024-08-20,False,False,10
INS-0001253,SAL-000195,CUS-000195,AUR,2024-11-22,972462.78,Regular Installment,Paid,0,972462.78,0.0,2024-11-20,False,False,10
INS-0001254,SAL-000195,CUS-000195,AUR,2025-02-22,972462.78,Regular Installment,Paid,0,972462.78,0.0,2025-02-18,False,False,10
INS-0001255,SAL-000195,CUS-000195,AUR,2025-05-22,972462.78,Regular Installment,Paid,0,972462.78,0.0,2025-05-21,False,False,10
INS-0001256,SAL-000195,CUS-000195,AUR,2025-08-22,972462.78,Regular Installment,Paid,0,972462.78,0.0,2025-08-22,False,False,10
INS-0001257,SAL-000195,CUS-000195,AUR,2025-11-22,972462.78,Regular Installment,Paid,0,972462.78,0.0,2025-11-20,False,False,10
INS-0001258,SAL-000195,CUS-000195,AUR,2026-02-22,972462.78,Regular Installment,Paid,0,972462.78,0.0,2026-02-21,False,False,10
INS-0001259,SAL-000195,CUS-000195,AUR,2026-05-22,972462.78,Regular Installment,Paid,0,972462.78,0.0,2026-05-21,False,False,10
INS-0001260,SAL-000195,CUS-000195,AUR,2026-08-22,972462.78,Regular Installment,Not Yet Due,0,0.0,972462.78,,False,False,10
INS-0001261,SAL-000195,CUS-000195,AUR,2026-11-22,972462.78,Regular Installment,Not Yet Due,0,0.0,972462.78,,False,False,10
INS-0001262,SAL-000195,CUS-000195,AUR,2027-02-22,972462.78,Regular Installment,Not Yet Due,0,0.0,972462.78,,False,False,10
INS-0001263,SAL-000195,CUS-000195,AUR,2027-05-22,972462.78,Regular Installment,Not Yet Due,0,0.0,972462.78,,False,False,10
INS-0001264,SAL-000196,CUS-000196,AUR,2026-06-02,1398127.42,Down Payment,Paid,0,1398127.42,0.0,2026-06-02,False,False,10
INS-0001265,SAL-000196,CUS-000196,AUR,2026-09-02,338902.82,Regular Installment,Not Yet Due,0,0.0,338902.82,,False,False,10
INS-0001266,SAL-000196,CUS-000196,AUR,2026-12-02,338902.82,Regular Installment,Not Yet Due,0,0.0,338902.82,,False,False,10
INS-0001267,SAL-000196,CUS-000196,AUR,2027-03-02,338902.82,Regular Installment,Not Yet Due,0,0.0,338902.82,,False,False,10
INS-0001268,SAL-000196,CUS-000196,AUR,2027-06-02,338902.82,Regular Installment,Not Yet Due,0,0.0,338902.82,,False,False,10
INS-0001269,SAL-000197,CUS-000197,AUR,2025-03-20,3748082.71,Down Payment,Paid,0,3748082.71,0.0,2025-03-20,False,False,10
INS-0001270,SAL-000197,CUS-000197,AUR,2025-06-20,1306002.91,Regular Installment,Paid,0,1306002.91,0.0,2025-06-19,False,False,10
INS-0001271,SAL-000197,CUS-000197,AUR,2025-09-20,1306002.91,Regular Installment,Paid,0,1306002.91,0.0,2025-09-20,False,False,10
INS-0001272,SAL-000197,CUS-000197,AUR,2025-12-20,1306002.91,Regular Installment,Paid,0,1306002.91,0.0,2025-12-16,False,False,10
INS-0001273,SAL-000197,CUS-000197,AUR,2026-03-20,1306002.91,Regular Installment,Paid,0,1306002.91,0.0,2026-03-17,False,False,10
INS-0001274,SAL-000197,CUS-000197,AUR,2026-06-20,1306002.91,Regular Installment,Paid,0,1306002.91,0.0,2026-06-17,False,False,10
INS-0001275,SAL-000197,CUS-000197,AUR,2026-09-20,1306002.91,Regular Installment,Not Yet Due,0,0.0,1306002.91,,False,False,10
INS-0001276,SAL-000197,CUS-000197,AUR,2026-12-20,1306002.91,Regular Installment,Not Yet Due,0,0.0,1306002.91,,False,False,10
INS-0001277,SAL-000197,CUS-000197,AUR,2027-03-20,1306002.91,Regular Installment,Not Yet Due,0,0.0,1306002.91,,False,False,10
INS-0001278,SAL-000197,CUS-000197,AUR,2027-06-20,1306002.91,Regular Installment,Not Yet Due,0,0.0,1306002.91,,False,False,10
INS-0001279,SAL-000198,CUS-000198,AUR,2026-06-02,2289956.68,Down Payment,Paid,0,2289956.68,0.0,2026-05-30,False,False,10
INS-0001280,SAL-000198,CUS-000198,AUR,2026-09-02,661088.69,Regular Installment,Not Yet Due,0,0.0,661088.69,,False,False,10
INS-0001281,SAL-000198,CUS-000198,AUR,2026-12-02,661088.69,Regular Installment,Not Yet Due,0,0.0,661088.69,,False,False,10
INS-0001282,SAL-000198,CUS-000198,AUR,2027-03-02,661088.69,Regular Installment,Not Yet Due,0,0.0,661088.69,,False,False,10
INS-0001283,SAL-000198,CUS-000198,AUR,2027-06-02,661088.69,Regular Installment,Not Yet Due,0,0.0,661088.69,,False,False,10
INS-0001284,SAL-000199,CUS-000199,AUR,2026-06-05,2239786.82,Down Payment,Paid,0,2239786.82,0.0,2026-06-01,False,False,10
INS-0001285,SAL-000199,CUS-000199,AUR,2026-09-05,493437.2,Regular Installment,Not Yet Due,0,0.0,493437.2,,False,False,10
INS-0001286,SAL-000199,CUS-000199,AUR,2026-12-05,493437.2,Regular Installment,Not Yet Due,0,0.0,493437.2,,False,False,10
INS-0001287,SAL-000199,CUS-000199,AUR,2027-03-05,493437.2,Regular Installment,Not Yet Due,0,0.0,493437.2,,False,False,10
INS-0001288,SAL-000199,CUS-000199,AUR,2027-06-05,493437.2,Regular Installment,Not Yet Due,0,0.0,493437.2,,False,False,10
INS-0001289,SAL-000201,CUS-000201,AUR,2025-08-28,2014479.61,Down Payment,Paid,0,2014479.61,0.0,2025-08-24,False,False,10
INS-0001290,SAL-000201,CUS-000201,AUR,2025-11-28,461979.82,Regular Installment,Paid,0,461979.82,0.0,2025-11-28,False,False,10
INS-0001291,SAL-000201,CUS-000201,AUR,2026-02-28,461979.82,Regular Installment,Paid,0,461979.82,0.0,2026-02-28,False,False,10
INS-0001292,SAL-000201,CUS-000201,AUR,2026-05-28,461979.82,Regular Installment,Paid,0,461979.82,0.0,2026-05-26,False,False,10
