snag_id,handover_id,unit_id,category,severity,created_at,target_resolution_date,resolved_at,status,contractor,reopen_count
SNG-00197,HAN-0080,MER-P1-B3-01753,HVAC,Minor,2026-02-01,2026-02-08,2026-02-06,Resolved,Horizon Build Partners,0
SNG-00198,HAN-0080,MER-P1-B3-01753,HVAC,Major,2026-01-27,2026-02-26,2026-03-11,Resolved,Delta Construction Group,0
SNG-00199,HAN-0080,MER-P1-B3-01753,Flooring,Minor,2026-01-28,2026-02-04,,Open,Cairo Structural Works,0
SNG-00200,HAN-0080,MER-P1-B3-01753,Electrical,Major,2026-01-25,2026-02-24,,Open,Cairo Structural Works,0
SNG-00201,HAN-0080,MER-P1-B3-01753,Plumbing,Minor,2026-02-05,2026-02-12,2026-02-16,Resolved,Prime MEP Solutions,0
SNG-00202,HAN-0081,MER-P1-B3-01754,Doors & Windows,Major,2026-02-18,2026-03-20,2026-03-29,Resolved,Delta Construction Group,0
SNG-00203,HAN-0081,MER-P1-B3-01754,Structural,Moderate,2026-02-17,2026-03-03,2026-02-27,Resolved,Cairo Structural Works,0
SNG-00204,HAN-0081,MER-P1-B3-01754,Plumbing,Major,2026-02-19,2026-03-21,,In Progress,Nile Engineering Contractors,0
SNG-00205,HAN-0081,MER-P1-B3-01754,HVAC,Minor,2026-02-21,2026-02-28,,Open,Prime MEP Solutions,0
SNG-00206,HAN-0082,MER-P1-B3-01755,Flooring,Moderate,2026-03-01,2026-03-15,,Open,Delta Construction Group,0
SNG-00207,HAN-0082,MER-P1-B3-01755,Structural,Major,2026-02-23,2026-03-25,2026-03-20,Resolved,Nile Engineering Contractors,1
SNG-00208,HAN-0082,MER-P1-B3-01755,Plumbing,Major,2026-02-19,2026-03-21,,Open,Modern Facade Systems,0
SNG-00209,HAN-0082,MER-P1-B3-01755,Structural,Moderate,2026-03-06,2026-03-20,,Open,Cairo Structural Works,0
SNG-00210,HAN-0082,MER-P1-B3-01755,HVAC,Moderate,2026-03-09,2026-03-23,2026-03-23,Resolved,Modern Facade Systems,0
SNG-00211,HAN-0082,MER-P1-B3-01755,Paint & Finishing,Moderate,2026-03-03,2026-03-17,2026-03-24,Resolved,Cairo Structural Works,0
SNG-00212,HAN-0082,MER-P1-B3-01755,Paint & Finishing,Minor,2026-03-03,2026-03-10,,In Progress,Delta Construction Group,0
SNG-00213,HAN-0083,MER-P1-B3-01756,Structural,Major,2025-12-16,2026-01-15,,In Progress,Horizon Build Partners,0
SNG-00214,HAN-0083,MER-P1-B3-01756,Structural,Moderate,2025-12-17,2025-12-31,2025-12-30,Resolved,Modern Facade Systems,0
SNG-00215,HAN-0083,MER-P1-B3-01756,Structural,Major,2025-12-15,2026-01-14,2026-01-21,Resolved,Cairo Structural Works,0
SNG-00216,HAN-0083,MER-P1-B3-01756,Paint & Finishing,Major,2025-12-11,2026-01-10,2026-01-18,Resolved,Modern Facade Systems,1
SNG-00217,HAN-0083,MER-P1-B3-01756,Plumbing,Major,2025-12-06,2026-01-05,,Open,Cairo Structural Works,0
SNG-00218,HAN-0083,MER-P1-B3-01756,Plumbing,Minor,2025-12-11,2025-12-18,2025-12-18,Resolved,Prime MEP Solutions,0
SNG-00219,HAN-0083,MER-P1-B3-01756,Plumbing,Moderate,2025-12-19,2026-01-02,2026-01-10,Resolved,Nile Engineering Contractors,0
SNG-00220,HAN-0084,MER-P1-B3-01757,Flooring,Major,2026-03-09,2026-04-08,,In Progress,Delta Construction Group,0
SNG-00221,HAN-0084,MER-P1-B3-01757,Doors & Windows,Moderate,2026-03-09,2026-03-23,,In Progress,Prime MEP Solutions,0
SNG-00222,HAN-0084,MER-P1-B3-01757,Plumbing,Major,2026-03-14,2026-04-13,2026-04-15,Resolved,Delta Construction Group,1
SNG-00223,HAN-0084,MER-P1-B3-01757,Doors & Windows,Moderate,2026-03-21,2026-04-04,,In Progress,Prime MEP Solutions,0
SNG-00224,HAN-0084,MER-P1-B3-01757,Structural,Minor,2026-03-16,2026-03-23,,Open,Prime MEP Solutions,0
SNG-00225,HAN-0084,MER-P1-B3-01757,Paint & Finishing,Minor,2026-03-23,2026-03-30,,Open,Nile Engineering Contractors,0
SNG-00226,HAN-0084,MER-P1-B3-01757,Doors & Windows,Moderate,2026-03-18,2026-04-01,2026-03-28,Resolved,Delta Construction Group,0
SNG-00227,HAN-0084,MER-P1-B3-01757,HVAC,Major,2026-03-09,2026-04-08,,In Progress,Delta Construction Group,0
SNG-00228,HAN-0085,MER-P1-B3-01758,HVAC,Major,2026-03-02,2026-04-01,,Open,Delta Construction Group,0
SNG-00229,HAN-0085,MER-P1-B3-01758,Structural,Minor,2026-03-02,2026-03-09,,Open,Horizon Build Partners,0
SNG-00230,HAN-0085,MER-P1-B3-01758,Paint & Finishing,Moderate,2026-03-05,2026-03-19,2026-03-27,Resolved,Modern Facade Systems,0
SNG-00231,HAN-0085,MER-P1-B3-01758,Structural,Major,2026-03-04,2026-04-03,2026-04-22,Resolved,Delta Construction Group,0
SNG-00232,HAN-0086,MER-P1-B3-01759,Doors & Windows,Moderate,2026-01-12,2026-01-26,,Open,Nile Engineering Contractors,0
SNG-00233,HAN-0086,MER-P1-B3-01759,Doors & Windows,Major,2026-01-16,2026-02-15,,Open,Prime MEP Solutions,0
SNG-00234,HAN-0086,MER-P1-B3-01759,Structural,Moderate,2026-01-15,2026-01-29,,In Progress,Horizon Build Partners,0
SNG-00235,HAN-0086,MER-P1-B3-01759,Flooring,Major,2026-01-18,2026-02-17,2026-02-18,Resolved,Modern Facade Systems,0
SNG-00236,HAN-0086,MER-P1-B3-01759,Plumbing,Moderate,2026-01-11,2026-01-25,,Open,Delta Construction Group,0
SNG-00237,HAN-0086,MER-P1-B3-01759,HVAC,Major,2026-01-19,2026-02-18,2026-02-27,Resolved,Prime MEP Solutions,0
SNG-00238,HAN-0087,MER-P1-B3-01760,Structural,Moderate,2026-03-04,2026-03-18,,Open,Nile Engineering Contractors,0
SNG-00239,HAN-0087,MER-P1-B3-01760,Paint & Finishing,Major,2026-03-13,2026-04-12,,In Progress,Delta Construction Group,0
SNG-00240,HAN-0087,MER-P1-B3-01760,HVAC,Major,2026-03-08,2026-04-07,2026-04-15,Resolved,Modern Facade Systems,0
SNG-00241,HAN-0088,MER-P1-B3-01762,Structural,Minor,2026-02-13,2026-02-20,2026-02-21,Resolved,Cairo Structural Works,0
SNG-00242,HAN-0088,MER-P1-B3-01762,HVAC,Minor,2026-01-27,2026-02-03,,Open,Delta Construction Group,0
SNG-00243,HAN-0088,MER-P1-B3-01762,Electrical,Major,2026-02-06,2026-03-08,,In Progress,Nile Engineering Contractors,0
SNG-00244,HAN-0089,MER-P1-B3-01763,Structural,Minor,2026-02-14,2026-02-21,,Open,Delta Construction Group,0
SNG-00245,HAN-0089,MER-P1-B3-01763,HVAC,Moderate,2026-02-09,2026-02-23,,In Progress,Nile Engineering Contractors,0
SNG-00246,HAN-0089,MER-P1-B3-01763,Paint & Finishing,Moderate,2026-01-31,2026-02-14,,In Progress,Prime MEP Solutions,0
SNG-00247,HAN-0089,MER-P1-B3-01763,Plumbing,Moderate,2026-02-17,2026-03-03,,Open,Horizon Build Partners,0
SNG-00248,HAN-0089,MER-P1-B3-01763,HVAC,Major,2026-02-02,2026-03-04,,Open,Cairo Structural Works,0
SNG-00249,HAN-0089,MER-P1-B3-01763,Electrical,Major,2026-02-05,2026-03-07,2026-03-10,Resolved,Nile Engineering Contractors,0
SNG-00250,HAN-0090,MER-P1-B4-01764,Structural,Major,2026-02-12,2026-03-14,,In Progress,Prime MEP Solutions,0
SNG-00251,HAN-0090,MER-P1-B4-01764,Paint & Finishing,Major,2026-01-30,2026-03-01,2026-03-03,Resolved,Modern Facade Systems,1
SNG-00252,HAN-0090,MER-P1-B4-01764,Plumbing,Moderate,2026-02-17,2026-03-03,,Open,Cairo Structural Works,0
SNG-00253,HAN-0090,MER-P1-B4-01764,Paint & Finishing,Minor,2026-02-10,2026-02-17,2026-02-14,Resolved,Cairo Structural Works,0
SNG-00254,HAN-0091,MER-P1-B4-01765,HVAC,Major,2026-01-07,2026-02-06,2026-01-28,Resolved,Prime MEP Solutions,0
SNG-00255,HAN-0091,MER-P1-B4-01765,Plumbing,Major,2026-01-10,2026-02-09,2026-02-11,Resolved,Delta Construction Group,0
SNG-00256,HAN-0091,MER-P1-B4-01765,Doors & Windows,Major,2026-01-19,2026-02-18,2026-02-24,Resolved,Prime MEP Solutions,0
SNG-00257,HAN-0091,MER-P1-B4-01765,Flooring,Moderate,2026-01-18,2026-02-01,,Open,Delta Construction Group,0
SNG-00258,HAN-0092,MER-P1-B4-01766,Flooring,Major,2026-03-09,2026-04-08,,Open,Delta Construction Group,0
SNG-00259,HAN-0092,MER-P1-B4-01766,Plumbing,Major,2026-03-07,2026-04-06,2026-04-16,Resolved,Horizon Build Partners,0
SNG-00260,HAN-0092,MER-P1-B4-01766,Electrical,Moderate,2026-03-05,2026-03-19,2026-03-21,Resolved,Modern Facade Systems,0
SNG-00261,HAN-0092,MER-P1-B4-01766,Paint & Finishing,Moderate,2026-03-07,2026-03-21,,In Progress,Modern Facade Systems,0
SNG-00262,HAN-0092,MER-P1-B4-01766,Structural,Major,2026-03-07,2026-04-06,2026-04-06,Resolved,Cairo Structural Works,0
SNG-00263,HAN-0092,MER-P1-B4-01766,HVAC,Moderate,2026-03-04,2026-03-18,,Open,Cairo Structural Works,0
SNG-00264,HAN-0093,MER-P1-B4-01768,Flooring,Minor,2026-02-13,2026-02-20,,Open,Cairo Structural Works,0
SNG-00265,HAN-0093,MER-P1-B4-01768,Paint & Finishing,Moderate,2026-02-08,2026-02-22,,Open,Modern Facade Systems,0
SNG-00266,HAN-0093,MER-P1-B4-01768,Paint & Finishing,Moderate,2026-02-12,2026-02-26,2026-03-06,Resolved,Modern Facade Systems,0
SNG-00267,HAN-0094,MER-P1-B4-01769,Doors & Windows,Moderate,2026-03-02,2026-03-16,,Open,Delta Construction Group,0
SNG-00268,HAN-0094,MER-P1-B4-01769,Doors & Windows,Moderate,2026-03-08,2026-03-22,,Open,Delta Construction Group,0
SNG-00269,HAN-0094,MER-P1-B4-01769,Electrical,Major,2026-03-06,2026-04-05,2026-03-25,Resolved,Delta Construction Group,1
SNG-00270,HAN-0094,MER-P1-B4-01769,Flooring,Major,2026-03-05,2026-04-04,2026-04-24,Resolved,Delta Construction Group,0
SNG-00271,HAN-0095,MER-P1-B4-01770,Flooring,Minor,2026-01-29,2026-02-05,,In Progress,Delta Construction Group,0
SNG-00272,HAN-0095,MER-P1-B4-01770,Structural,Moderate,2026-02-06,2026-02-20,2026-02-24,Resolved,Horizon Build Partners,0
SNG-00273,HAN-0095,MER-P1-B4-01770,Plumbing,Major,2026-02-05,2026-03-07,,Open,Delta Construction Group,0
SNG-00274,HAN-0095,MER-P1-B4-01770,HVAC,Moderate,2026-02-07,2026-02-21,,Open,Delta Construction Group,0
SNG-00275,HAN-0095,MER-P1-B4-01770,Paint & Finishing,Minor,2026-01-20,2026-01-27,2026-01-27,Resolved,Prime MEP Solutions,0
SNG-00276,HAN-0095,MER-P1-B4-01770,Electrical,Minor,2026-02-06,2026-02-13,,Open,Nile Engineering Contractors,0
SNG-00277,HAN-0095,MER-P1-B4-01770,Flooring,Moderate,2026-02-03,2026-02-17,2026-02-23,Resolved,Modern Facade Systems,0
SNG-00278,HAN-0095,MER-P1-B4-01770,Plumbing,Major,2026-02-04,2026-03-06,,Open,Modern Facade Systems,0
SNG-00279,HAN-0096,MER-P1-B4-01772,Electrical,Minor,2026-01-29,2026-02-05,,In Progress,Delta Construction Group,0
SNG-00280,HAN-0096,MER-P1-B4-01772,HVAC,Major,2026-02-15,2026-03-17,,Open,Delta Construction Group,0
SNG-00281,HAN-0096,MER-P1-B4-01772,HVAC,Moderate,2026-02-11,2026-02-25,,Open,Delta Construction Group,0
SNG-00282,HAN-0096,MER-P1-B4-01772,Electrical,Major,2026-02-12,2026-03-14,2026-03-14,Resolved,Cairo Structural Works,0
SNG-00283,HAN-0097,MER-P1-B4-01773,Paint & Finishing,Major,2026-02-03,2026-03-05,2026-03-12,Resolved,Modern Facade Systems,0
SNG-00284,HAN-0097,MER-P1-B4-01773,Paint & Finishing,Moderate,2026-01-23,2026-02-06,2026-02-15,Resolved,Cairo Structural Works,0
SNG-00285,HAN-0097,MER-P1-B4-01773,Paint & Finishing,Moderate,2026-01-18,2026-02-01,,In Progress,Prime MEP Solutions,0
SNG-00286,HAN-0097,MER-P1-B4-01773,Doors & Windows,Major,2026-01-16,2026-02-15,2026-02-23,Resolved,Modern Facade Systems,0
SNG-00287,HAN-0098,MER-P1-B4-01774,Flooring,Moderate,2025-12-29,2026-01-12,,In Progress,Prime MEP Solutions,0
SNG-00288,HAN-0098,MER-P1-B4-01774,Doors & Windows,Moderate,2025-12-30,2026-01-13,2026-01-13,Resolved,Nile Engineering Contractors,0
SNG-00289,HAN-0098,MER-P1-B4-01774,Plumbing,Major,2025-12-28,2026-01-27,,Open,Cairo Structural Works,0
SNG-00290,HAN-0098,MER-P1-B4-01774,Plumbing,Major,2026-01-06,2026-02-05,,In Progress,Delta Construction Group,0
SNG-00291,HAN-0098,MER-P1-B4-01774,Flooring,Major,2026-01-07,2026-02-06,,Open,Cairo Structural Works,0
SNG-00292,HAN-0099,MER-P1-B4-01775,Electrical,Moderate,2026-03-01,2026-03-15,,In Progress,Modern Facade Systems,0
SNG-00293,HAN-0099,MER-P1-B4-01775,Paint & Finishing,Major,2026-03-15,2026-04-14,2026-04-22,Resolved,Horizon Build Partners,1
SNG-00294,HAN-0099,MER-P1-B4-01775,HVAC,Major,2026-03-15,2026-04-14,2026-04-03,Resolved,Horizon Build Partners,0
SNG-00295,HAN-0099,MER-P1-B4-01775,Paint & Finishing,Major,2026-03-10,2026-04-09,2026-04-03,Resolved,Prime MEP Solutions,0
SNG-00296,HAN-0099,MER-P1-B4-01775,Flooring,Moderate,2026-03-10,2026-03-24,2026-03-19,Resolved,Delta Construction Group,0
SNG-00297,HAN-0099,MER-P1-B4-01775,Plumbing,Moderate,2026-03-08,2026-03-22,,Open,Modern Facade Systems,0
SNG-00298,HAN-0099,MER-P1-B4-01775,Plumbing,Moderate,2026-03-13,2026-03-27,,Open,Horizon Build Partners,0
SNG-00299,HAN-0099,MER-P1-B4-01775,Flooring,Moderate,2026-03-03,2026-03-17,2026-03-17,Resolved,Delta Construction Group,0
SNG-00300,HAN-0100,MER-P1-B4-01776,Electrical,Major,2026-02-20,2026-03-22,2026-03-13,Resolved,Prime MEP Solutions,1
SNG-00301,HAN-0100,MER-P1-B4-01776,Electrical,Moderate,2026-02-27,2026-03-13,,In Progress,Modern Facade Systems,0
SNG-00302,HAN-0100,MER-P1-B4-01776,Structural,Minor,2026-02-20,2026-02-27,2026-02-28,Resolved,Cairo Structural Works,0
SNG-00303,HAN-0100,MER-P1-B4-01776,HVAC,Major,2026-02-17,2026-03-19,,Open,Prime MEP Solutions,0
SNG-00304,HAN-0100,MER-P1-B4-01776,Doors & Windows,Major,2026-02-16,2026-03-18,2026-03-30,Resolved,Cairo Structural Works,0
SNG-00305,HAN-0101,MER-P1-B4-01778,Structural,Moderate,2026-01-31,2026-02-14,,Open,Delta Construction Group,0
SNG-00306,HAN-0101,MER-P1-B4-01778,Structural,Major,2026-01-28,2026-02-27,2026-03-16,Resolved,Horizon Build Partners,0
SNG-00307,HAN-0101,MER-P1-B4-01778,Doors & Windows,Moderate,2026-02-14,2026-02-28,2026-03-07,Resolved,Nile Engineering Contractors,0
SNG-00308,HAN-0101,MER-P1-B4-01778,Flooring,Moderate,2026-02-13,2026-02-27,,Open,Prime MEP Solutions,0
SNG-00309,HAN-0101,MER-P1-B4-01778,HVAC,Major,2026-02-08,2026-03-10,2026-03-14,Resolved,Modern Facade Systems,0
SNG-00310,HAN-0102,MER-P1-B4-01779,Flooring,Major,2026-03-03,2026-04-02,2026-04-20,Resolved,Horizon Build Partners,0
SNG-00311,HAN-0102,MER-P1-B4-01779,Flooring,Moderate,2026-03-17,2026-03-31,,In Progress,Nile Engineering Contractors,0
SNG-00312,HAN-0102,MER-P1-B4-01779,Structural,Moderate,2026-03-15,2026-03-29,,Open,Cairo Structural Works,0
SNG-00313,HAN-0102,MER-P1-B4-01779,Plumbing,Moderate,2026-03-02,2026-03-16,,In Progress,Delta Construction Group,0
SNG-00314,HAN-0102,MER-P1-B4-01779,Plumbing,Major,2026-02-28,2026-03-30,2026-03-18,Resolved,Prime MEP Solutions,0
SNG-00315,HAN-0103,MER-P1-B4-01781,Plumbing,Moderate,2026-02-13,2026-02-27,,Open,Nile Engineering Contractors,0
SNG-00316,HAN-0103,MER-P1-B4-01781,Doors & Windows,Minor,2026-02-28,2026-03-07,,In Progress,Prime MEP Solutions,0
SNG-00317,HAN-0103,MER-P1-B4-01781,Paint & Finishing,Major,2026-02-27,2026-03-29,,In Progress,Cairo Structural Works,0
SNG-00318,HAN-0103,MER-P1-B4-01781,Doors & Windows,Moderate,2026-02-13,2026-02-27,,Open,Modern Facade Systems,0
SNG-00319,HAN-0103,MER-P1-B4-01781,Doors & Windows,Major,2026-02-15,2026-03-17,2026-03-12,Resolved,Modern Facade Systems,0
SNG-00320,HAN-0103,MER-P1-B4-01781,Paint & Finishing,Minor,2026-02-13,2026-02-20,,In Progress,Cairo Structural Works,0
SNG-00321,HAN-0103,MER-P1-B4-01781,Structural,Minor,2026-02-28,2026-03-07,2026-03-09,Resolved,Cairo Structural Works,0
SNG-00322,HAN-0103,MER-P1-B4-01781,Flooring,Major,2026-02-25,2026-03-27,,Open,Nile Engineering Contractors,0
SNG-00323,HAN-0104,MER-P1-B4-01782,Structural,Moderate,2026-01-27,2026-02-10,,Open,Modern Facade Systems,0
SNG-00324,HAN-0104,MER-P1-B4-01782,Electrical,Major,2026-01-24,2026-02-23,,Open,Prime MEP Solutions,0
SNG-00325,HAN-0104,MER-P1-B4-01782,Flooring,Minor,2026-01-11,2026-01-18,2026-01-21,Resolved,Modern Facade Systems,1
SNG-00326,HAN-0104,MER-P1-B4-01782,Plumbing,Major,2026-01-10,2026-02-09,,Open,Modern Facade Systems,0
SNG-00327,HAN-0105,MER-P1-B4-01783,Paint & Finishing,Major,2026-01-18,2026-02-17,,In Progress,Modern Facade Systems,0
SNG-00328,HAN-0105,MER-P1-B4-01783,Paint & Finishing,Moderate,2026-01-18,2026-02-01,2026-02-08,Resolved,Cairo Structural Works,1
SNG-00329,HAN-0105,MER-P1-B4-01783,Plumbing,Major,2026-02-01,2026-03-03,2026-03-02,Resolved,Cairo Structural Works,0
SNG-00330,HAN-0105,MER-P1-B4-01783,Paint & Finishing,Major,2026-01-31,2026-03-02,,In Progress,Cairo Structural Works,0
SNG-00331,HAN-0106,MER-P1-B4-01786,Flooring,Minor,2026-02-28,2026-03-07,2026-03-07,Resolved,Horizon Build Partners,0
SNG-00332,HAN-0106,MER-P1-B4-01786,Electrical,Minor,2026-02-28,2026-03-07,2026-03-06,Resolved,Horizon Build Partners,0
SNG-00333,HAN-0106,MER-P1-B4-01786,Flooring,Major,2026-03-01,2026-03-31,,Open,Horizon Build Partners,0
SNG-00334,HAN-0106,MER-P1-B4-01786,Paint & Finishing,Minor,2026-02-28,2026-03-07,2026-03-12,Resolved,Delta Construction Group,0
SNG-00335,HAN-0106,MER-P1-B4-01786,Flooring,Moderate,2026-02-22,2026-03-08,,Open,Delta Construction Group,0
SNG-00336,HAN-0106,MER-P1-B4-01786,Doors & Windows,Moderate,2026-02-28,2026-03-14,,In Progress,Nile Engineering Contractors,0
SNG-00337,HAN-0106,MER-P1-B4-01786,Plumbing,Minor,2026-02-26,2026-03-05,,Open,Delta Construction Group,0
SNG-00338,HAN-0107,MER-P1-B4-01787,Structural,Minor,2026-03-16,2026-03-23,,Open,Delta Construction Group,0
SNG-00339,HAN-0107,MER-P1-B4-01787,Doors & Windows,Major,2026-03-03,2026-04-02,2026-04-23,Resolved,Nile Engineering Contractors,0
SNG-00340,HAN-0107,MER-P1-B4-01787,HVAC,Major,2026-03-15,2026-04-14,,Open,Modern Facade Systems,0
SNG-00341,HAN-0107,MER-P1-B4-01787,Flooring,Major,2026-03-10,2026-04-09,2026-04-03,Resolved,Prime MEP Solutions,0
SNG-00342,HAN-0107,MER-P1-B4-01787,Electrical,Minor,2026-03-01,2026-03-08,,Open,Delta Construction Group,0
SNG-00343,HAN-0108,MER-P1-B4-01788,Electrical,Moderate,2026-03-26,2026-04-09,2026-04-12,Resolved,Cairo Structural Works,1
SNG-00344,HAN-0108,MER-P1-B4-01788,HVAC,Moderate,2026-03-21,2026-04-04,,Open,Modern Facade Systems,0
SNG-00345,HAN-0108,MER-P1-B4-01788,Paint & Finishing,Moderate,2026-03-13,2026-03-27,2026-04-06,Resolved,Modern Facade Systems,0
SNG-00346,HAN-0109,MER-P1-B4-01789,Electrical,Moderate,2026-03-14,2026-03-28,,Open,Nile Engineering Contractors,0
SNG-00347,HAN-0109,MER-P1-B4-01789,Flooring,Major,2026-03-07,2026-04-06,2026-04-01,Resolved,Horizon Build Partners,0
SNG-00348,HAN-0109,MER-P1-B4-01789,Electrical,Major,2026-03-22,2026-04-21,2026-04-22,Resolved,Nile Engineering Contractors,0
SNG-00349,HAN-0109,MER-P1-B4-01789,Electrical,Moderate,2026-03-12,2026-03-26,2026-03-24,Resolved,Nile Engineering Contractors,0
SNG-00350,HAN-0109,MER-P1-B4-01789,Structural,Major,2026-03-13,2026-04-12,,Open,Horizon Build Partners,0
SNG-00351,HAN-0109,MER-P1-B4-01789,Flooring,Minor,2026-03-06,2026-03-13,2026-03-10,Resolved,Horizon Build Partners,0
SNG-00352,HAN-0109,MER-P1-B4-01789,Paint & Finishing,Moderate,2026-03-11,2026-03-25,,Open,Prime MEP Solutions,0
SNG-00353,HAN-0109,MER-P1-B4-01789,Doors & Windows,Minor,2026-03-08,2026-03-15,2026-03-16,Resolved,Delta Construction Group,0
SNG-00354,HAN-0110,MER-P1-B4-01790,Paint & Finishing,Major,2025-12-24,2026-01-23,,Open,Delta Construction Group,0
SNG-00355,HAN-0110,MER-P1-B4-01790,Paint & Finishing,Minor,2025-12-27,2026-01-03,,Open,Prime MEP Solutions,0
SNG-00356,HAN-0110,MER-P1-B4-01790,HVAC,Major,2025-12-14,2026-01-13,,Open,Nile Engineering Contractors,0
SNG-00357,HAN-0110,MER-P1-B4-01790,HVAC,Major,2025-12-22,2026-01-21,,Open,Cairo Structural Works,0
SNG-00358,HAN-0110,MER-P1-B4-01790,Flooring,Moderate,2025-12-13,2025-12-27,,Open,Modern Facade Systems,0
SNG-00359,HAN-0110,MER-P1-B4-01790,Doors & Windows,Minor,2025-12-21,2025-12-28,2025-12-30,Resolved,Horizon Build Partners,0
SNG-00360,HAN-0110,MER-P1-B4-01790,Paint & Finishing,Major,2025-12-30,2026-01-29,2026-02-19,Resolved,Cairo Structural Works,1
SNG-00361,HAN-0111,MER-P1-B4-01791,Electrical,Moderate,2026-02-01,2026-02-15,,Open,Nile Engineering Contractors,0
SNG-00362,HAN-0111,MER-P1-B4-01791,Flooring,Major,2026-02-05,2026-03-07,,In Progress,Cairo Structural Works,0
SNG-00363,HAN-0111,MER-P1-B4-01791,Paint & Finishing,Moderate,2026-01-22,2026-02-05,,In Progress,Horizon Build Partners,0
SNG-00364,HAN-0111,MER-P1-B4-01791,Paint & Finishing,Moderate,2026-02-06,2026-02-20,2026-02-26,Resolved,Delta Construction Group,0
SNG-00365,HAN-0111,MER-P1-B4-01791,Doors & Windows,Minor,2026-02-01,2026-02-08,2026-02-12,Resolved,Horizon Build Partners,0
SNG-00366,HAN-0111,MER-P1-B4-01791,Doors & Windows,Major,2026-01-30,2026-03-01,,Open,Cairo Structural Works,0
SNG-00367,HAN-0111,MER-P1-B4-01791,Flooring,Major,2026-01-27,2026-02-26,,Open,Cairo Structural Works,0
SNG-00368,HAN-0112,MER-P1-B4-01792,Structural,Minor,2026-01-21,2026-01-28,,In Progress,Nile Engineering Contractors,0
SNG-00369,HAN-0112,MER-P1-B4-01792,Plumbing,Major,2026-01-21,2026-02-20,,Open,Cairo Structural Works,0
SNG-00370,HAN-0112,MER-P1-B4-01792,Plumbing,Major,2026-01-18,2026-02-17,,In Progress,Prime MEP Solutions,0
SNG-00371,HAN-0112,MER-P1-B4-01792,Plumbing,Moderate,2026-01-14,2026-01-28,2026-01-26,Resolved,Modern Facade Systems,0
SNG-00372,HAN-0112,MER-P1-B4-01792,Flooring,Moderate,2026-01-27,2026-02-10,2026-02-16,Resolved,Horizon Build Partners,0
SNG-00373,HAN-0113,MER-P1-B4-01793,Structural,Major,2026-02-13,2026-03-15,2026-03-10,Resolved,Nile Engineering Contractors,1
SNG-00374,HAN-0113,MER-P1-B4-01793,Electrical,Major,2026-02-18,2026-03-20,,Open,Modern Facade Systems,0
SNG-00375,HAN-0113,MER-P1-B4-01793,Electrical,Moderate,2026-02-13,2026-02-27,,Open,Prime MEP Solutions,0
SNG-00376,HAN-0114,MER-P1-B4-01794,Flooring,Moderate,2026-02-07,2026-02-21,2026-02-16,Resolved,Prime MEP Solutions,0
SNG-00377,HAN-0114,MER-P1-B4-01794,Electrical,Moderate,2026-01-30,2026-02-13,2026-02-15,Resolved,Prime MEP Solutions,0
SNG-00378,HAN-0114,MER-P1-B4-01794,Electrical,Minor,2026-02-01,2026-02-08,,In Progress,Horizon Build Partners,0
SNG-00379,HAN-0115,MER-P1-B4-01795,Doors & Windows,Major,2026-03-18,2026-04-17,,Open,Prime MEP Solutions,0
SNG-00380,HAN-0115,MER-P1-B4-01795,HVAC,Major,2026-03-11,2026-04-10,2026-05-01,Resolved,Delta Construction Group,0
SNG-00381,HAN-0115,MER-P1-B4-01795,Plumbing,Minor,2026-03-21,2026-03-28,2026-03-26,Resolved,Nile Engineering Contractors,0
SNG-00382,HAN-0115,MER-P1-B4-01795,Flooring,Major,2026-03-11,2026-04-10,,Open,Nile Engineering Contractors,0
SNG-00383,HAN-0115,MER-P1-B4-01795,Structural,Moderate,2026-03-09,2026-03-23,2026-03-18,Resolved,Prime MEP Solutions,0
SNG-00384,HAN-0115,MER-P1-B4-01795,Plumbing,Moderate,2026-03-07,2026-03-21,2026-03-28,Resolved,Horizon Build Partners,1
SNG-00385,HAN-0115,MER-P1-B4-01795,HVAC,Moderate,2026-03-14,2026-03-28,,Open,Delta Construction Group,0
SNG-00386,HAN-0116,MER-P1-B4-01796,Doors & Windows,Major,2025-12-20,2026-01-19,2026-01-13,Resolved,Delta Construction Group,0
SNG-00387,HAN-0116,MER-P1-B4-01796,Paint & Finishing,Minor,2025-12-12,2025-12-19,,In Progress,Cairo Structural Works,0
SNG-00388,HAN-0116,MER-P1-B4-01796,Doors & Windows,Moderate,2025-12-13,2025-12-27,,Open,Cairo Structural Works,0
SNG-00389,HAN-0116,MER-P1-B4-01796,Plumbing,Moderate,2025-12-17,2025-12-31,,Open,Horizon Build Partners,0
SNG-00390,HAN-0116,MER-P1-B4-01796,Flooring,Moderate,2025-12-26,2026-01-09,2026-01-03,Resolved,Cairo Structural Works,0
SNG-00391,HAN-0116,MER-P1-B4-01796,Plumbing,Minor,2025-12-14,2025-12-21,2025-12-22,Resolved,Cairo Structural Works,0
SNG-00392,HAN-0116,MER-P1-B4-01796,Structural,Minor,2025-12-19,2025-12-26,,Open,Prime MEP Solutions,0
SNG-00393,HAN-0117,MER-P1-B4-01798,Doors & Windows,Major,2026-02-25,2026-03-27,,Open,Cairo Structural Works,0
SNG-00394,HAN-0117,MER-P1-B4-01798,Flooring,Moderate,2026-03-02,2026-03-16,,Open,Cairo Structural Works,0
