complaint_id,shipment_id,complaint_date,category,sentiment,region,resolution_time_hours,assigned_team,escalation_level,resolved,customer_satisfaction_after_resolution
CMP200253,SHP103157,2025-01-24,Wrong Item,Neutral,Upper Egypt,33.0,Fulfillment QA,2,True,4.0
CMP200254,SHP102316,2025-05-07,Wrong Item,Neutral,Suez,35.6,Fulfillment QA,2,True,4.0
CMP200255,SHP101045,2025-08-14,Late Delivery,Neutral,Alexandria,30.4,Logistics Support,1,True,5.0
CMP200256,SHP103365,2025-06-22,Wrong Item,Negative,Cairo,8.6,Fulfillment QA,1,False,
CMP200257,SHP103076,2025-04-02,Damaged Package,Neutral,Upper Egypt,50.7,Claims & Damage,2,True,4.0
CMP200258,SHP102320,2025-01-08,Poor Communication,Negative,Upper Egypt,15.6,Customer Success,1,True,5.0
CMP200259,SHP102591,2025-03-25,Poor Communication,Negative,Giza,6.9,Customer Success,1,False,
CMP200260,SHP100567,2025-04-29,Wrong Item,Negative,Cairo,32.7,Fulfillment QA,1,True,5.0
CMP200261,SHP104348,2025-11-04,Damaged Package,Negative,Cairo,35.7,Claims & Damage,2,True,3.0
CMP200262,SHP100577,2025-04-01,Poor Communication,Positive,Giza,15.7,Customer Success,1,True,4.0
CMP200263,SHP103934,2025-08-11,Poor Communication,Neutral,Suez,16.1,Customer Success,1,True,5.0
CMP200264,SHP102137,2025-04-16,Wrong Item,Negative,Cairo,25.6,Fulfillment QA,2,True,4.0
CMP200265,SHP104011,2025-07-16,Late Delivery,Negative,Suez,21.7,Logistics Support,1,True,5.0
CMP200266,SHP102592,2025-02-28,Damaged Package,Negative,Cairo,64.7,Claims & Damage,2,True,4.0
CMP200267,SHP101103,2025-03-31,Late Delivery,Negative,Cairo,26.5,Logistics Support,1,True,4.0
CMP200268,SHP102094,2025-06-11,Wrong Item,Negative,Alexandria,33.9,Fulfillment QA,1,True,5.0
CMP200269,SHP100620,2025-05-23,Wrong Item,Positive,Cairo,33.5,Fulfillment QA,1,True,4.0
CMP200270,SHP100136,2025-02-05,Damaged Package,Negative,Cairo,62.1,Claims & Damage,2,True,3.0
CMP200271,SHP104813,2025-06-06,Damaged Package,Negative,Alexandria,55.9,Claims & Damage,2,True,3.0
CMP200272,SHP104944,2025-04-28,Late Delivery,Negative,Suez,50.2,Logistics Support,1,True,4.0
CMP200273,SHP100183,2025-12-09,Wrong Item,Neutral,Upper Egypt,14.9,Fulfillment QA,1,True,4.0
CMP200274,SHP100959,2025-01-25,Wrong Item,Positive,Giza,19.2,Fulfillment QA,1,True,5.0
CMP200275,SHP102517,2025-04-24,Damaged Package,Negative,Giza,37.0,Claims & Damage,2,True,4.0
CMP200276,SHP103299,2025-04-17,Damaged Package,Negative,Cairo,42.2,Claims & Damage,2,True,4.0
CMP200277,SHP100876,2025-12-30,Poor Communication,Negative,Giza,9.8,Customer Success,1,True,5.0
CMP200278,SHP102649,2025-07-19,Poor Communication,Negative,Upper Egypt,17.5,Customer Success,2,True,4.0
CMP200279,SHP100243,2025-04-22,Damaged Package,Neutral,Giza,63.3,Claims & Damage,2,True,4.0
CMP200280,SHP102742,2025-02-20,Damaged Package,Negative,Suez,58.9,Claims & Damage,3,True,4.0
CMP200281,SHP104445,2025-12-05,Lost Shipment,Negative,Giza,49.1,Claims & Damage,3,False,
CMP200282,SHP104933,2025-10-13,Poor Communication,Negative,Alexandria,16.8,Customer Success,2,True,5.0
CMP200283,SHP102776,2025-07-03,Late Delivery,Negative,Upper Egypt,34.6,Logistics Support,1,True,4.0
CMP200284,SHP101868,2025-08-12,Poor Communication,Negative,Cairo,9.4,Customer Success,1,True,4.0
CMP200285,SHP104532,2025-04-21,Late Delivery,Negative,Suez,42.0,Logistics Support,1,True,4.0
CMP200286,SHP102490,2025-10-07,Poor Communication,Negative,Upper Egypt,11.0,Customer Success,1,True,4.0
CMP200287,SHP104283,2025-10-29,Damaged Package,Negative,Giza,76.6,Claims & Damage,2,True,3.0
CMP200288,SHP102182,2025-06-15,Damaged Package,Negative,Alexandria,66.4,Claims & Damage,3,True,4.0
CMP200289,SHP102313,2025-07-21,Late Delivery,Negative,Delta,45.1,Logistics Support,1,True,4.0
CMP200290,SHP102952,2025-07-27,Late Delivery,Neutral,Delta,7.7,Logistics Support,1,False,
CMP200291,SHP101276,2025-04-26,Damaged Package,Neutral,Delta,42.4,Claims & Damage,2,True,3.0
CMP200292,SHP104412,2025-07-01,Wrong Item,Negative,Giza,7.9,Fulfillment QA,1,False,
CMP200293,SHP104777,2025-08-06,Late Delivery,Neutral,Alexandria,28.3,Logistics Support,1,True,4.0
CMP200294,SHP102787,2025-10-13,Late Delivery,Negative,Delta,47.8,Logistics Support,1,True,4.0
CMP200295,SHP101135,2025-02-15,Damaged Package,Negative,Upper Egypt,40.9,Claims & Damage,2,True,4.0
CMP200296,SHP103585,2025-05-27,Late Delivery,Negative,Cairo,41.9,Logistics Support,1,True,5.0
CMP200297,SHP101575,2025-05-27,Wrong Item,Neutral,Giza,21.4,Fulfillment QA,1,True,4.0
CMP200298,SHP102516,2025-04-03,Wrong Item,Neutral,Upper Egypt,14.5,Fulfillment QA,1,True,5.0
CMP200299,SHP100137,2025-02-22,Wrong Item,Neutral,Upper Egypt,27.2,Fulfillment QA,2,True,4.0
CMP200300,SHP101119,2025-11-16,Wrong Item,Negative,Alexandria,29.1,Fulfillment QA,1,True,4.0
CMP200301,SHP102563,2025-12-09,Damaged Package,Negative,Upper Egypt,17.2,Claims & Damage,2,False,
CMP200302,SHP100615,2025-05-30,Wrong Item,Negative,Giza,29.6,Fulfillment QA,1,True,5.0
CMP200303,SHP102275,2025-09-25,Damaged Package,Negative,Giza,59.0,Claims & Damage,2,True,4.0
CMP200304,SHP100215,2025-01-08,Late Delivery,Negative,Cairo,26.0,Logistics Support,1,True,5.0
CMP200305,SHP104071,2025-07-27,Poor Communication,Negative,Suez,13.1,Customer Success,1,True,4.0
CMP200306,SHP104501,2025-05-29,Damaged Package,Negative,Suez,42.8,Claims & Damage,2,True,4.0
CMP200307,SHP104948,2025-06-22,Poor Communication,Negative,Suez,16.0,Customer Success,1,True,5.0
CMP200308,SHP102675,2025-04-20,Late Delivery,Negative,Cairo,14.7,Logistics Support,1,False,
CMP200309,SHP104304,2025-05-29,Damaged Package,Negative,Cairo,31.6,Claims & Damage,2,True,4.0
CMP200310,SHP101020,2025-10-05,Wrong Item,Positive,Upper Egypt,33.1,Fulfillment QA,1,True,4.0
CMP200311,SHP104248,2025-07-30,Late Delivery,Negative,Cairo,15.2,Logistics Support,1,False,
CMP200312,SHP100217,2025-07-15,Late Delivery,Neutral,Cairo,30.7,Logistics Support,1,True,4.0
CMP200313,SHP103032,2025-01-10,Damaged Package,Negative,Cairo,30.6,Claims & Damage,3,True,5.0
CMP200314,SHP101405,2025-04-30,Damaged Package,Negative,Cairo,39.1,Claims & Damage,2,True,4.0
CMP200315,SHP101282,2025-09-03,Poor Communication,Negative,Alexandria,5.5,Customer Success,1,False,
CMP200316,SHP100530,2025-04-02,Poor Communication,Negative,Giza,9.1,Customer Success,1,True,5.0
CMP200317,SHP103274,2025-07-24,Late Delivery,Negative,Cairo,27.6,Logistics Support,1,True,4.0
CMP200318,SHP102632,2025-05-22,Late Delivery,Negative,Upper Egypt,35.1,Logistics Support,1,True,4.0
CMP200319,SHP101716,2025-01-31,Wrong Item,Negative,Alexandria,27.4,Fulfillment QA,1,True,4.0
CMP200320,SHP102200,2025-12-31,Wrong Item,Negative,Alexandria,25.1,Fulfillment QA,1,True,4.0
CMP200321,SHP104728,2025-06-17,Damaged Package,Negative,Giza,52.3,Claims & Damage,3,True,4.0
CMP200322,SHP101643,2025-09-03,Late Delivery,Negative,Upper Egypt,33.4,Logistics Support,1,True,5.0
CMP200323,SHP104191,2025-07-14,Late Delivery,Negative,Giza,51.1,Logistics Support,1,True,4.0
CMP200324,SHP103269,2025-03-02,Wrong Item,Neutral,Giza,23.8,Fulfillment QA,1,True,5.0
CMP200325,SHP104473,2025-05-17,Wrong Item,Negative,Cairo,14.9,Fulfillment QA,1,True,4.0
CMP200326,SHP103424,2026-01-06,Damaged Package,Negative,Giza,59.4,Claims & Damage,2,True,3.0
CMP200327,SHP101248,2025-05-10,Wrong Item,Negative,Cairo,33.7,Fulfillment QA,1,True,4.0
CMP200328,SHP103094,2025-07-10,Late Delivery,Negative,Giza,53.4,Logistics Support,1,True,4.0
CMP200329,SHP102858,2025-07-20,Poor Communication,Positive,Upper Egypt,17.6,Customer Success,1,True,5.0
CMP200330,SHP101719,2025-08-03,Late Delivery,Negative,Cairo,22.9,Logistics Support,1,True,5.0
CMP200331,SHP100390,2025-10-17,Damaged Package,Negative,Upper Egypt,48.1,Claims & Damage,2,True,3.0
CMP200332,SHP104228,2025-06-02,Late Delivery,Negative,Delta,23.2,Logistics Support,1,True,4.0
CMP200333,SHP104022,2025-07-26,Late Delivery,Negative,Cairo,40.9,Logistics Support,1,True,5.0
CMP200334,SHP103384,2025-08-11,Late Delivery,Negative,Upper Egypt,32.1,Logistics Support,1,True,5.0
CMP200335,SHP101824,2025-11-20,Wrong Item,Negative,Upper Egypt,13.5,Fulfillment QA,1,False,
CMP200336,SHP104016,2025-06-21,Wrong Item,Neutral,Giza,23.0,Fulfillment QA,2,True,4.0
CMP200337,SHP104211,2025-04-22,Damaged Package,Neutral,Alexandria,55.7,Claims & Damage,2,True,3.0
CMP200338,SHP104356,2025-07-18,Wrong Item,Negative,Upper Egypt,19.3,Fulfillment QA,1,True,4.0
CMP200339,SHP100376,2025-08-01,Late Delivery,Negative,Cairo,23.7,Logistics Support,1,True,4.0
CMP200340,SHP101898,2025-07-06,Lost Shipment,Negative,Delta,110.0,Claims & Damage,3,True,2.0
CMP200341,SHP100133,2025-10-15,Damaged Package,Negative,Delta,74.8,Claims & Damage,2,True,2.0
CMP200342,SHP103758,2025-02-23,Late Delivery,Negative,Cairo,50.7,Logistics Support,1,True,4.0
CMP200343,SHP102157,2025-08-02,Late Delivery,Negative,Giza,28.9,Logistics Support,1,True,4.0
CMP200344,SHP104034,2026-01-09,Poor Communication,Neutral,Alexandria,15.6,Customer Success,1,True,5.0
CMP200345,SHP100313,2025-07-22,Late Delivery,Negative,Cairo,41.8,Logistics Support,1,True,4.0
CMP200346,SHP104727,2025-03-04,Wrong Item,Negative,Delta,36.6,Fulfillment QA,2,True,5.0
CMP200347,SHP104841,2025-12-10,Wrong Item,Negative,Giza,15.7,Fulfillment QA,1,True,5.0
CMP200348,SHP100695,2025-05-28,Poor Communication,Negative,Cairo,11.0,Customer Success,1,True,5.0
CMP200349,SHP101769,2025-06-02,Lost Shipment,Negative,Giza,105.1,Claims & Damage,3,True,2.0
CMP200350,SHP102355,2025-05-11,Damaged Package,Negative,Giza,52.7,Claims & Damage,2,True,3.0
CMP200351,SHP104710,2025-07-24,Late Delivery,Negative,Upper Egypt,26.2,Logistics Support,1,True,5.0
CMP200352,SHP100532,2025-10-18,Poor Communication,Negative,Cairo,16.0,Customer Success,1,True,5.0
CMP200353,SHP102798,2025-09-16,Lost Shipment,Negative,Alexandria,47.3,Claims & Damage,3,False,
CMP200354,SHP101114,2025-04-21,Damaged Package,Negative,Alexandria,58.3,Claims & Damage,2,True,4.0
CMP200355,SHP103129,2025-12-19,Wrong Item,Negative,Giza,26.8,Fulfillment QA,1,True,5.0
CMP200356,SHP101445,2025-06-04,Damaged Package,Negative,Upper Egypt,54.3,Claims & Damage,2,True,4.0
CMP200357,SHP101473,2025-05-05,Damaged Package,Negative,Upper Egypt,63.8,Claims & Damage,2,True,3.0
CMP200358,SHP104110,2025-10-30,Damaged Package,Negative,Delta,69.6,Claims & Damage,2,True,3.0
CMP200359,SHP100159,2025-02-25,Poor Communication,Neutral,Cairo,3.6,Customer Success,1,False,
CMP200360,SHP101120,2025-08-08,Poor Communication,Positive,Cairo,19.0,Customer Success,1,True,4.0
CMP200361,SHP102698,2025-07-24,Late Delivery,Negative,Delta,43.1,Logistics Support,1,True,4.0
CMP200362,SHP104555,2025-04-20,Damaged Package,Negative,Delta,60.8,Claims & Damage,2,True,3.0
CMP200363,SHP101870,2025-07-23,Late Delivery,Negative,Cairo,44.4,Logistics Support,2,True,5.0
CMP200364,SHP101493,2025-12-14,Wrong Item,Negative,Delta,26.8,Fulfillment QA,1,True,4.0
CMP200365,SHP100455,2025-03-15,Wrong Item,Negative,Cairo,15.1,Fulfillment QA,1,True,4.0
CMP200366,SHP101054,2025-07-12,Late Delivery,Negative,Cairo,37.2,Logistics Support,1,True,4.0
CMP200367,SHP101514,2025-07-21,Late Delivery,Negative,Delta,26.6,Logistics Support,1,True,5.0
CMP200368,SHP103030,2025-07-17,Damaged Package,Negative,Cairo,31.1,Claims & Damage,3,True,4.0
CMP200369,SHP101542,2025-11-17,Wrong Item,Neutral,Upper Egypt,23.2,Fulfillment QA,2,True,5.0
CMP200370,SHP101207,2025-11-08,Poor Communication,Neutral,Upper Egypt,16.6,Customer Success,1,True,5.0
CMP200371,SHP103295,2025-10-31,Wrong Item,Neutral,Delta,11.9,Fulfillment QA,1,False,
CMP200372,SHP103741,2025-12-09,Late Delivery,Negative,Giza,9.9,Logistics Support,1,False,
CMP200373,SHP104606,2025-07-26,Poor Communication,Negative,Giza,9.9,Customer Success,1,True,5.0
CMP200374,SHP102900,2025-07-23,Late Delivery,Negative,Upper Egypt,32.0,Logistics Support,2,True,4.0
CMP200375,SHP104746,2025-07-14,Late Delivery,Negative,Suez,35.2,Logistics Support,1,True,4.0
CMP200376,SHP101067,2025-06-16,Poor Communication,Negative,Delta,13.3,Customer Success,1,True,5.0
CMP200377,SHP102702,2025-01-23,Wrong Item,Negative,Delta,31.3,Fulfillment QA,1,True,4.0
CMP200378,SHP102379,2025-01-18,Lost Shipment,Negative,Cairo,122.4,Claims & Damage,3,True,2.0
CMP200379,SHP103583,2025-08-05,Late Delivery,Negative,Cairo,25.6,Logistics Support,1,True,4.0
CMP200380,SHP102258,2025-07-16,Late Delivery,Negative,Cairo,34.1,Logistics Support,1,True,4.0
CMP200381,SHP103531,2025-06-12,Damaged Package,Negative,Delta,75.1,Claims & Damage,2,True,3.0
CMP200382,SHP103704,2025-05-15,Poor Communication,Negative,Cairo,11.8,Customer Success,1,True,5.0
CMP200383,SHP103477,2025-03-28,Poor Communication,Neutral,Delta,10.4,Customer Success,1,True,5.0
CMP200384,SHP103326,2025-04-13,Damaged Package,Negative,Giza,45.5,Claims & Damage,2,True,3.0
CMP200385,SHP100822,2025-07-17,Late Delivery,Negative,Cairo,23.5,Logistics Support,1,True,5.0
CMP200386,SHP102862,2025-07-24,Late Delivery,Negative,Cairo,37.1,Logistics Support,2,True,4.0
CMP200387,SHP100331,2025-04-19,Poor Communication,Negative,Upper Egypt,16.5,Customer Success,1,True,5.0
CMP200388,SHP101299,2025-02-23,Damaged Package,Negative,Alexandria,70.8,Claims & Damage,3,True,3.0
CMP200389,SHP101360,2025-11-16,Wrong Item,Negative,Upper Egypt,38.2,Fulfillment QA,1,True,4.0
CMP200390,SHP100666,2025-03-29,Damaged Package,Negative,Cairo,42.2,Claims & Damage,3,True,3.0
CMP200391,SHP100722,2025-02-01,Damaged Package,Neutral,Giza,59.7,Claims & Damage,2,True,3.0
CMP200392,SHP104491,2025-03-26,Wrong Item,Neutral,Cairo,22.8,Fulfillment QA,1,True,4.0
CMP200393,SHP102110,2025-01-25,Damaged Package,Negative,Giza,52.7,Claims & Damage,2,True,3.0
CMP200394,SHP104120,2025-07-29,Late Delivery,Negative,Cairo,41.8,Logistics Support,1,True,4.0
CMP200395,SHP101825,2025-08-21,Damaged Package,Negative,Delta,57.3,Claims & Damage,2,True,3.0
CMP200396,SHP101606,2025-07-08,Late Delivery,Negative,Suez,53.5,Logistics Support,1,True,4.0
CMP200397,SHP101039,2025-07-28,Late Delivery,Negative,Cairo,27.8,Logistics Support,1,True,5.0
CMP200398,SHP100987,2025-07-08,Late Delivery,Negative,Delta,42.3,Logistics Support,1,True,3.0
CMP200399,SHP104167,2025-04-05,Wrong Item,Positive,Alexandria,32.8,Fulfillment QA,1,True,4.0
CMP200400,SHP102886,2025-03-19,Poor Communication,Neutral,Cairo,5.3,Customer Success,1,False,
CMP200401,SHP103000,2025-04-11,Damaged Package,Neutral,Giza,58.2,Claims & Damage,2,True,4.0
CMP200402,SHP101852,2025-03-15,Wrong Item,Neutral,Giza,11.7,Fulfillment QA,1,False,
CMP200403,SHP102532,2025-08-01,Poor Communication,Neutral,Cairo,14.9,Customer Success,1,True,5.0
CMP200404,SHP103400,2025-11-19,Lost Shipment,Negative,Alexandria,84.1,Claims & Damage,3,True,3.0
CMP200405,SHP102129,2025-11-03,Damaged Package,Neutral,Cairo,69.0,Claims & Damage,2,True,3.0
CMP200406,SHP101670,2025-06-07,Poor Communication,Negative,Giza,16.7,Customer Success,1,True,4.0
CMP200407,SHP101278,2025-06-11,Wrong Item,Negative,Upper Egypt,24.1,Fulfillment QA,1,True,4.0
CMP200408,SHP100355,2025-08-03,Poor Communication,Negative,Delta,5.7,Customer Success,1,False,
CMP200409,SHP103012,2025-10-04,Lost Shipment,Negative,Alexandria,95.2,Claims & Damage,3,True,3.0
CMP200410,SHP104101,2025-06-03,Poor Communication,Negative,Giza,7.5,Customer Success,1,True,5.0
CMP200411,SHP101357,2025-07-27,Late Delivery,Neutral,Cairo,30.7,Logistics Support,1,True,4.0
CMP200412,SHP100047,2025-11-13,Poor Communication,Negative,Cairo,11.5,Customer Success,1,True,5.0
CMP200413,SHP103444,2025-07-26,Late Delivery,Negative,Delta,27.5,Logistics Support,2,True,5.0
CMP200414,SHP100187,2025-01-20,Late Delivery,Negative,Delta,54.9,Logistics Support,1,True,3.0
CMP200415,SHP101678,2025-11-25,Damaged Package,Negative,Alexandria,51.3,Claims & Damage,2,True,3.0
CMP200416,SHP103944,2025-09-12,Wrong Item,Negative,Upper Egypt,36.0,Fulfillment QA,1,True,5.0
CMP200417,SHP102136,2025-08-01,Late Delivery,Negative,Cairo,42.4,Logistics Support,1,True,4.0
CMP200418,SHP104408,2025-03-26,Poor Communication,Neutral,Giza,7.9,Customer Success,1,True,5.0
CMP200419,SHP101931,2025-11-03,Wrong Item,Negative,Delta,26.6,Fulfillment QA,1,True,4.0
CMP200420,SHP102433,2025-08-11,Late Delivery,Negative,Suez,22.2,Logistics Support,2,True,4.0
CMP200421,SHP102012,2025-05-10,Damaged Package,Neutral,Giza,50.4,Claims & Damage,2,True,5.0
CMP200422,SHP103191,2025-07-07,Late Delivery,Negative,Suez,44.8,Logistics Support,2,True,3.0
CMP200423,SHP102050,2025-07-11,Late Delivery,Negative,Giza,55.8,Logistics Support,1,True,3.0
CMP200424,SHP104663,2025-08-25,Wrong Item,Negative,Alexandria,28.9,Fulfillment QA,1,True,4.0
CMP200425,SHP101965,2025-07-17,Poor Communication,Negative,Cairo,9.8,Customer Success,1,True,4.0
CMP200426,SHP100101,2025-01-18,Wrong Item,Negative,Giza,18.4,Fulfillment QA,1,True,4.0
CMP200427,SHP102788,2025-07-12,Late Delivery,Negative,Cairo,36.1,Logistics Support,1,True,4.0
CMP200428,SHP101618,2025-02-27,Lost Shipment,Negative,Cairo,37.1,Claims & Damage,3,False,
CMP200429,SHP102360,2025-12-11,Wrong Item,Neutral,Cairo,33.8,Fulfillment QA,1,True,4.0
CMP200430,SHP104087,2025-02-02,Wrong Item,Negative,Giza,18.1,Fulfillment QA,1,True,5.0
CMP200431,SHP103834,2025-01-14,Wrong Item,Neutral,Giza,16.4,Fulfillment QA,1,True,4.0
CMP200432,SHP102850,2025-09-04,Late Delivery,Negative,Cairo,31.9,Logistics Support,1,True,4.0
CMP200433,SHP103745,2025-12-31,Wrong Item,Positive,Delta,36.5,Fulfillment QA,1,True,4.0
CMP200434,SHP101568,2025-07-30,Poor Communication,Neutral,Cairo,12.6,Customer Success,1,True,5.0
CMP200435,SHP102542,2026-01-02,Wrong Item,Negative,Giza,28.1,Fulfillment QA,2,True,4.0
CMP200436,SHP100351,2025-10-17,Damaged Package,Negative,Cairo,33.6,Claims & Damage,2,True,4.0
CMP200437,SHP103903,2025-12-19,Lost Shipment,Negative,Alexandria,76.2,Claims & Damage,3,True,3.0
CMP200438,SHP104645,2025-07-17,Wrong Item,Neutral,Cairo,6.4,Fulfillment QA,1,False,
CMP200439,SHP103232,2025-07-12,Late Delivery,Negative,Cairo,41.2,Logistics Support,1,True,5.0
CMP200440,SHP100186,2025-03-31,Damaged Package,Negative,Upper Egypt,30.2,Claims & Damage,2,True,4.0
CMP200441,SHP103266,2025-05-25,Lost Shipment,Negative,Cairo,82.8,Claims & Damage,3,True,3.0
CMP200442,SHP101453,2025-10-30,Damaged Package,Negative,Suez,37.7,Claims & Damage,2,True,5.0
CMP200443,SHP104464,2025-04-22,Lost Shipment,Negative,Giza,118.0,Claims & Damage,3,True,2.0
CMP200444,SHP103813,2025-08-04,Late Delivery,Negative,Delta,18.3,Logistics Support,1,False,
CMP200445,SHP101874,2025-12-13,Late Delivery,Neutral,Suez,46.2,Logistics Support,1,True,5.0
CMP200446,SHP102298,2025-07-15,Late Delivery,Negative,Delta,56.4,Logistics Support,1,True,4.0
CMP200447,SHP103778,2025-11-14,Poor Communication,Positive,Cairo,7.4,Customer Success,1,True,4.0
CMP200448,SHP104657,2025-08-03,Late Delivery,Negative,Giza,48.7,Logistics Support,1,True,4.0
CMP200449,SHP101585,2025-07-09,Late Delivery,Negative,Cairo,11.5,Logistics Support,1,False,
CMP200450,SHP103999,2025-01-09,Late Delivery,Negative,Upper Egypt,32.3,Logistics Support,1,True,4.0
CMP200451,SHP103642,2025-08-03,Late Delivery,Negative,Upper Egypt,28.3,Logistics Support,2,True,5.0
CMP200452,SHP101261,2025-02-14,Wrong Item,Neutral,Alexandria,6.2,Fulfillment QA,2,False,
CMP200453,SHP101329,2025-09-26,Damaged Package,Negative,Cairo,21.3,Claims & Damage,2,False,
CMP200454,SHP101085,2025-12-02,Poor Communication,Positive,Suez,10.4,Customer Success,1,True,5.0
CMP200455,SHP100891,2025-03-01,Damaged Package,Negative,Alexandria,72.7,Claims & Damage,3,True,3.0
CMP200456,SHP101622,2025-11-27,Late Delivery,Negative,Suez,34.0,Logistics Support,1,True,4.0
CMP200457,SHP100644,2025-09-02,Damaged Package,Negative,Alexandria,57.2,Claims & Damage,2,True,4.0
CMP200458,SHP101332,2025-07-20,Poor Communication,Negative,Cairo,8.7,Customer Success,1,True,5.0
CMP200459,SHP101873,2025-07-11,Poor Communication,Neutral,Giza,10.8,Customer Success,1,True,4.0
CMP200460,SHP102878,2025-07-15,Wrong Item,Neutral,Upper Egypt,7.2,Fulfillment QA,1,False,
CMP200461,SHP102295,2025-07-08,Late Delivery,Negative,Giza,47.5,Logistics Support,1,True,4.0
CMP200462,SHP101659,2025-03-20,Lost Shipment,Negative,Alexandria,59.4,Claims & Damage,3,True,4.0
CMP200463,SHP100587,2025-05-31,Damaged Package,Negative,Upper Egypt,54.5,Claims & Damage,2,True,4.0
CMP200464,SHP102906,2025-11-15,Poor Communication,Negative,Giza,13.0,Customer Success,1,True,5.0
CMP200465,SHP104325,2025-07-25,Poor Communication,Neutral,Cairo,13.3,Customer Success,1,True,5.0
CMP200466,SHP103228,2025-10-04,Wrong Item,Negative,Upper Egypt,21.0,Fulfillment QA,1,True,4.0
CMP200467,SHP102935,2025-07-07,Damaged Package,Negative,Suez,36.9,Claims & Damage,2,True,4.0
CMP200468,SHP101987,2025-07-28,Wrong Item,Negative,Giza,37.9,Fulfillment QA,2,True,4.0
CMP200469,SHP102744,2025-07-24,Late Delivery,Neutral,Upper Egypt,22.6,Logistics Support,1,True,5.0
CMP200470,SHP103558,2025-11-01,Poor Communication,Neutral,Giza,19.1,Customer Success,1,True,5.0
CMP200471,SHP101534,2025-03-15,Poor Communication,Positive,Giza,10.8,Customer Success,1,True,4.0
CMP200472,SHP104792,2025-10-18,Poor Communication,Neutral,Delta,8.5,Customer Success,1,True,5.0
CMP200473,SHP100091,2025-12-06,Damaged Package,Neutral,Giza,58.3,Claims & Damage,2,True,4.0
CMP200474,SHP101755,2025-07-27,Late Delivery,Neutral,Giza,14.2,Logistics Support,1,False,
CMP200475,SHP104903,2025-10-20,Damaged Package,Negative,Delta,47.9,Claims & Damage,2,True,4.0
CMP200476,SHP104185,2025-07-04,Poor Communication,Negative,Delta,19.1,Customer Success,1,True,5.0
CMP200477,SHP100288,2025-05-02,Poor Communication,Negative,Upper Egypt,9.9,Customer Success,2,True,5.0
CMP200478,SHP101872,2025-01-16,Wrong Item,Neutral,Alexandria,18.6,Fulfillment QA,1,True,4.0
CMP200479,SHP102840,2025-01-31,Damaged Package,Negative,Giza,22.1,Claims & Damage,2,False,
CMP200480,SHP104685,2025-02-07,Late Delivery,Negative,Upper Egypt,41.4,Logistics Support,1,True,4.0
CMP200481,SHP104068,2025-07-03,Wrong Item,Positive,Alexandria,24.0,Fulfillment QA,1,True,4.0
CMP200482,SHP103479,2025-11-20,Wrong Item,Negative,Cairo,23.7,Fulfillment QA,1,True,5.0
CMP200483,SHP103173,2025-05-30,Poor Communication,Negative,Giza,12.1,Customer Success,1,True,5.0
CMP200484,SHP104989,2025-03-30,Late Delivery,Negative,Suez,43.2,Logistics Support,1,True,4.0
CMP200485,SHP102610,2025-12-27,Wrong Item,Negative,Cairo,18.8,Fulfillment QA,2,True,5.0
CMP200486,SHP100016,2025-05-09,Lost Shipment,Neutral,Alexandria,147.5,Claims & Damage,3,True,1.0
CMP200487,SHP103863,2025-06-20,Poor Communication,Negative,Delta,10.4,Customer Success,1,True,5.0
CMP200488,SHP102699,2025-11-14,Wrong Item,Neutral,Suez,20.4,Fulfillment QA,2,True,5.0
CMP200489,SHP104330,2025-07-31,Poor Communication,Negative,Suez,9.8,Customer Success,1,True,5.0
CMP200490,SHP102349,2025-11-26,Damaged Package,Negative,Alexandria,72.0,Claims & Damage,2,True,4.0
CMP200491,SHP100829,2025-03-07,Late Delivery,Negative,Delta,40.3,Logistics Support,1,True,4.0
CMP200492,SHP103452,2025-01-23,Damaged Package,Negative,Delta,17.8,Claims & Damage,3,False,
CMP200493,SHP104605,2025-06-12,Damaged Package,Negative,Delta,51.8,Claims & Damage,2,True,4.0
CMP200494,SHP100470,2025-07-07,Wrong Item,Negative,Giza,17.7,Fulfillment QA,2,True,4.0
CMP200495,SHP100913,2025-06-19,Wrong Item,Neutral,Suez,36.1,Fulfillment QA,1,True,4.0
CMP200496,SHP101196,2025-03-10,Poor Communication,Neutral,Cairo,11.4,Customer Success,1,True,4.0
CMP200497,SHP100704,2025-01-12,Poor Communication,Negative,Alexandria,8.2,Customer Success,1,True,4.0
CMP200498,SHP102917,2025-05-14,Poor Communication,Positive,Alexandria,17.3,Customer Success,1,True,5.0
CMP200499,SHP100381,2025-07-17,Late Delivery,Negative,Upper Egypt,26.7,Logistics Support,1,True,4.0
