case_id,customer_id,project_id,unit_id,created_at,category,subcategory,priority,channel,first_response_at,resolved_at,status,resolution_sla_hours,resolution_sla_met,reopen_count,sentiment,escalation_flag,responsible_department
CAS-00272,CUS-000388,CST,CST-P2-B2-00688,2026-02-13 00:00:00,Sales Experience,Response Time,Critical,Phone,2026-02-13 00:05:00,2026-02-13 06:29:47,Resolved,4,False,0,Positive,True,Sales
CAS-00273,CUS-000427,CST,CST-P2-B4-00755,2026-01-29 00:00:00,Handover,Documentation,Low,Phone,2026-01-29 01:05:05,2026-01-31 01:33:13,Resolved,96,True,0,Positive,False,Customer Experience
CAS-00274,CUS-000434,CST,CST-P2-B1-00617,2024-08-24 00:00:00,General Inquiry,HOA / Facilities Management,Medium,Email,2024-08-24 01:18:29,,Open,48,,0,Negative,False,Customer Experience
CAS-00275,CUS-000359,CST,CST-P1-B1-00425,2024-10-11 00:00:00,General Inquiry,HOA / Facilities Management,Medium,Customer Portal,2024-10-11 02:34:17,2024-10-13 01:35:06,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00276,CUS-000305,CST,CST-P2-B4-00781,2026-02-09 00:00:00,Handover,Documentation,Medium,In-Person,2026-02-09 00:05:00,,Open,48,,0,Neutral,False,Customer Experience
CAS-00277,CUS-000475,CST,CST-P2-B1-00625,2024-08-10 00:00:00,Construction Update,Site Visit Request,Critical,In-Person,2024-08-10 01:41:58,2024-08-10 07:11:17,Resolved,4,True,0,Positive,False,Construction
CAS-00278,CUS-000294,CST,CST-P1-B3-00522,2025-06-23 00:00:00,Snagging / Quality,Finishing Quality,Medium,Phone,2025-06-23 00:05:00,,Open,48,,0,Positive,False,Construction
CAS-00279,CUS-000275,CST,CST-P1-B3-00532,2025-10-22 00:00:00,Construction Update,Site Visit Request,Critical,Email,2025-10-22 02:04:20,2025-10-22 03:04:20,Resolved,4,True,0,Neutral,True,Construction
CAS-00280,CUS-000274,CST,CST-P2-B4-00765,2026-06-24 00:00:00,Handover,Handover Date Concern,Low,Customer Portal,2026-06-24 01:43:53,2026-06-26 03:34:12,Resolved,96,True,0,Negative,False,Customer Experience
CAS-00281,CUS-000465,CST,CST-P2-B2-00679,2025-04-26 00:00:00,Construction Update,Delay Concern,High,Phone,2025-04-26 02:26:44,2025-04-27 02:41:18,Resolved,24,True,0,Positive,False,Construction
CAS-00282,CUS-000419,CST,CST-P1-B4-00576,2026-06-25 00:00:00,Collections,Installment Amount Query,Low,In-Person,2026-06-25 02:36:25,,Open,96,,0,Neutral,False,Collections
CAS-00283,CUS-000397,CST,CST-P2-B4-00770,2025-11-26 00:00:00,Construction Update,Delay Concern,Medium,Customer Portal,2025-11-26 03:02:01,2025-11-29 06:32:52,Resolved,48,False,0,Negative,False,Construction
CAS-00284,CUS-000304,CST,CST-P1-B4-00593,2025-10-14 00:00:00,Collections,Installment Amount Query,Low,WhatsApp,2025-10-14 00:05:00,,Open,96,,0,Negative,False,Collections
CAS-00285,CUS-000408,CST,CST-P1-B4-00564,2024-10-26 00:00:00,General Inquiry,Amenities,Medium,WhatsApp,2024-10-26 01:28:12,2024-10-28 01:31:45,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00286,CUS-000447,CST,CST-P1-B1-00430,2025-05-28 00:00:00,General Inquiry,Resale Process,Low,WhatsApp,2025-05-28 00:54:03,2025-06-01 17:30:01,Resolved,96,True,0,Negative,False,Customer Experience
CAS-00287,CUS-000468,CST,CST-P2-B3-00723,2026-02-23 00:00:00,General Inquiry,Amenities,Medium,Email,2026-02-23 02:38:03,2026-02-25 20:45:34,Resolved,48,True,0,Negative,False,Customer Experience
CAS-00288,CUS-000392,CST,CST-P1-B3-00542,2025-01-25 00:00:00,General Inquiry,Resale Process,Medium,WhatsApp,2025-01-25 01:37:45,2025-01-25 10:07:21,Resolved,48,True,0,Neutral,False,Customer Experience
CAS-00289,CUS-000471,CST,CST-P2-B3-00721,2024-09-24 00:00:00,General Inquiry,Amenities,Medium,WhatsApp,2024-09-24 01:26:31,2024-09-24 14:02:10,Resolved,48,True,0,Negative,False,Customer Experience
CAS-00290,CUS-000381,CST,CST-P1-B4-00602,2025-07-10 00:00:00,Sales Experience,Response Time,Low,WhatsApp,2025-07-10 01:19:17,2025-07-16 00:08:45,Resolved,96,True,0,Neutral,False,Sales
CAS-00291,CUS-000334,CST,CST-P1-B1-00447,2025-08-08 00:00:00,Sales Experience,Response Time,High,WhatsApp,2025-08-08 00:05:00,2025-08-09 06:20:39,Resolved,24,True,0,Positive,False,Sales
CAS-00292,CUS-000394,CST,CST-P2-B3-00705,2026-04-04 00:00:00,Collections,Installment Amount Query,High,Customer Portal,2026-04-04 00:05:00,2026-04-04 21:20:38,Resolved,24,True,0,Neutral,True,Collections
CAS-00293,CUS-000330,CST,CST-P1-B4-00600,2024-09-23 00:00:00,Snagging / Quality,Finishing Quality,High,In-Person,2024-09-23 00:22:53,,Open,24,,0,Neutral,False,Construction
CAS-00294,CUS-000365,CST,CST-P2-B3-00704,2024-12-30 00:00:00,Construction Update,Delay Concern,Medium,In-Person,2024-12-30 00:48:41,2024-12-31 20:57:37,Resolved,48,True,0,Negative,False,Construction
CAS-00295,CUS-000288,CST,CST-P2-B4-00768,2025-03-13 00:00:00,General Inquiry,Resale Process,Low,In-Person,2025-03-13 01:26:12,2025-03-16 05:10:57,Resolved,96,True,0,Positive,False,Customer Experience
CAS-00296,CUS-000474,CST,CST-P1-B1-00451,2026-02-28 00:00:00,General Inquiry,Resale Process,Medium,Customer Portal,2026-02-28 02:08:24,,Open,48,,0,Neutral,False,Customer Experience
CAS-00297,CUS-000373,CST,CST-P1-B2-00485,2024-07-02 00:00:00,Construction Update,Delay Concern,Medium,Customer Portal,2024-07-02 02:49:43,2024-07-04 05:00:20,Resolved,48,True,0,Neutral,False,Construction
CAS-00298,CUS-000385,CST,CST-P2-B3-00730,2025-10-05 00:00:00,General Inquiry,Amenities,Medium,Email,2025-10-05 00:30:07,,Open,48,,0,Positive,False,Customer Experience
CAS-00299,CUS-000384,CST,CST-P1-B2-00514,2025-06-23 00:00:00,Sales Experience,Communication Quality,Low,Email,2025-06-23 01:44:08,,Open,96,,0,Neutral,False,Sales
CAS-00300,CUS-000362,CST,CST-P2-B3-00735,2025-03-19 00:00:00,Construction Update,Progress Inquiry,High,Email,2025-03-19 00:05:00,2025-03-19 06:03:24,Resolved,24,True,0,Neutral,False,Construction
CAS-00301,CUS-000461,CST,CST-P1-B2-00486,2025-05-30 00:00:00,Construction Update,Progress Inquiry,Critical,Customer Portal,2025-05-30 02:27:06,2025-05-30 03:27:06,Resolved,4,True,1,Neutral,False,Construction
CAS-00302,CUS-000260,CST,CST-P2-B1-00610,2025-11-13 00:00:00,General Inquiry,HOA / Facilities Management,Medium,WhatsApp,2025-11-13 00:47:32,2025-11-14 15:59:54,Resolved,48,True,0,Neutral,False,Customer Experience
CAS-00303,CUS-000452,CST,CST-P1-B4-00601,2025-07-03 00:00:00,Snagging / Quality,Defect Report,Critical,Phone,2025-07-03 00:05:00,2025-07-03 05:14:13,Resolved,4,True,0,Positive,False,Construction
CAS-00304,CUS-000300,CST,CST-P1-B4-00584,2025-04-02 00:00:00,Handover,Handover Date Concern,Medium,Phone,2025-04-02 01:11:48,2025-04-04 02:22:15,Resolved,48,True,1,Neutral,False,Customer Experience
CAS-00305,CUS-000258,CST,CST-P1-B1-00445,2025-08-20 00:00:00,Construction Update,Progress Inquiry,Medium,In-Person,2025-08-20 02:15:25,2025-08-20 21:27:25,Resolved,48,True,0,Neutral,False,Construction
CAS-00306,CUS-000438,CST,CST-P2-B4-00779,2026-06-29 00:00:00,Handover,Documentation,High,Phone,2026-06-29 00:17:22,2026-06-29 01:17:22,Resolved,24,True,0,Negative,False,Customer Experience
CAS-00307,CUS-000425,CST,CST-P1-B2-00509,2026-02-23 00:00:00,Construction Update,Site Visit Request,High,WhatsApp,2026-02-23 01:39:21,2026-02-23 15:30:45,Resolved,24,True,0,Neutral,False,Construction
CAS-00308,CUS-000401,CST,CST-P2-B4-00774,2025-10-13 00:00:00,Handover,Documentation,Critical,Phone,2025-10-13 02:04:27,2025-10-13 03:04:27,Resolved,4,True,0,Neutral,True,Customer Experience
CAS-00309,CUS-000376,CST,CST-P2-B4-00754,2024-08-27 00:00:00,General Inquiry,Amenities,High,Email,2024-08-27 01:00:41,2024-08-27 19:12:13,Resolved,24,True,0,Positive,True,Customer Experience
CAS-00310,CUS-000446,CST,CST-P2-B2-00674,2025-12-09 00:00:00,General Inquiry,Resale Process,High,In-Person,2025-12-09 02:10:51,2025-12-09 12:43:24,Resolved,24,True,0,Positive,True,Customer Experience
CAS-00311,CUS-000319,CST,CST-P1-B2-00501,2024-08-22 00:00:00,Collections,Payment Plan Dispute,Critical,Email,2024-08-22 01:23:52,2024-08-22 02:23:52,Resolved,4,True,0,Neutral,False,Collections
CAS-00312,CUS-000441,CST,CST-P2-B1-00641,2025-09-09 00:00:00,Collections,Late Fee Dispute,Low,WhatsApp,2025-09-09 01:00:57,2025-09-10 22:46:56,Resolved,96,True,0,Negative,False,Collections
CAS-00313,CUS-000400,CST,CST-P1-B2-00479,2026-05-14 00:00:00,General Inquiry,HOA / Facilities Management,Low,WhatsApp,2026-05-14 00:16:33,2026-05-16 17:29:43,Resolved,96,True,1,Negative,False,Customer Experience
CAS-00314,CUS-000485,CST,CST-P1-B4-00604,2025-06-08 00:00:00,Sales Experience,Misrepresentation Concern,High,Email,2025-06-08 01:11:43,,Open,24,,0,Neutral,True,Sales
CAS-00315,CUS-000271,CST,CST-P2-B2-00691,2026-01-30 00:00:00,General Inquiry,HOA / Facilities Management,Medium,Phone,2026-01-30 00:05:00,2026-02-02 18:21:20,Resolved,48,False,0,Positive,False,Customer Experience
CAS-00316,CUS-000444,CST,CST-P2-B1-00653,2025-12-14 00:00:00,Collections,Late Fee Dispute,Medium,Phone,2025-12-14 01:35:03,2025-12-15 19:27:15,Resolved,48,True,0,Negative,False,Collections
CAS-00317,CUS-000375,CST,CST-P1-B2-00511,2026-06-24 00:00:00,General Inquiry,HOA / Facilities Management,Medium,Email,2026-06-24 00:56:50,2026-06-25 02:57:39,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00318,CUS-000303,CST,CST-P2-B1-00649,2025-01-22 00:00:00,General Inquiry,HOA / Facilities Management,Medium,WhatsApp,2025-01-22 00:31:07,2025-01-22 20:35:00,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00319,CUS-000273,CST,CST-P1-B1-00427,2025-11-25 00:00:00,Collections,Installment Amount Query,Critical,Customer Portal,2025-11-25 01:20:49,2025-11-25 02:20:49,Resolved,4,True,0,Neutral,False,Collections
CAS-00320,CUS-000290,CST,CST-P1-B4-00583,2025-07-31 00:00:00,Snagging / Quality,Defect Report,Medium,WhatsApp,2025-07-31 00:05:00,2025-07-31 09:59:22,Resolved,48,True,0,Neutral,False,Construction
CAS-00321,CUS-000389,CST,CST-P2-B2-00680,2025-05-05 00:00:00,Construction Update,Site Visit Request,Medium,Phone,2025-05-05 02:54:21,2025-05-07 14:03:33,Resolved,48,True,0,Positive,False,Construction
CAS-00322,CUS-000355,CST,CST-P2-B4-00751,2026-03-10 00:00:00,Collections,Installment Amount Query,Medium,Email,2026-03-10 01:53:08,2026-03-11 11:25:59,Resolved,48,True,0,Neutral,False,Collections
CAS-00323,CUS-000466,CST,CST-P2-B2-00702,2024-09-23 00:00:00,General Inquiry,Amenities,Medium,Email,2024-09-23 01:25:58,2024-09-24 20:53:13,Resolved,48,True,0,Neutral,False,Customer Experience
CAS-00324,CUS-000335,CST,CST-P2-B2-00685,2026-04-20 00:00:00,Sales Experience,Communication Quality,Medium,In-Person,2026-04-20 02:55:56,2026-04-21 06:49:39,Resolved,48,True,0,Positive,False,Sales
CAS-00325,CUS-000311,CST,CST-P2-B1-00612,2025-11-17 00:00:00,General Inquiry,Amenities,Medium,Phone,2025-11-17 01:37:32,2025-11-17 15:39:44,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00326,CUS-000462,CST,CST-P1-B1-00450,2025-08-13 00:00:00,Snagging / Quality,Finishing Quality,Low,Phone,2025-08-13 01:02:10,2025-08-17 22:36:03,Resolved,96,True,0,Positive,False,Construction
CAS-00327,CUS-000351,CST,CST-P2-B2-00697,2025-12-08 00:00:00,Snagging / Quality,Defect Report,High,Email,2025-12-08 01:05:43,,Open,24,,0,Neutral,True,Construction
CAS-00328,CUS-000339,CST,CST-P1-B2-00480,2025-12-29 00:00:00,General Inquiry,Resale Process,Low,WhatsApp,2025-12-29 00:05:00,2025-12-31 11:41:15,Resolved,96,True,0,Positive,False,Customer Experience
CAS-00329,CUS-000257,CST,CST-P1-B3-00519,2025-02-15 00:00:00,General Inquiry,HOA / Facilities Management,Low,In-Person,2025-02-15 00:16:54,,Open,96,,0,Neutral,False,Customer Experience
CAS-00330,CUS-000323,CST,CST-P1-B4-00562,2025-08-17 00:00:00,Sales Experience,Misrepresentation Concern,Critical,WhatsApp,2025-08-17 01:48:36,2025-08-17 05:53:13,Resolved,4,True,0,Positive,False,Sales
CAS-00331,CUS-000457,CST,CST-P2-B3-00720,2025-06-22 00:00:00,Collections,Installment Amount Query,Low,Phone,2025-06-22 02:55:16,,Open,96,,0,Positive,False,Collections
CAS-00332,CUS-000349,CST,CST-P2-B2-00673,2025-12-31 00:00:00,Snagging / Quality,Defect Report,Low,In-Person,2025-12-31 01:10:44,,Open,96,,0,Positive,False,Construction
CAS-00333,CUS-000443,CST,CST-P1-B4-00586,2024-10-09 00:00:00,Snagging / Quality,MEP Issue,Low,In-Person,2024-10-09 01:04:37,2024-10-12 23:33:45,Resolved,96,True,1,Positive,False,Construction
CAS-00334,CUS-000276,CST,CST-P2-B1-00609,2025-11-05 00:00:00,Handover,Final Payment Query,High,In-Person,2025-11-05 03:24:48,2025-11-05 23:28:05,Resolved,24,True,0,Neutral,False,Customer Experience
CAS-00335,CUS-000484,CST,CST-P1-B3-00544,2026-01-21 00:00:00,General Inquiry,Resale Process,High,Phone,2026-01-21 00:59:19,2026-01-21 05:22:28,Resolved,24,True,0,Negative,False,Customer Experience
CAS-00336,CUS-000483,CST,CST-P1-B4-00588,2025-03-29 00:00:00,Sales Experience,Response Time,Medium,Email,2025-03-29 00:26:07,,Open,48,,0,Neutral,False,Sales
CAS-00337,CUS-000309,CST,CST-P1-B3-00543,2025-01-12 00:00:00,Handover,Handover Date Concern,High,In-Person,2025-01-12 01:16:19,2025-01-13 03:05:01,Resolved,24,True,0,Neutral,False,Customer Experience
CAS-00338,CUS-000353,CST,CST-P1-B2-00490,2024-07-20 00:00:00,General Inquiry,Amenities,High,In-Person,2024-07-20 01:44:27,2024-07-20 17:33:30,Resolved,24,True,0,Neutral,True,Customer Experience
CAS-00339,CUS-000454,CST,CST-P1-B1-00466,2025-04-22 00:00:00,General Inquiry,Amenities,High,In-Person,2025-04-22 00:59:53,2025-04-23 03:19:11,Resolved,24,True,0,Negative,True,Customer Experience
CAS-00340,CUS-000350,CST,CST-P1-B1-00429,2024-11-18 00:00:00,General Inquiry,Amenities,Low,In-Person,2024-11-18 01:14:54,2024-11-18 12:38:11,Resolved,96,True,0,Positive,False,Customer Experience
CAS-00341,CUS-000391,CST,CST-P2-B1-00632,2025-08-24 00:00:00,Snagging / Quality,MEP Issue,Critical,Customer Portal,2025-08-24 02:43:16,2025-08-24 09:42:47,Resolved,4,False,0,Neutral,True,Construction
CAS-00342,CUS-000473,CST,CST-P2-B2-00693,2025-03-10 00:00:00,Snagging / Quality,MEP Issue,Critical,Phone,2025-03-10 00:39:23,2025-03-10 01:39:23,Resolved,4,True,0,Positive,True,Construction
CAS-00343,CUS-000306,CST,CST-P1-B4-00599,2024-10-09 00:00:00,Collections,Late Fee Dispute,High,Customer Portal,2024-10-09 02:44:11,2024-10-09 07:14:05,Resolved,24,True,0,Negative,True,Collections
CAS-00344,CUS-000437,CST,CST-P2-B3-00729,2024-07-28 00:00:00,Snagging / Quality,Defect Report,Low,Customer Portal,2024-07-28 01:06:11,2024-08-03 12:49:49,Resolved,96,False,0,Neutral,False,Construction
CAS-00345,CUS-000337,CST,CST-P2-B2-00667,2024-08-21 00:00:00,Sales Experience,Misrepresentation Concern,Low,In-Person,2024-08-21 01:31:15,2024-08-25 11:06:22,Resolved,96,True,0,Negative,False,Sales
CAS-00346,CUS-000269,CST,CST-P2-B1-00631,2025-11-23 00:00:00,General Inquiry,HOA / Facilities Management,Medium,Customer Portal,2025-11-23 00:32:33,2025-11-26 13:56:16,Resolved,48,False,0,Neutral,False,Customer Experience
CAS-00347,CUS-000354,CST,CST-P1-B2-00498,2025-04-19 00:00:00,Collections,Payment Plan Dispute,Medium,WhatsApp,2025-04-19 00:44:31,,Open,48,,0,Negative,False,Collections
CAS-00348,CUS-000480,CST,CST-P2-B3-00743,2025-02-17 00:00:00,General Inquiry,Amenities,High,Email,2025-02-17 00:49:48,2025-02-17 09:16:50,Resolved,24,True,0,Neutral,True,Customer Experience
CAS-00349,CUS-000433,CST,CST-P1-B4-00592,2024-09-20 00:00:00,Construction Update,Delay Concern,Low,WhatsApp,2024-09-20 04:01:45,2024-09-22 20:54:18,Resolved,96,True,0,Neutral,False,Construction
CAS-00350,CUS-000428,CST,CST-P2-B1-00614,2025-10-02 00:00:00,Handover,Handover Date Concern,Medium,Customer Portal,2025-10-02 02:43:22,2025-10-02 03:43:22,Resolved,48,True,0,Negative,False,Customer Experience
CAS-00351,CUS-000340,CST,CST-P1-B3-00515,2026-02-08 00:00:00,General Inquiry,HOA / Facilities Management,Low,Customer Portal,2026-02-08 00:33:51,2026-02-11 17:54:07,Resolved,96,True,0,Neutral,False,Customer Experience
CAS-00352,CUS-000364,CST,CST-P1-B2-00512,2025-01-25 00:00:00,Snagging / Quality,Defect Report,Critical,Email,2025-01-25 01:28:49,,Open,4,,0,Positive,True,Construction
CAS-00353,CUS-000402,CST,CST-P2-B1-00624,2025-11-11 00:00:00,Construction Update,Delay Concern,Low,Customer Portal,2025-11-11 00:39:25,,Open,96,,0,Neutral,False,Construction
CAS-00354,CUS-000307,CST,CST-P2-B2-00677,2025-03-31 00:00:00,Construction Update,Progress Inquiry,Low,Phone,2025-03-31 00:41:51,2025-04-04 05:19:42,Resolved,96,True,0,Neutral,False,Construction
CAS-00355,CUS-000317,CST,CST-P2-B3-00715,2025-11-16 00:00:00,Snagging / Quality,Finishing Quality,High,WhatsApp,2025-11-16 02:08:59,2025-11-17 00:05:59,Resolved,24,True,0,Neutral,False,Construction
CAS-00356,CUS-000377,CST,CST-P1-B2-00493,2025-03-01 00:00:00,Collections,Late Fee Dispute,Medium,In-Person,2025-03-01 01:11:32,2025-03-01 09:38:50,Resolved,48,True,0,Neutral,False,Collections
CAS-00357,CUS-000367,CST,CST-P2-B4-00771,2025-03-07 00:00:00,General Inquiry,Resale Process,Medium,In-Person,2025-03-07 01:00:15,2025-03-10 00:09:16,Resolved,48,True,0,Negative,False,Customer Experience
CAS-00358,CUS-000291,CST,CST-P1-B2-00470,2025-05-28 00:00:00,Construction Update,Site Visit Request,High,WhatsApp,2025-05-28 00:26:40,2025-05-28 05:56:23,Resolved,24,True,0,Positive,False,Construction
CAS-00359,CUS-000448,CST,CST-P1-B1-00463,2025-04-15 00:00:00,General Inquiry,Resale Process,Low,Customer Portal,2025-04-15 00:22:13,2025-04-19 06:52:22,Resolved,96,True,0,Neutral,False,Customer Experience
CAS-00360,CUS-000293,CST,CST-P2-B2-00663,2025-10-28 00:00:00,Snagging / Quality,MEP Issue,Medium,In-Person,2025-10-28 00:27:33,2025-10-29 07:19:27,Resolved,48,True,0,Positive,False,Construction
CAS-00361,CUS-000263,CST,CST-P2-B3-00725,2026-06-14 00:00:00,Snagging / Quality,Finishing Quality,High,Customer Portal,2026-06-14 00:05:00,2026-06-14 23:42:41,Resolved,24,True,0,Negative,True,Construction
CAS-00362,CUS-000383,CST,CST-P1-B2-00505,2025-01-10 00:00:00,Collections,Late Fee Dispute,High,Email,2025-01-10 01:39:04,2025-01-10 14:30:00,Resolved,24,True,0,Neutral,True,Collections
CAS-00363,CUS-000398,CST,CST-P2-B1-00622,2025-05-16 00:00:00,Sales Experience,Communication Quality,Medium,WhatsApp,2025-05-16 01:37:53,2025-05-17 16:48:37,Resolved,48,True,0,Negative,False,Sales
CAS-00364,CUS-000261,CST,CST-P1-B2-00508,2026-04-05 00:00:00,Construction Update,Site Visit Request,Critical,In-Person,2026-04-05 01:43:52,2026-04-05 04:24:59,Resolved,4,True,0,Negative,True,Construction
CAS-00365,CUS-000449,CST,CST-P2-B1-00655,2025-10-15 00:00:00,General Inquiry,Resale Process,Medium,Email,2025-10-15 01:45:09,2025-10-16 14:15:01,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00366,CUS-000463,CST,CST-P1-B2-00476,2024-07-30 00:00:00,General Inquiry,Amenities,Medium,WhatsApp,2024-07-30 02:13:39,2024-07-31 22:38:05,Resolved,48,True,0,Neutral,False,Customer Experience
CAS-00367,CUS-000489,CST,CST-P2-B1-00620,2024-12-18 00:00:00,Handover,Final Payment Query,Low,Phone,2024-12-18 02:52:01,2024-12-22 11:51:16,Resolved,96,True,1,Negative,False,Customer Experience
CAS-00368,CUS-000442,CST,CST-P2-B3-00714,2024-12-22 00:00:00,General Inquiry,Resale Process,Medium,Customer Portal,2024-12-22 02:27:27,2024-12-22 20:05:11,Resolved,48,True,0,Negative,False,Customer Experience
CAS-00369,CUS-000390,CST,CST-P1-B3-00555,2024-12-27 00:00:00,Sales Experience,Response Time,Low,Email,2024-12-27 03:50:55,2025-01-01 19:46:25,Resolved,96,True,0,Positive,False,Sales
CAS-00370,CUS-000423,CST,CST-P1-B3-00529,2026-03-01 00:00:00,Handover,Documentation,Low,Phone,2026-03-01 02:50:24,2026-03-05 23:13:24,Resolved,96,True,0,Neutral,False,Customer Experience
CAS-00371,CUS-000460,CST,CST-P2-B3-00722,2025-12-16 00:00:00,Collections,Late Fee Dispute,Low,Phone,2025-12-16 01:32:48,,Open,96,,0,Neutral,False,Collections
CAS-00372,CUS-000430,CST,CST-P1-B4-00581,2025-07-24 00:00:00,Collections,Late Fee Dispute,Low,WhatsApp,2025-07-24 01:19:59,2025-07-25 08:58:59,Resolved,96,True,0,Negative,False,Collections
CAS-00373,CUS-000345,CST,CST-P2-B1-00626,2026-05-08 00:00:00,Construction Update,Progress Inquiry,Medium,WhatsApp,2026-05-08 00:31:30,2026-05-08 13:17:57,Resolved,48,True,0,Positive,False,Construction
CAS-00374,CUS-000386,CST,CST-P1-B1-00446,2024-11-09 00:00:00,Snagging / Quality,MEP Issue,Low,Email,2024-11-09 01:58:34,2024-11-14 16:47:17,Resolved,96,True,0,Negative,False,Construction
CAS-00375,CUS-000409,CST,CST-P1-B1-00435,2025-07-31 00:00:00,Handover,Handover Date Concern,High,In-Person,2025-07-31 01:06:22,2025-07-31 13:30:40,Resolved,24,True,0,Neutral,True,Customer Experience
CAS-00376,CUS-000422,CST,CST-P2-B2-00682,2025-05-17 00:00:00,Collections,Installment Amount Query,Medium,Customer Portal,2025-05-17 01:45:22,2025-05-18 21:11:46,Resolved,48,True,0,Neutral,False,Collections
CAS-00377,CUS-000404,CST,CST-P2-B2-00678,2025-12-29 00:00:00,General Inquiry,HOA / Facilities Management,High,Phone,2025-12-29 00:36:32,,Open,24,,0,Neutral,False,Customer Experience
CAS-00378,CUS-000370,CST,CST-P1-B4-00574,2026-04-29 00:00:00,Sales Experience,Communication Quality,Medium,Phone,2026-04-29 03:23:09,2026-04-30 23:00:36,Resolved,48,True,0,Positive,False,Sales
CAS-00379,CUS-000363,CST,CST-P1-B1-00428,2025-03-02 00:00:00,Sales Experience,Misrepresentation Concern,Low,Email,2025-03-02 00:16:50,,Open,96,,0,Neutral,False,Sales
CAS-00380,CUS-000298,CST,CST-P2-B3-00736,2025-10-18 00:00:00,General Inquiry,HOA / Facilities Management,Low,Email,2025-10-18 03:11:20,,Open,96,,0,Positive,False,Customer Experience
CAS-00381,CUS-000417,CST,CST-P2-B2-00669,2024-09-11 00:00:00,Handover,Documentation,Critical,Customer Portal,2024-09-11 00:59:49,2024-09-11 04:02:13,Resolved,4,True,0,Neutral,True,Customer Experience
CAS-00382,CUS-000415,CST,CST-P2-B1-00642,2024-12-01 00:00:00,Handover,Handover Date Concern,Medium,In-Person,2024-12-01 01:10:02,2024-12-01 17:43:02,Resolved,48,True,1,Neutral,False,Customer Experience
CAS-00383,CUS-000295,CST,CST-P1-B2-00507,2025-05-22 00:00:00,General Inquiry,Resale Process,High,In-Person,2025-05-22 01:44:42,2025-05-22 23:14:13,Resolved,24,True,0,Positive,False,Customer Experience
CAS-00384,CUS-000508,VTX,VTX-P2-B4-01045,2024-10-30 00:00:00,Collections,Installment Amount Query,Medium,Customer Portal,2024-10-30 00:05:00,2024-10-31 01:30:24,Resolved,48,True,0,Neutral,False,Collections
CAS-00385,CUS-000594,VTX,VTX-P1-B1-00806,2024-08-18 00:00:00,Handover,Final Payment Query,Medium,Phone,2024-08-18 02:08:43,2024-08-19 17:22:50,Resolved,48,True,0,Positive,False,Customer Experience
CAS-00386,CUS-000665,VTX,VTX-P1-B2-00854,2025-09-18 00:00:00,Collections,Payment Plan Dispute,High,In-Person,2025-09-18 00:05:00,,Open,24,,0,Neutral,True,Collections
CAS-00387,CUS-000538,VTX,VTX-P2-B3-00996,2024-12-15 00:00:00,General Inquiry,HOA / Facilities Management,Low,In-Person,2024-12-15 01:11:10,2024-12-19 21:37:06,Resolved,96,True,0,Negative,False,Customer Experience
CAS-00388,CUS-000529,VTX,VTX-P2-B4-01025,2026-06-18 00:00:00,Construction Update,Delay Concern,Low,Customer Portal,2026-06-18 01:24:47,2026-06-21 05:09:53,Resolved,96,True,0,Negative,False,Construction
CAS-00389,CUS-000585,VTX,VTX-P1-B1-00809,2026-04-03 00:00:00,Collections,Payment Plan Dispute,High,WhatsApp,2026-04-03 00:05:00,2026-04-04 04:00:50,Resolved,24,True,0,Neutral,False,Collections
CAS-00390,CUS-000626,VTX,VTX-P1-B1-00827,2025-03-23 00:00:00,Snagging / Quality,Finishing Quality,Medium,In-Person,2025-03-23 00:56:56,2025-03-26 14:05:25,Resolved,48,False,0,Neutral,False,Construction
CAS-00391,CUS-000582,VTX,VTX-P1-B2-00838,2025-06-16 00:00:00,Handover,Documentation,Medium,Phone,2025-06-16 00:05:00,2025-06-18 17:52:18,Resolved,48,True,0,Neutral,False,Customer Experience
CAS-00392,CUS-000602,VTX,VTX-P2-B3-00993,2024-08-12 00:00:00,Handover,Handover Date Concern,Low,Customer Portal,2024-08-12 02:54:21,2024-08-17 02:10:25,Resolved,96,True,0,Positive,False,Customer Experience
CAS-00393,CUS-000604,VTX,VTX-P2-B4-01030,2025-05-27 00:00:00,Handover,Handover Date Concern,High,WhatsApp,2025-05-27 00:05:00,2025-05-27 21:44:41,Resolved,24,True,0,Negative,False,Customer Experience
CAS-00394,CUS-000544,VTX,VTX-P1-B3-00877,2025-04-04 00:00:00,Handover,Documentation,Medium,Phone,2025-04-04 00:48:52,2025-04-05 12:27:14,Resolved,48,True,0,Neutral,False,Customer Experience
CAS-00395,CUS-000656,VTX,VTX-P2-B3-01010,2025-06-29 00:00:00,Construction Update,Delay Concern,Low,Phone,2025-06-29 03:01:00,,Open,96,,0,Positive,False,Construction
CAS-00396,CUS-000512,VTX,VTX-P2-B2-00988,2026-01-23 00:00:00,Collections,Late Fee Dispute,Medium,Email,2026-01-23 01:36:21,,Open,48,,0,Neutral,False,Collections
