unit_id,project_id,phase,building,floor,unit_type,bedrooms,built_up_area_sqm,garden_area_sqm,terrace_area_sqm,view_type,list_price,price_per_sqm,release_date,unit_status,reservation_date,contract_date,cancellation_date,buyer_id,broker_id,sales_agent_id,discount_pct,net_contract_value,payment_plan_years,down_payment_pct,expected_handover_date,forecast_handover_date,construction_completion_pct,days_on_market,availability_bucket
AUR-P2-B4-00257,AUR,Phase 2,Building D,0,Villa,5,492.6,282.8,55.9,Skyline View,26381685.6,53556.0,2025-03-05,contracted,2024-08-08,2024-08-27,,CUS-000141,,AGT-005,2.2,25801288.52,3,15.5,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B4-00258,AUR,Phase 2,Building D,7,Apartment,2,237.1,0.0,25.3,Courtyard View,11883689.1,50121.0,2024-12-11,contracted,2026-06-24,2026-06-30,,CUS-000021,,AGT-007,3.9,11420225.23,5,22.1,2027-03-31,2027-03-31,54.0,560,365+ days
AUR-P2-B4-00259,AUR,Phase 2,Building D,3,Apartment,4,120.7,56.7,14.6,Skyline View,6871933.8,56934.0,2025-07-22,contracted,2024-10-09,2024-10-22,,CUS-000119,,AGT-008,5.7,6480233.57,3,17.6,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B4-00260,AUR,Phase 2,Building D,5,Duplex,3,126.9,0.0,9.4,Street View,6093864.9,48021.0,2025-07-30,available,,,,,,,,,,,,,54.0,335,181-365 days
AUR-P2-B4-00261,AUR,Phase 2,Building D,0,Villa,5,415.4,246.8,47.7,Skyline View,24212835.2,58288.0,2025-06-07,available,,,,,,,,,,,,,54.0,388,365+ days
AUR-P2-B4-00262,AUR,Phase 2,Building D,8,Apartment,3,124.1,0.0,0.0,Street View,7784420.7,62727.0,2024-11-11,contracted,2024-12-28,2025-01-12,,CUS-000080,,AGT-004,3.6,7504181.55,3,19.1,2027-03-31,2027-03-31,54.0,47,31-90 days
AUR-P2-B4-00263,AUR,Phase 2,Building D,3,Apartment,4,229.3,0.0,26.0,Garden View,13359247.3,58261.0,2025-05-22,contracted,2024-07-10,2024-08-01,,CUS-000204,,AGT-003,3.7,12864955.15,4,15.2,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B4-00264,AUR,Phase 2,Building D,6,Apartment,2,146.7,8.0,13.8,Street View,9080436.6,61898.0,2024-12-05,contracted,2025-04-03,2025-04-18,,CUS-000193,,AGT-007,3.6,8753540.88,3,17.8,2027-03-31,2027-03-31,54.0,119,91-180 days
AUR-P2-B4-00265,AUR,Phase 2,Building D,0,Villa,4,355.1,243.1,28.4,Street View,16842037.9,47429.0,2025-08-13,available,,,,,,,,,,,,,54.0,321,181-365 days
AUR-P2-B4-00266,AUR,Phase 2,Building D,0,Duplex,4,216.4,0.0,15.9,Garden View,10404944.8,48082.0,2024-12-05,available,,,,,,,,,,,,,54.0,572,365+ days
AUR-P2-B4-00267,AUR,Phase 2,Building D,12,Apartment,2,95.5,0.0,0.0,Garden View,4058177.0,42494.0,2024-12-06,contracted,2026-02-14,2026-02-27,,CUS-000100,,AGT-003,4.0,3895849.92,6,22.5,2027-03-31,2027-03-31,54.0,435,365+ days
AUR-P2-B4-00268,AUR,Phase 2,Building D,10,Duplex,3,140.5,0.0,17.4,Skyline View,6321095.0,44990.0,2025-05-18,contracted,2025-04-26,2025-05-10,,CUS-000206,,AGT-004,2.8,6144104.34,6,19.8,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B4-00269,AUR,Phase 2,Building D,2,Apartment,2,206.1,0.0,0.0,Skyline View,12589206.3,61083.0,2024-11-03,contracted,2025-10-06,2025-10-23,,CUS-000236,,AGT-003,5.7,11871621.54,4,16.5,2027-03-31,2027-03-31,54.0,337,181-365 days
AUR-P2-B4-00270,AUR,Phase 2,Building D,10,Apartment,2,111.8,26.9,10.3,Skyline View,6591616.2,58959.0,2025-07-23,contracted,2026-04-22,2026-05-12,,CUS-000129,,AGT-003,5.4,6235668.93,6,24.6,2027-03-31,2027-03-31,54.0,273,181-365 days
AUR-P2-B4-00271,AUR,Phase 2,Building D,5,Apartment,4,125.1,0.0,28.5,Courtyard View,5386180.5,43055.0,2025-02-05,contracted,2025-07-11,2025-08-03,,CUS-000103,,AGT-010,4.3,5154574.74,3,23.6,2027-03-31,2027-03-31,54.0,156,91-180 days
AUR-P2-B4-00272,AUR,Phase 2,Building D,0,Villa,5,454.2,344.0,46.0,Skyline View,22488350.4,49512.0,2025-02-11,reserved,2026-06-26,,,CUS-000004,,AGT-007,4.6,21453886.28,5,16.2,2027-03-31,2027-03-31,54.0,500,365+ days
AUR-P2-B4-00273,AUR,Phase 2,Building D,0,Villa,5,305.7,233.6,20.9,Skyline View,19555323.3,63969.0,2025-05-25,available,,,,,,,,,,,,,54.0,401,365+ days
AUR-P2-B4-00274,AUR,Phase 2,Building D,11,Apartment,3,195.3,31.5,0.0,Street View,9906201.9,50723.0,2024-11-28,contracted,2026-03-04,2026-03-25,,CUS-000046,,AGT-003,3.1,9599109.64,3,16.5,2027-03-31,2027-03-31,54.0,461,365+ days
AUR-P2-B4-00275,AUR,Phase 2,Building D,0,Villa,4,400.5,101.1,24.8,Street View,25680060.0,64120.0,2025-05-10,contracted,2024-07-12,2024-08-22,,CUS-000195,,AGT-010,5.8,24190616.52,5,19.6,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B4-00276,AUR,Phase 2,Building D,0,Duplex,5,178.8,0.0,24.2,Garden View,9044598.0,50585.0,2025-03-28,available,,,,,,,,,,,,,54.0,459,365+ days
AUR-P2-B4-00277,AUR,Phase 2,Building D,7,Duplex,4,126.4,5.3,26.9,Skyline View,7664643.2,60638.0,2025-06-13,available,,,,,,,,,,,,,54.0,382,365+ days
AUR-P2-B4-00278,AUR,Phase 2,Building D,2,Apartment,3,162.5,0.0,21.9,Skyline View,8405962.5,51729.0,2024-12-13,contracted,2024-09-30,2024-10-01,,CUS-000047,,AGT-001,5.3,7960446.49,3,21.2,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P2-B4-00279,AUR,Phase 2,Building D,2,Apartment,3,145.1,41.8,20.7,Skyline View,7074060.3,48753.0,2025-06-15,available,,,,,,,,,,,,,54.0,380,365+ days
AUR-P2-B4-00280,AUR,Phase 2,Building D,0,Apartment,3,229.5,0.0,0.0,Street View,11663878.5,50823.0,2025-07-11,available,,,,,,,,,,,,,54.0,354,181-365 days
AUR-P3-B1-00281,AUR,Phase 3,Building A,0,Villa,5,495.0,290.9,53.3,Skyline View,27791775.0,56145.0,2026-01-22,reserved,2026-06-12,,,CUS-000149,BRK-14,AGT-002,2.5,27096980.62,3,19.8,2027-03-31,2027-03-31,54.0,141,91-180 days
AUR-P3-B1-00282,AUR,Phase 3,Building A,14,Apartment,2,211.0,14.6,24.8,Courtyard View,9678570.0,45870.0,2026-02-12,reserved,2026-04-02,,,CUS-000109,,AGT-006,3.0,9388212.9,4,20.9,2027-03-31,2027-03-31,54.0,49,31-90 days
AUR-P3-B1-00283,AUR,Phase 3,Building A,14,Apartment,3,204.1,0.0,10.1,Skyline View,9038568.5,44285.0,2025-10-28,contracted,2025-09-02,2025-09-03,,CUS-000075,BRK-07,AGT-010,5.5,8541447.23,6,18.9,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00284,AUR,Phase 3,Building A,13,Duplex,4,147.9,0.0,28.7,Garden View,9745131.0,65890.0,2025-12-03,available,,,,,,,,,,,,,54.0,209,181-365 days
AUR-P3-B1-00285,AUR,Phase 3,Building A,10,Duplex,3,196.9,0.0,19.1,Courtyard View,10148816.7,51543.0,2025-11-21,reserved,2026-01-22,,,CUS-000175,,AGT-006,5.8,9560185.33,5,20.0,2027-03-31,2027-03-31,54.0,62,31-90 days
AUR-P3-B1-00286,AUR,Phase 3,Building A,0,Villa,4,465.3,168.2,27.4,Courtyard View,21928193.1,47127.0,2025-10-16,contracted,2026-05-31,2026-06-01,,CUS-000140,,AGT-008,5.3,20765998.87,6,15.6,2027-03-31,2027-03-31,54.0,227,181-365 days
AUR-P3-B1-00287,AUR,Phase 3,Building A,13,Apartment,3,130.1,19.5,0.0,Skyline View,5537316.2,42562.0,2026-01-22,contracted,2024-07-21,2024-08-06,,CUS-000102,,AGT-007,3.3,5354584.77,4,24.4,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00288,AUR,Phase 3,Building A,14,Apartment,3,137.6,0.0,0.0,Pool View,8821260.8,64108.0,2025-10-19,contracted,2026-05-20,2026-06-12,,CUS-000023,,AGT-003,3.1,8547801.72,5,17.7,2027-03-31,2027-03-31,54.0,213,181-365 days
AUR-P3-B1-00289,AUR,Phase 3,Building A,10,Apartment,4,119.7,0.0,0.0,Pool View,7757637.3,64809.0,2025-12-26,available,,,,,,,,,,,,,54.0,186,181-365 days
AUR-P3-B1-00290,AUR,Phase 3,Building A,0,Villa,4,516.7,243.6,29.0,Skyline View,29007021.3,56139.0,2026-01-12,available,,,,,,,,,,,,,54.0,169,91-180 days
AUR-P3-B1-00291,AUR,Phase 3,Building A,5,Apartment,4,130.9,3.0,29.0,Skyline View,5525419.9,42211.0,2026-04-12,contracted,2026-06-17,2026-06-30,,CUS-000032,,AGT-006,4.0,5304403.1,6,22.1,2027-03-31,2027-03-31,54.0,66,31-90 days
AUR-P3-B1-00292,AUR,Phase 3,Building A,6,Duplex,3,181.3,40.1,0.0,Street View,11077248.7,61099.0,2026-02-20,available,,,,,,,,,,,,,54.0,130,91-180 days
AUR-P3-B1-00293,AUR,Phase 3,Building A,0,Villa,5,417.4,298.4,31.0,Pool View,27771291.6,66534.0,2026-05-19,contracted,2026-01-20,2026-02-08,,CUS-000192,,AGT-008,5.7,26188327.98,5,23.9,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00294,AUR,Phase 3,Building A,0,Villa,5,349.3,394.4,24.2,Garden View,19487097.7,55789.0,2026-01-18,available,,,,,,,,,,,,,54.0,163,91-180 days
AUR-P3-B1-00295,AUR,Phase 3,Building A,11,Apartment,3,104.6,0.0,26.7,Pool View,4617253.2,44142.0,2026-01-22,reserved,2025-09-28,,,CUS-000143,,AGT-009,4.0,4432563.07,4,16.6,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00296,AUR,Phase 3,Building A,10,Duplex,5,197.0,0.0,22.6,Skyline View,12089693.0,61369.0,2026-05-18,reserved,2024-08-24,,,CUS-000111,,AGT-009,5.4,11436849.58,3,19.6,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00297,AUR,Phase 3,Building A,1,Duplex,5,107.2,0.0,0.0,Garden View,5234576.0,48830.0,2025-11-10,available,,,,,,,,,,,,,54.0,232,181-365 days
AUR-P3-B1-00298,AUR,Phase 3,Building A,1,Apartment,4,203.5,48.4,18.9,Skyline View,9074879.0,44594.0,2026-01-13,available,,,,,,,,,,,,,54.0,168,91-180 days
AUR-P3-B1-00299,AUR,Phase 3,Building A,3,Apartment,3,234.6,0.0,26.8,Courtyard View,12171048.0,51880.0,2026-06-16,contracted,2025-09-05,2025-10-10,,CUS-000104,,AGT-003,4.2,11659863.98,5,16.8,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00300,AUR,Phase 3,Building A,14,Apartment,2,104.1,0.0,17.3,Garden View,6094118.1,58541.0,2025-12-10,contracted,2026-04-25,2026-05-28,,CUS-000152,,AGT-006,2.2,5960047.5,5,15.0,2027-03-31,2027-03-31,54.0,136,91-180 days
AUR-P3-B1-00301,AUR,Phase 3,Building A,1,Apartment,4,202.2,29.9,13.2,Street View,13408893.0,66315.0,2026-02-22,available,,,,,,,,,,,,,54.0,128,91-180 days
AUR-P3-B1-00302,AUR,Phase 3,Building A,10,Duplex,4,214.1,4.7,11.7,Courtyard View,9105887.1,42531.0,2026-03-12,contracted,2026-05-09,2026-05-22,,CUS-000010,,AGT-007,4.7,8677910.41,4,20.0,2027-03-31,2027-03-31,54.0,58,31-90 days
AUR-P3-B1-00303,AUR,Phase 3,Building A,6,Apartment,4,114.8,0.0,11.8,Courtyard View,7753477.2,67539.0,2026-04-27,contracted,2025-03-21,2025-04-05,,CUS-000117,,AGT-004,4.9,7373556.82,4,18.0,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00304,AUR,Phase 3,Building A,0,Villa,6,407.6,176.1,46.1,Street View,18723106.0,45935.0,2026-05-07,available,,,,,,,,,,,,,54.0,54,31-90 days
AUR-P3-B1-00305,AUR,Phase 3,Building A,4,Apartment,3,97.0,0.0,23.3,Courtyard View,6041063.0,62279.0,2026-05-09,reserved,2025-10-16,,,CUS-000133,,AGT-007,2.4,5896077.49,3,18.6,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00306,AUR,Phase 3,Building A,7,Duplex,4,190.5,0.0,0.0,Skyline View,8215312.5,43125.0,2025-11-18,available,,,,,,,,,,,,,54.0,224,181-365 days
AUR-P3-B1-00307,AUR,Phase 3,Building A,11,Apartment,3,120.6,0.0,12.0,Skyline View,7448979.6,61766.0,2025-11-04,contracted,2025-02-26,2025-03-25,,CUS-000139,,AGT-009,2.3,7277653.07,5,19.8,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00308,AUR,Phase 3,Building A,0,Villa,4,463.0,223.6,25.4,Courtyard View,22684685.0,48995.0,2026-06-16,available,,,,,,,,,,,,,54.0,14,0-30 days
AUR-P3-B1-00309,AUR,Phase 3,Building A,1,Duplex,5,197.5,0.0,0.0,Garden View,9812195.0,49682.0,2026-01-03,available,,,,,,,,,,,,,54.0,178,91-180 days
AUR-P3-B1-00310,AUR,Phase 3,Building A,4,Apartment,2,219.7,0.0,0.0,Garden View,13499466.5,61445.0,2026-01-06,contracted,2024-10-23,2024-11-01,,CUS-000120,,AGT-004,5.8,12716497.44,5,21.7,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00311,AUR,Phase 3,Building A,13,Apartment,4,238.0,0.0,0.0,Courtyard View,15772260.0,66270.0,2025-10-15,contracted,2024-11-29,2024-12-27,,CUS-000244,BRK-01,AGT-003,3.3,15251775.42,6,22.3,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00312,AUR,Phase 3,Building A,9,Apartment,4,151.5,0.0,14.1,Skyline View,6438144.0,42496.0,2026-05-25,cancelled,2026-02-02,2026-02-26,2026-04-06,CUS-000029,,AGT-008,3.4,6219247.1,3,15.4,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00313,AUR,Phase 3,Building A,12,Duplex,5,117.2,35.8,0.0,Pool View,6359975.2,54266.0,2026-03-27,available,,,,,,,,,,,,,54.0,95,91-180 days
AUR-P3-B1-00314,AUR,Phase 3,Building A,14,Apartment,3,220.9,0.0,13.8,Skyline View,14277871.5,64635.0,2026-05-23,contracted,2024-11-04,2024-11-09,,CUS-000069,,AGT-003,4.2,13678200.9,3,20.1,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B1-00315,AUR,Phase 3,Building A,5,Duplex,3,136.5,52.2,0.0,Courtyard View,7036029.0,51546.0,2026-03-08,contracted,2024-07-28,2024-08-12,,CUS-000180,,AGT-003,2.7,6846056.22,4,22.0,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00316,AUR,Phase 3,Building B,6,Apartment,2,177.1,16.0,13.7,Garden View,9812048.4,55404.0,2025-09-01,contracted,2026-06-15,2026-06-26,,CUS-000009,,AGT-001,2.7,9547123.09,4,16.5,2027-03-31,2027-03-31,54.0,287,181-365 days
AUR-P3-B2-00317,AUR,Phase 3,Building B,2,Duplex,3,159.4,0.0,17.0,Street View,9028734.8,56642.0,2026-05-21,contracted,2026-01-27,2026-02-20,,CUS-000125,,AGT-005,3.3,8730786.55,6,21.4,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00318,AUR,Phase 3,Building B,0,Villa,6,309.0,346.6,42.0,Garden View,18426288.0,59632.0,2026-04-24,available,,,,,,,,,,,,,54.0,67,31-90 days
AUR-P3-B2-00319,AUR,Phase 3,Building B,13,Apartment,2,196.5,0.0,0.0,Garden View,9362242.5,47645.0,2026-05-09,available,,,,,,,,,,,,,54.0,52,31-90 days
AUR-P3-B2-00320,AUR,Phase 3,Building B,3,Duplex,4,218.5,0.0,0.0,Pool View,14183490.5,64913.0,2026-05-01,available,,,,,,,,,,,,,54.0,60,31-90 days
AUR-P3-B2-00321,AUR,Phase 3,Building B,2,Apartment,3,120.1,0.0,0.0,Pool View,5546458.2,46182.0,2026-04-12,available,,,,,,,,,,,,,54.0,79,31-90 days
AUR-P3-B2-00322,AUR,Phase 3,Building B,4,Apartment,4,228.0,0.0,8.7,Skyline View,14210784.0,62328.0,2025-12-09,contracted,2024-10-21,2024-10-24,,CUS-000246,,AGT-002,2.8,13812882.05,5,17.4,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00323,AUR,Phase 3,Building B,10,Apartment,3,183.0,0.0,0.0,Pool View,10856475.0,59325.0,2026-04-05,contracted,2025-07-04,2025-07-20,,CUS-000044,,AGT-009,5.0,10313651.25,3,23.0,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00324,AUR,Phase 3,Building B,7,Apartment,2,222.6,0.0,0.0,Pool View,14684031.6,65966.0,2026-03-31,contracted,2025-08-25,2025-09-19,,CUS-000150,,AGT-007,3.8,14126038.4,6,23.5,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00325,AUR,Phase 3,Building B,0,Apartment,3,146.6,0.0,17.4,Street View,8092173.4,55199.0,2025-09-07,contracted,2025-08-29,2025-09-24,,CUS-000208,,AGT-005,2.7,7873684.72,6,22.8,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00326,AUR,Phase 3,Building B,1,Apartment,3,187.0,0.0,0.0,Pool View,11082181.0,59263.0,2026-03-03,contracted,2025-10-18,2025-11-19,,CUS-000214,,AGT-004,4.6,10572400.67,6,21.8,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00327,AUR,Phase 3,Building B,2,Apartment,2,217.4,0.0,8.2,Skyline View,14565365.2,66998.0,2026-05-17,available,,,,,,,,,,,,,54.0,44,31-90 days
AUR-P3-B2-00328,AUR,Phase 3,Building B,14,Duplex,4,181.2,0.0,17.8,Street View,10769622.0,59435.0,2025-11-02,cancelled,2025-12-22,2025-12-25,2026-02-15,CUS-000169,,AGT-009,2.1,10543459.94,5,20.6,2027-03-31,2027-03-31,54.0,50,31-90 days
AUR-P3-B2-00329,AUR,Phase 3,Building B,5,Apartment,4,198.0,0.0,29.8,Skyline View,11566368.0,58416.0,2026-04-16,contracted,2025-08-24,2025-08-28,,CUS-000201,BRK-04,AGT-008,2.7,11254076.06,5,17.9,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00330,AUR,Phase 3,Building B,7,Apartment,2,198.2,0.0,0.0,Pool View,13028478.8,65734.0,2025-09-15,contracted,2025-02-08,2025-02-21,,CUS-000251,,AGT-003,3.0,12637624.44,6,17.3,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00331,AUR,Phase 3,Building B,0,Villa,6,430.9,217.4,48.2,Skyline View,20830567.8,48342.0,2026-03-29,available,,,,,,,,,,,,,54.0,93,91-180 days
AUR-P3-B2-00332,AUR,Phase 3,Building B,8,Duplex,5,132.7,11.7,0.0,Garden View,6305771.3,47519.0,2026-05-25,reserved,2024-11-26,,,CUS-000187,BRK-11,AGT-002,5.0,5990482.73,4,21.1,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00333,AUR,Phase 3,Building B,7,Apartment,4,180.0,0.0,0.0,Courtyard View,12093660.0,67187.0,2026-03-01,available,,,,,,,,,,,,,54.0,121,91-180 days
AUR-P3-B2-00334,AUR,Phase 3,Building B,2,Apartment,2,233.6,37.3,26.0,Street View,11030592.0,47220.0,2025-10-26,available,,,,,,,,,,,,,54.0,247,181-365 days
AUR-P3-B2-00335,AUR,Phase 3,Building B,12,Apartment,2,184.8,0.0,11.9,Skyline View,11880976.8,64291.0,2026-01-05,contracted,2025-10-14,2025-10-24,,CUS-000130,,AGT-003,2.3,11607714.33,4,21.9,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00336,AUR,Phase 3,Building B,14,Duplex,5,176.1,36.6,19.3,Street View,9499186.2,53942.0,2026-05-03,cancelled,2025-11-21,2025-12-02,2026-01-13,CUS-000233,,AGT-007,3.6,9157215.5,4,24.5,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00337,AUR,Phase 3,Building B,0,Villa,5,379.6,341.5,54.4,Courtyard View,23581890.8,62123.0,2026-05-02,contracted,2025-02-28,2025-03-21,,CUS-000052,,AGT-005,4.7,22473541.93,3,22.3,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00338,AUR,Phase 3,Building B,0,Villa,5,398.1,113.9,30.9,Pool View,23525719.5,59095.0,2025-10-24,contracted,2024-09-20,2024-10-06,,CUS-000188,,AGT-002,6.0,22114176.33,5,19.1,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00339,AUR,Phase 3,Building B,6,Apartment,3,122.8,2.9,0.0,Street View,6192435.6,50427.0,2026-01-25,reserved,2025-05-12,,,CUS-000221,,AGT-009,3.0,6006662.53,5,23.2,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00340,AUR,Phase 3,Building B,0,Villa,6,474.6,323.9,58.1,Street View,20757580.2,43737.0,2026-03-07,available,,,,,,,,,,,,,54.0,115,91-180 days
AUR-P3-B2-00341,AUR,Phase 3,Building B,0,Villa,5,391.5,383.3,27.4,Courtyard View,17056089.0,43566.0,2025-09-18,available,,,,,,,,,,,,,54.0,285,181-365 days
AUR-P3-B2-00342,AUR,Phase 3,Building B,7,Apartment,4,230.8,58.1,13.4,Street View,11095940.8,48076.0,2026-05-01,contracted,2026-06-11,2026-06-30,,CUS-000219,,AGT-001,5.1,10530047.82,5,17.5,2027-03-31,2027-03-31,54.0,41,31-90 days
AUR-P3-B2-00343,AUR,Phase 3,Building B,13,Apartment,4,102.4,9.2,0.0,Street View,6381056.0,62315.0,2025-11-11,contracted,2025-01-28,2025-02-20,,CUS-000056,,AGT-008,4.7,6081146.37,3,22.6,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00344,AUR,Phase 3,Building B,9,Apartment,3,97.8,59.9,28.8,Pool View,5359342.2,54799.0,2025-10-08,contracted,2025-12-07,2025-12-24,,CUS-000081,,AGT-006,4.3,5128890.49,5,24.0,2027-03-31,2027-03-31,54.0,60,31-90 days
AUR-P3-B2-00345,AUR,Phase 3,Building B,3,Apartment,4,141.6,0.0,20.1,Garden View,7692844.8,54328.0,2026-02-27,cancelled,2025-12-23,2026-02-01,2026-03-18,CUS-000123,,AGT-008,4.0,7385131.01,5,24.1,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00346,AUR,Phase 3,Building B,14,Apartment,3,99.0,0.0,23.6,Pool View,5013855.0,50645.0,2026-04-02,contracted,2024-12-31,2025-01-04,,CUS-000079,,AGT-004,3.2,4853411.64,5,20.8,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00347,AUR,Phase 3,Building B,13,Apartment,3,142.6,2.3,0.0,Garden View,7152388.2,50157.0,2026-06-16,contracted,2024-11-05,2024-12-02,,CUS-000074,,AGT-008,2.6,6966426.11,5,23.1,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00348,AUR,Phase 3,Building B,12,Apartment,4,181.9,24.3,8.4,Street View,12206945.2,67108.0,2026-01-21,available,,,,,,,,,,,,,54.0,160,91-180 days
AUR-P3-B2-00349,AUR,Phase 3,Building B,13,Apartment,3,237.8,0.0,12.2,Street View,13234283.4,55653.0,2026-02-13,reserved,2025-10-08,,,CUS-000054,,AGT-007,4.9,12585803.51,4,20.0,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B2-00350,AUR,Phase 3,Building B,0,Villa,4,498.5,189.5,43.4,Street View,22542170.0,45220.0,2026-06-16,available,,,,,,,,,,,,,54.0,14,0-30 days
AUR-P3-B3-00351,AUR,Phase 3,Building C,2,Apartment,3,111.1,18.1,23.5,Courtyard View,4885844.7,43977.0,2025-10-01,contracted,2024-07-31,2024-08-29,,CUS-000106,BRK-13,AGT-001,3.0,4739269.36,4,17.9,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B3-00352,AUR,Phase 3,Building C,2,Duplex,4,198.0,0.0,0.0,Garden View,11160666.0,56367.0,2026-04-11,contracted,2026-04-30,2026-05-27,,CUS-000097,,AGT-005,2.2,10915131.35,4,16.4,2027-03-31,2027-03-31,54.0,19,0-30 days
AUR-P3-B3-00353,AUR,Phase 3,Building C,4,Apartment,2,202.5,31.8,17.5,Pool View,12897022.5,63689.0,2026-03-17,available,,,,,,,,,,,,,54.0,105,91-180 days
AUR-P3-B3-00354,AUR,Phase 3,Building C,12,Apartment,3,211.7,0.0,27.1,Skyline View,12702846.8,60004.0,2026-06-16,available,,,,,,,,,,,,,54.0,14,0-30 days
AUR-P3-B3-00355,AUR,Phase 3,Building C,0,Villa,5,412.1,307.2,53.7,Street View,18277459.2,44352.0,2026-04-14,available,,,,,,,,,,,,,54.0,77,31-90 days
AUR-P3-B3-00356,AUR,Phase 3,Building C,0,Apartment,4,209.4,0.0,0.0,Street View,10820326.2,51673.0,2026-05-12,contracted,2026-06-30,2026-06-30,,CUS-000162,,AGT-008,4.8,10300950.54,4,23.6,2027-03-31,2027-03-31,54.0,49,31-90 days
AUR-P3-B3-00357,AUR,Phase 3,Building C,0,Villa,6,480.2,214.9,33.5,Garden View,23630161.8,49209.0,2026-01-01,available,,,,,,,,,,,,,54.0,180,91-180 days
AUR-P3-B3-00358,AUR,Phase 3,Building C,5,Apartment,2,118.4,0.0,0.0,Garden View,5272707.2,44533.0,2025-09-14,contracted,2024-10-24,2024-11-16,,CUS-000086,,AGT-007,4.7,5024889.96,3,18.0,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B3-00359,AUR,Phase 3,Building C,0,Villa,4,297.7,297.7,32.2,Pool View,14037745.8,47154.0,2026-02-06,available,,,,,,,,,,,,,54.0,144,91-180 days
AUR-P3-B3-00360,AUR,Phase 3,Building C,0,Duplex,3,220.4,0.0,12.6,Skyline View,13008669.2,59023.0,2025-12-04,contracted,2025-01-10,2025-01-30,,CUS-000205,,AGT-003,5.1,12345227.07,4,23.9,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B3-00361,AUR,Phase 3,Building C,5,Apartment,2,162.2,0.0,26.5,Street View,9514976.4,58662.0,2026-05-29,contracted,2024-10-26,2024-11-26,,CUS-000245,,AGT-009,5.0,9039227.58,5,15.7,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B3-00362,AUR,Phase 3,Building C,10,Apartment,4,166.3,0.0,15.1,Pool View,10760108.9,64703.0,2026-03-25,contracted,2025-04-17,2025-04-26,,CUS-000101,,AGT-008,5.5,10168302.91,6,18.2,2027-03-31,2027-03-31,54.0,0,0-30 days
AUR-P3-B3-00363,AUR,Phase 3,Building C,14,Duplex,3,178.9,45.4,0.0,Courtyard View,8866284.0,49560.0,2025-09-06,contracted,2025-10-11,2025-11-18,,CUS-000041,,AGT-004,4.4,8476167.5,4,22.7,2027-03-31,2027-03-31,54.0,35,31-90 days
